,0,1,2,3,4,5,6,7
0.0,0j,0j,0j,0j,0j,0j,(1+0j),0j
2.0,(-4.149764730099107e-17-9.129662867670268e-19j),0j,0j,(-0.38172062138969276+0.5010634244409053j),0j,(-0.39889382152718894-0.389902250255299j),(-0.12991693768543736-0.5246011395233028j),0j
4.0,(-1.1382048867679919e-17+4.216718113402902e-18j),0j,0j,(0.04073784063434921+0.8791576656876283j),(-0+0j),(0.2812819867221542-0.025602380712155093j),(-0.35261599256385184+0.14597654276919866j),0j
6.0,(1.536253463705095e-17-7.676448660539478e-18j),0j,0j,(-0.07266560291843321+0.6244193796965005j),0j,(-0.013020722149614083+0.6965918663740234j),(0.12586890630283093-0.3218188921339513j),0j
8.0,(-8.134637220094586e-20-2.7265614287926296e-18j),0j,0j,(0.7431062164922025+0.29587221891682713j),0j,(0.05570809219230622-0.08553618869525187j),(0.1316886661603471-0.5766203648645872j),0j
10.0,(-3.765139264934039e-17-3.1385845388145277e-17j),0j,0j,(0.27653259089494875-0.25144443992775894j),(-0+0j),(-0.7263309436567684-0.3832293482631084j),(-0.411923193719346+0.12729229825444122j),0j
12.0,(-2.6214201870065395e-17+1.3670319762086774e-17j),0j,0j,(0.10594524760218346+0.03015143634622848j),0j,(0.0821389616505864+0.1457751589523197j),(0.631218172313318-0.7492882678579682j),0j
14.0,(-5.2185079162862486e-17+4.3795790307465124e-17j),0j,0j,(-0.32945522937830557-0.2873763295532959j),0j,(0.44126617082159386-0.4943631823418739j),(0.6025347139834796+0.0819464820835682j),0j
16.0,(-2.973588635192869e-17-1.1251394765307025e-17j),0j,0j,(0.4966229726399954+0.7722969508973091j),0j,(-0.14806364139577696-0.13704867739775822j),(-0.0864013440747799+0.3297766949666898j),0j
18.0,(1.7148367921966613e-17-1.6389548434346594e-17j),0j,0j,(-0.14682002316350742-0.5457298997320813j),(-0+0j),(-0.7385333635474831-0.2670329129718235j),(0.24940091010046095+0.04103459144143576j),0j
20.0,(4.372586218175368e-17-2.1750751658364253e-17j),0j,0j,(-0.11749242786278813+0.6810573089777003j),0j,(-0.2352563861095519+0.16233541670807675j),(0.654652631202024+0.10994566394413019j),0j
