,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(1+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
1.26,0j,0j,0j,0j,0j,0j,0j,(-0.10327264540739595+0.00876104375070453j),0j,0j,0j,(0.08879666810418134-0.1384759008336046j),0j,(0.14947002835546946+0.20006279781844044j),(-0.01913468010792188-0.2279172655953784j),0j,0j,0j,0j,(0.14972934074742728+0.20111531936285573j),0j,(-0.3200795424237211-0.13084126556287212j),(0.19713186161738164+0.1731520947430779j),0j,0j,(0.19774317692348475+0.1732025980406738j),(0.06038158013787619-0.18607220033514132j),0j,(-0.10189089538055979+0.00871454643897645j),0j,0j,0j,0j,0j,0j,(-0.01981330340069714-0.22723212225645006j),0j,(0.19679802788572515+0.17283567170327518j),(0.0601894579342389-0.18761660502905597j),0j,0j,(0.06016167949820852-0.18706300255708241j),(-0.2514940790836813-0.19320467208051684j),0j,(0.08805888405234572-0.14006642198243377j),0j,0j,0j,0j,(-0.10218888029838823+0.009798005604329687j),(0.08825610935003927-0.13896730226238613j),0j,(0.14887550315106052+0.20090390148917175j),0j,0j,0j,(-0.01988449583435526-0.2276764138540394j),0j,0j,0j,0j,0j,0j,0j
2.52,0j,0j,0j,0j,0j,0j,0j,(-0.04777175539990718-0.14669738116253203j),0j,0j,0j,(-0.06145031856571166-0.09084235725746255j),0j,(0.017466633346654777-0.09972405664771838j),(0.14309592925670014-0.03756585673965259j),0j,0j,0j,0j,(0.016430248091558703-0.09887412545233439j),0j,(-0.3727995421490026+0.2952775749928626j),(0.011224386950768056-0.1735261375570492j),0j,0j,(0.010849694744609754-0.17274398623601847j),(-0.05896884184218834-0.041729089826099054j),0j,(-0.04726975528215242-0.1460895565342656j),0j,0j,0j,0j,0j,0j,(0.14250997866506868-0.03718648934931646j),0j,(0.011794419916287276-0.17371051314058986j),(-0.05872544891336842-0.04164016483111141j),0j,0j,(-0.058142717220090484-0.04119361806401283j),(0.4856536946642673+0.4788985104502801j),0j,(-0.05986415344180181-0.09104441857252912j),0j,0j,0j,0j,(-0.047689716984149574-0.14558648787793133j),(-0.06081133867869634-0.0901061701343055j),0j,(0.01703444814508876-0.10084329742675634j),0j,0j,0j,(0.14266650331809733-0.037199819468792875j),0j,0j,0j,0j,0j,0j,0j
3.78,0j,0j,0j,0j,0j,0j,0j,(-0.13052627256864333-0.16215684496578767j),0j,0j,0j,(0.06443931894280325+0.26986874112070136j),0j,(-0.14129588294392598-0.03394002434544571j),(0.07415773384724852-0.03335383542934946j),0j,0j,0j,0j,(-0.13974572547091424-0.03218822024342172j),0j,(-0.13258979803124277-0.4258045142251516j),(-0.10644491581513146-0.03540899941287209j),0j,0j,(-0.110095983418114-0.03780329067291845j),(0.08137483316201025+0.19909925498875355j),0j,(-0.13179509896903882-0.1626995699793789j),0j,0j,0j,0j,0j,0j,(0.07221177800703868-0.032751040543480534j),0j,(-0.10934233103941852-0.03924099130828878j),(0.08568476423397256+0.19722282051930576j),0j,0j,(0.0835278425162667+0.20208858194410817j),(-0.3998346264511368-0.1501570596574988j),0j,(0.07140371758406132+0.2685316631375132j),0j,0j,0j,0j,(-0.12958279903973577-0.15972044184997863j),(0.06625635178444703+0.26443890325748953j),0j,(-0.1381244150046556-0.0329115491060481j),0j,0j,0j,(0.0708131504102702-0.031760086444158925j),0j,0j,0j,0j,0j,0j,0j
5.04,0j,0j,0j,0j,0j,0j,0j,(-0.04340318207350508+0.09992100740214516j),0j,0j,0j,(0.02283022419587009-0.1524968614889136j),0j,(-0.034429047279386296+0.026732095011425754j),(-0.005798265221046736+0.030012778235056378j),0j,0j,0j,0j,(-0.03462272088285546+0.018077847756514033j),0j,(-0.026563184021810276+0.278416388767953j),(-0.016793469160384978+0.014578683194883802j),0j,0j,(-0.015983737534568183+0.010898991347482151j),(0.04357452957710939-0.16192619966217936j),0j,(-0.042867674228561234+0.1011514510587969j),0j,0j,0j,0j,0j,0j,(-0.005578209338517232+0.02856666213762142j),0j,(-0.011798492623653133+0.013672132624320587j),(0.04223769804639917-0.15754737529052418j),0j,0j,(0.04467716260282279-0.16195723622334474j),(-0.8513164315137423-0.04284362847737139j),0j,(0.017340540840134956-0.1479224707612489j),0j,0j,0j,0j,(-0.04521655495969381+0.10334687487337625j),(0.02155565304055356-0.14282698532645263j),0j,(-0.03154641376488633+0.02306930497180872j),0j,0j,0j,(-0.007850405872926963+0.02788106338776963j),0j,0j,0j,0j,0j,0j,0j
6.3,0j,0j,0j,0j,0j,0j,0j,(0.17555249352932054+0.09659613229786039j),0j,0j,0j,(-0.16191905525598319+0.10582635918043057j),0j,(0.14295076421250283+0.15039917518932713j),(0.0561303803159385-0.09042964328147717j),0j,0j,0j,0j,(0.1427004796499996+0.14115401555113133j),0j,(-0.04376562816619981-0.09836319792095012j),(0.17928794180966381+0.06745234072318416j),0j,0j,(0.1852950786516954+0.06726291467281538j),(-0.12902988644677038+0.12643871676374277j),0j,(0.17788181501870728+0.0989742123425701j),0j,0j,0j,0j,0j,0j,(0.048510693050871155-0.09032436307347344j),0j,(0.19019710547594304+0.07450582539956316j),(-0.12730902978695305+0.12818764683437908j),0j,0j,(-0.12769247383215404+0.12037963780467736j),(-0.029712152108247986-0.6121459563365002j),0j,(-0.1603640898622672+0.11179955337959652j),0j,0j,0j,0j,(0.18864282399326743+0.09463366459434792j),(-0.16105435499099074+0.11485160780282097j),0j,(0.13920606998984006+0.15550100415173418j),0j,0j,0j,(0.05022525209240657-0.08542928150966705j),0j,0j,0j,0j,0j,0j,0j
7.56,0j,0j,0j,0j,0j,0j,0j,(-0.14717253764366064-0.07444176755852021j),0j,0j,0j,(-0.015058907673507182+0.15376430592115625j),0j,(0.14352401152917607+0.02122015802270513j),(-0.06374027540226881+0.18115385322126537j),0j,0j,0j,0j,(0.14173655750937772+0.022270864095810184j),0j,(-0.5213815738860507-0.39882076057781424j),(0.1452500975824773-0.010531197577883837j),0j,0j,(0.14398258962113666-0.012028212394958876j),(0.030493213734317612+0.23121041387633803j),0j,(-0.15196004401336066-0.07281248866934857j),0j,0j,0j,0j,0j,0j,(-0.05982203645712047+0.17918595404831109j),0j,(0.14370194438526548-0.021963658593634697j),(0.024434377740531473+0.22701124913873102j),0j,0j,(0.02402433178551555+0.24267488430625284j),(0.07431818814810205-0.11343446389925443j),0j,(-0.021433421079551526+0.14708180368156573j),0j,0j,0j,0j,(-0.149627106943615-0.06367211558291654j),(-0.013414453317034107+0.15079660249867555j),0j,(0.14281188667168312+0.015081480671394204j),0j,0j,0j,(-0.0673441658031274+0.17672136636124464j),0j,0j,0j,0j,0j,0j,0j
8.82,0j,0j,0j,0j,0j,0j,0j,(-0.06306472943631278+0.0246122595757705j),0j,0j,0j,(0.07053636068698929-0.027174967522953133j),0j,(-0.18408920606018647-0.04961500399908836j),(0.13774766270670177+0.019489484558167208j),0j,0j,0j,0j,(-0.18727362005361214-0.054155635580300725j),0j,(0.4125765428789625-0.6579359931856515j),(-0.11042187170976016-0.04018947484744911j),0j,0j,(-0.10263546663733134-0.0401089122896854j),(0.09194636606797257-0.010215641966945087j),0j,(-0.06225883516072812+0.027502974422870762j),0j,0j,0j,0j,0j,0j,(0.13211069721623706+0.0197245527822455j),0j,(-0.10887310748349781-0.046140203458527033j),(0.07707558073583586-0.011659656866483792j),0j,0j,(0.08252245586878526-0.0036033095281251407j),(0.358270435839475+0.10023876387245423j),0j,(0.06403760213521896-0.030113117893075553j),0j,0j,0j,0j,(-0.050328499193396506+0.021757362986741094j),(0.07298389957475966-0.032744342678362064j),0j,(-0.18856141512154345-0.05298039361285903j),0j,0j,0j,(0.1313813242715126+0.024233261602028745j),0j,0j,0j,0j,0j,0j,0j
10.08,0j,0j,0j,0j,0j,0j,0j,(-0.054532244039792246+0.0029685916498022207j),0j,0j,0j,(-0.07661109777928911-0.06283516871843804j),0j,(0.23921401555417415-0.027798933718043678j),(-0.1754627228002555-0.053681845695146016j),0j,0j,0j,0j,(0.24351982218451082-0.030868480528712428j),0j,(-0.2699100341489538-0.40560855669256585j),(0.28260245207373536-0.035492160980238566j),0j,0j,(0.28030973252831554-0.02231474347032425j),(-0.04384862670300104-0.05487900202039317j),0j,(-0.050023212596910185+0.00213127255014962j),0j,0j,0j,0j,0j,0j,(-0.18176078651926925-0.05742608779487016j),0j,(0.2760235199638525-0.029662729539078964j),(-0.044225815921514665-0.07003372091183417j),0j,0j,(-0.04200656035430329-0.07079006562877918j),(-0.40877666503098214+0.14532241480100294j),0j,(-0.07299435396710459-0.06721587148718142j),0j,0j,0j,0j,(-0.04230560280371981+0.0023588719518130986j),(-0.06863429716788101-0.06565228471932963j),0j,(0.240652912378693-0.03323226477607873j),0j,0j,0j,(-0.18000806783160245-0.054159911319344j),0j,0j,0j,0j,0j,0j,0j
11.34,0j,0j,0j,0j,0j,0j,0j,(-0.07817578924519321-0.05748357837912802j),0j,0j,0j,(0.012830501670715054-0.20625284250462253j),0j,(0.0815544424973577-0.011650647663487838j),(0.09409667763740877-0.14586448966308896j),0j,0j,0j,0j,(0.07772064337392275-0.0092472348795973j),0j,(-0.5049111495918807+0.5165364504655365j),(0.07583660217022146-0.021250495862341602j),0j,0j,(0.07424137056576906-0.03273855923372522j),(-0.0595710357319792-0.14517422658716406j),0j,(-0.07802806389140587-0.04952878006304849j),0j,0j,0j,0j,0j,0j,(0.0926795218939889-0.15415417062303768j),0j,(0.08644346360997297-0.03234245737663854j),(-0.0564177017757422-0.13851133213589464j),0j,0j,(-0.059650118896350024-0.1353537237659485j),(0.26272360548224666+0.23877033697656763j),0j,(0.016018552478631366-0.20219059376639434j),0j,0j,0j,0j,(-0.07004302017067521-0.04632609713788967j),(0.015966613883538074-0.1998668762555386j),0j,(0.08475130812523195-0.005906404889306064j),0j,0j,0j,(0.09080251382278375-0.14876395789086144j),0j,0j,0j,0j,0j,0j,0j
