,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(1+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
1.25,0j,0j,0j,(0.07898329752017558-0.06573607544932039j),0j,(0.04205429527651294+0.11032671312331645j),(0.03905473843801271-0.05945666410674413j),0j,0j,(0.14923641216151795-0.09393835531861208j),(0.15559540394312613+0.19128585825639952j),0j,(-0.18971276978121615+0.3261129275131604j),0j,0j,0j,0j,(0.012723005588380513+0.0535306766138738j),(-0.3135842369703359+0.12853278971659438j),0j,(-0.09400304589678624-0.4304725051826082j),0j,0j,0j,(-0.11092262995613719+0.39275565543916996j),0j,0j,0j,0j,0j,0j,0j,0j,(0.044754145745179025-0.05616162145370042j),(0.10799905642101129+0.2390644516451449j),0j,(-0.30785354003917886+0.134455027686473j),0j,0j,0j,(0.15562551006335393+0.19102425818411278j),0j,0j,0j,0j,0j,0j,0j,(0.06710557329904698-0.07468794709304663j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
2.5,0j,0j,0j,(0.11333297159733119+0.20023137389424955j),0j,(0.13806190346381908-0.21657131172111188j),(0.18087282025660378+0.061096126359059234j),0j,0j,(0.04923265047900954+0.4674408192851893j),(-0.133209823090755+0.09175791463641175j),0j,(-0.16385460297919682+0.07297277722905843j),0j,0j,0j,0j,(0.19351995477287312-0.21506817135747808j),(0.13670694794190644-0.09767343458756297j),0j,(0.055476065601644114+0.3499519232171955j),0j,0j,0j,(-0.16311386239128808+0.14707692457606408j),0j,0j,0j,0j,0j,0j,0j,0j,(0.138175226636757+0.16044600120034225j),(-0.34247276205897403-0.18435291248448316j),0j,(0.10223585583302847-0.07151824869089876j),0j,0j,0j,(-0.13332568665324906+0.09191542230922889j),0j,0j,0j,0j,0j,0j,0j,(0.19033003943093943+0.0744854338243397j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
3.75,0j,0j,0j,(0.0808389784423345-0.10976026081093149j),0j,(-0.334668110472292+0.3124230981023944j),(0.10272603689440316+0.18945822242815646j),0j,0j,(0.2701751386321749-0.11570031974388849j),(-0.028146954024873126-0.033424657586015365j),0j,(-0.16889920588247884-0.00660629823084799j),0j,0j,0j,0j,(-0.32377624677839634+0.27901648578623406j),(0.019117108164959887+0.15855832331374886j),0j,(-0.09626226794548857-0.22073546467380353j),0j,0j,0j,(-0.21455451114605545+0.002656782697307472j),0j,0j,0j,0j,0j,0j,0j,0j,(0.047606244689390585-0.1325213066333107j),(0.2931333895746693+0.31360276094266615j),0j,(0.06267728640706198+0.11800681784145264j),0j,0j,0j,(-0.028011282076814303-0.0335700245710181j),0j,0j,0j,0j,0j,0j,0j,(0.09227950616549047+0.25277765924683365j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
5.0,0j,0j,0j,(-0.20956206987290874+0.07987768565895942j),0j,(0.025614566902797252+0.28815028116637587j),(-0.10965426077806244-0.23236901144199446j),0j,0j,(-0.00027353395851220305-0.19947552006440566j),(-0.3631533034415407-0.07351021494565758j),0j,(0.23469172697208035+0.14178963494660934j),0j,0j,0j,0j,(-0.03664855854383557+0.27676966279580073j),(0.02959862946163823-0.031031318242749812j),0j,(-0.136231721105374-0.1553057141277946j),0j,0j,0j,(0.2997751779821653+0.062090050073269606j),0j,0j,0j,0j,0j,0j,0j,0j,(-0.20864834523952808+0.1349459091188893j),(-0.021001242472839847-0.24261705317943316j),0j,(0.008051795503583963-0.07396567295830597j),0j,0j,0j,(-0.3631596465448572-0.07347424213386503j),0j,0j,0j,0j,0j,0j,0j,(-0.08886347485725843-0.24452138559212316j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
6.25,0j,0j,0j,(-0.09191376082286262+0.0865795624669041j),0j,(-0.36246223731376304+0.0933073823564021j),(-0.08192551644367296-0.02523495117955583j),0j,0j,(-0.2573146754198623+0.21839569989628885j),(0.22915914135100474-0.2251209845707972j),0j,(-0.13268936468401313+0.09107946310895698j),0j,0j,0j,0j,(-0.3339980424976837+0.10985560228967003j),(-0.13406842390892287-0.15850485133714243j),0j,(0.3486537664405601+0.1325148492500239j),0j,0j,0j,(-0.0718100083076043+0.13552420918202343j),0j,0j,0j,0j,0j,0j,0j,0j,(-0.13654688686814656+0.10767136905633096j),(0.06514055359979573+0.29636668193981297j),0j,(-0.06830944170093282-0.13803772491406174j),0j,0j,0j,(0.22920960300943252-0.22507882008510796j),0j,0j,0j,0j,0j,0j,0j,(-0.10275528127851319-0.06681048577729612j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
7.5,0j,0j,0j,(0.3038988839241262+0.20040411937432123j),0j,(-0.28029597535635625+0.04933560659420968j),(0.0011506373634921803+0.060148221838180846j),0j,0j,(-0.19995908845449256+0.20925751961353492j),(0.2568310038041968+0.02974557465725071j),0j,(-0.025944942161320303-0.12366234061633516j),0j,0j,0j,0j,(-0.24072822049159778+0.15443743629707218j),(0.3010968512489702-0.24528213262974635j),0j,(0.010601939610987529+0.1406504286632524j),0j,0j,0j,(-0.03881357616640522-0.1172854644107321j),0j,0j,0j,0j,0j,0j,0j,0j,(0.33435895468981874+0.16293051158443655j),(-0.05490128260587168+0.041534992460262175j),0j,(0.30287125894581446-0.20599601073860527j),0j,0j,0j,(0.2569678178086707+0.02961783257364985j),0j,0j,0j,0j,0j,0j,0j,(-0.03107924046104438+0.05810671694692486j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
8.75,0j,0j,0j,(0.09632749871908795-0.05958982479797065j),0j,(-0.24778028261897275+0.020796175030456984j),(0.016320239734006148-0.013508931259689176j),0j,0j,(-0.03641903799325509+0.29242884602688246j),(0.19104162025077223-0.14509240275330798j),0j,(-0.13685230941784762+0.08458014411322066j),0j,0j,0j,0j,(-0.18558960982004233+0.03546490920543007j),(0.01519671399037395-0.1352505643449595j),0j,(-0.26590539840779354+0.20755300174483948j),0j,0j,0j,(-0.12890354583326447+0.10527701464269783j),0j,0j,0j,0j,0j,0j,0j,0j,(0.10124003758622681-0.17718420131630394j),(-0.5959339173369836-0.319499344911471j),0j,(-0.006577635084804042-0.03629005735230941j),0j,0j,0j,(0.19097661484008782-0.14528544223792236j),0j,0j,0j,0j,0j,0j,0j,(0.03290631164765576+0.005438556836442971j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
10.0,0j,0j,0j,(0.19221671842902752+0.20693653373066162j),0j,(0.09807005926138736+0.04236449731665221j),(-0.10989963013623905-0.03782168773387559j),0j,0j,(-0.059869862195356054+0.0759122405729458j),(0.34396049332605444-0.28156992994715613j),0j,(0.08576535316371062-0.06435474257725457j),0j,0j,0j,0j,(0.04886543720010048+0.09403167840963075j),(0.05013756875028998+0.15932365714110072j),0j,(0.16472592153523255+0.22481296590041563j),0j,0j,0j,(0.08816883050287128-0.04703731056173759j),0j,0j,0j,0j,0j,0j,0j,0j,(0.16464313211124168+0.17469589650379327j),(-0.44077867978650587-0.07292765828880464j),0j,(0.07636842970248787+0.2582347802482299j),0j,0j,0j,(0.3440545391128363-0.2816569823363379j),0j,0j,0j,0j,0j,0j,0j,(-0.10843925112165366-0.104279080638951j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
11.25,0j,0j,0j,(-0.1343957056682801+0.15483900751075763j),0j,(-0.1245157620009933-0.03091622942482699j),(0.21086135380692322-0.19388172466379225j),0j,0j,(0.41158824740798816+0.15398894797334461j),(-0.058035210655250274+0.09925990635898939j),0j,(0.30522671402484264+0.10421088898911275j),0j,0j,0j,0j,(-0.1410318292027982-0.13202680122101995j),(-0.012485131942050278-0.021316596634320225j),0j,(-0.20428851157478162-0.14806177527492553j),0j,0j,0j,(0.33219584812029096+0.03921960725555931j),0j,0j,0j,0j,0j,0j,0j,0j,(-0.17713037185957747+0.16776608490237976j),(0.3815476137624517+0.16738324739915367j),0j,(-0.004120263198100878-0.07682743839553033j),0j,0j,0j,(-0.05822043938844844+0.09948944493409863j),0j,0j,0j,0j,0j,0j,0j,(0.24561378938901754-0.1515233736987529j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
