,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(1+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
1.7999999999999998,0j,0j,0j,0j,0j,0j,0j,(-0.15915484604808047+0.06211590998020346j),0j,0j,0j,(0.08070520563636181-0.04717835669531453j),0j,(-0.019270747445093966+0.16486507441181775j),(-0.08884130195621315-0.23441857314191814j),0j,0j,0j,0j,(-0.019311104582620597+0.1647822813986972j),0j,(0.07428726777343932-0.31235086472279183j),(0.011630714279514393+0.1919659689333245j),0j,0j,(0.011666595304255734+0.19203599912335945j),(0.06231004762614849-0.14647961210674348j),0j,(-0.1592489077402378+0.06221351791169939j),0j,0j,0j,0j,0j,0j,(-0.08879924170921057-0.23447348886030375j),0j,(0.011720191879035608+0.19196664274359831j),(0.062292578210667-0.14647300735979096j),0j,0j,(0.06229375173452051-0.1464287515662855j),(-0.3594732028123206-0.44240215488329976j),0j,(0.0806711523617208-0.04714350234420315j),0j,0j,0j,0j,(-0.1591954105969583+0.06220340394148482j),(0.08066442198972701-0.04720008370208019j),0j,(-0.0193159532850246+0.1647673530096632j),0j,0j,0j,(-0.08882192536044389-0.23443765899614488j),0j,0j,0j,0j,0j,0j,0j
3.6,0j,0j,0j,0j,0j,0j,0j,(0.21427257346255474-0.039539876734466385j),0j,0j,0j,(-0.2270245809532253-0.010696750648133985j),0j,(0.09014041252983572-0.11954404018452755j),(-0.0028238123751824044+0.0924754845343525j),0j,0j,0j,0j,(0.09010973476426898-0.11951621426001079j),0j,(0.49599045490147375+0.047900480629173764j),(0.06545585306133565-0.05466750825277622j),0j,0j,(0.06546384926953346-0.054867587454015425j),(-0.1473826185950766+0.03909214622523979j),0j,(0.2143199550894362-0.03968561051969537j),0j,0j,0j,0j,0j,0j,(-0.002792558392150527+0.09252982557227876j),0j,(0.06544876376616418-0.05473194147979025j),(-0.1473649846130461+0.039211637928797206j),0j,0j,(-0.14731255357653503+0.039086271277806214j),(0.256637720829972-0.45157466474085517j),0j,(-0.22696234828425188-0.010820906781164841j),0j,0j,0j,0j,(0.2142803682235966-0.03956425935239776j),(-0.22702833125082356-0.010666291807859577j),0j,(0.09006012855181914-0.11959723530568216j),0j,0j,0j,(-0.0027492757369671386+0.09251982263759728j),0j,0j,0j,0j,0j,0j,0j
5.4,0j,0j,0j,0j,0j,0j,0j,(0.05265474546512519+0.09599239856871336j),0j,0j,0j,(0.004105481882897308+0.026122979584686058j),0j,(0.025373318858097633+0.033645261465851936j),(0.029920295423885315+0.013715041130741332j),0j,0j,0j,0j,(0.025369911919764808+0.033686138900836174j),0j,(0.11876481043313158+0.2646916044696889j),(0.013251414658744434-0.006862834145491484j),0j,0j,(0.013129617004867134-0.007152724494628873j),(0.04146555636781141-0.039166580978744515j),0j,(0.05260133839782461+0.0962063925107789j),0j,0j,0j,0j,0j,0j,(0.029874535583934252+0.013657596892481727j),0j,(0.013158334595053018-0.007108883894525277j),(0.04156523390216448-0.039201871606945375j),0j,0j,(0.04152991320340564-0.03924808387657444j),(-0.8641743809304838+0.3344873910554919j),0j,(0.004060264025091692+0.02619891185372279j),0j,0j,0j,0j,(0.05265077301922182+0.09614972670150207j),(0.00406000248177006+0.02620047768087406j),0j,(0.02533714867944766+0.03360454081930623j),0j,0j,0j,(0.02985851944979895+0.013793499593656005j),0j,0j,0j,0j,0j,0j,0j
7.2,0j,0j,0j,0j,0j,0j,0j,(-0.10872207240991107+0.19291298061743656j),0j,0j,0j,(0.16075184715650395-0.042584879443901866j),0j,(-0.10259812969393171-0.1048190525135035j),(0.20096971915058925+0.09770963591313118j),0j,0j,0j,0j,(-0.10272448705060147-0.10483896679040575j),0j,(-0.03075095112193411+0.5446165533138155j),(-0.11682422667378341-0.03519418087511043j),0j,0j,(-0.11675369901134731-0.034991487945436946j),(0.21430273316189827-0.10767786079983126j),0j,(-0.108869458018215+0.19314531725973294j),0j,0j,0j,0j,0j,0j,(0.20092659460350495+0.0975520527373737j),0j,(-0.116776744777381-0.03511246091372994j),(0.21410585961085474-0.10783175721487312j),0j,0j,(0.21436879117678248-0.10779994833842814j),(-0.04324419746259825+0.19755131407652737j),0j,(0.1607756145368232-0.04241417900908352j),0j,0j,0j,0j,(-0.10882634670313589+0.19300913388125107j),(0.16062829763155334-0.04241794139273388j),0j,(-0.10267926046659363-0.10480387100993696j),0j,0j,0j,(0.20067310587649112+0.09749224722121451j),0j,0j,0j,0j,0j,0j,0j
9.0,0j,0j,0j,0j,0j,0j,0j,(-0.03401549304570797+0.04829520966071283j),0j,0j,0j,(0.03557665550075516-0.05200305939003944j),0j,(-0.26630702025990194+0.04158741034501088j),(0.11547885270144911-0.05195740973688497j),0j,0j,0j,0j,(-0.2664316620755014+0.04160004689136598j),0j,(0.08479052662610741-0.6815910038706251j),(-0.18023105075719803+0.016605220815640774j),0j,0j,(-0.18021394930290457+0.016713394161463176j),(0.06307186358078806-0.05347829401841446j),0j,(-0.03370245075060691+0.048152036784930415j),0j,0j,0j,0j,0j,0j,(0.11546946843643835-0.051855451802012884j),0j,(-0.18016787725434025+0.016728850220259692j),(0.0627025519295234-0.05357530357411783j),0j,0j,(0.06317756339149648-0.05343502693902226j),(0.33569133970807263-0.09159634042848157j),0j,(0.035761320931335265-0.051968375577758005j),0j,0j,0j,0j,(-0.033775759883668696+0.04814091983357133j),(0.03547824016752554-0.05182527468088233j),0j,(-0.26635524120482856+0.04183302158287845j),0j,0j,0j,(0.11538337631009198-0.0519232947317686j),0j,0j,0j,0j,0j,0j,0j
10.8,0j,0j,0j,0j,0j,0j,0j,(0.03428384987046777-0.07252379475987103j),0j,0j,0j,(0.04216334319564908-0.07001645958968121j),0j,(0.024712434051311915-0.06059900321173556j),(0.18278520265614084-0.015405060928207509j),0j,0j,0j,0j,(0.0248992442923401-0.060517624251325196j),0j,(-0.15576942360829749+0.7274443093840861j),(-0.045443646673981514-0.09650161922870464j),0j,0j,(-0.04542109884765933-0.0966960934935388j),(-0.026090303131211544-0.0007928112032911981j),0j,(0.03365131999324321-0.07244075989516209j),0j,0j,0j,0j,0j,0j,(0.18269727630986096-0.01568593612412223j),0j,(-0.04527954656494613-0.09651367756237975j),(-0.026115564638256268-0.0009821783183719972j),0j,0j,(-0.026085389399486-0.0009817753214895425j),(0.5047515133350267+0.050859557515071555j),0j,(0.04215608349451061-0.06994096434268249j),0j,0j,0j,0j,(0.03379151401979914-0.0725675109304331j),(0.0420377610945919-0.06978799121600575j),0j,(0.024958467254778596-0.06053975365915112j),0j,0j,0j,(0.1828242135735238-0.01544416224079848j),0j,0j,0j,0j,0j,0j,0j
12.6,0j,0j,0j,0j,0j,0j,0j,(0.16865541093628383-0.14347816456575865j),0j,0j,0j,(-0.20942262649370896-0.008602857378533458j),0j,(0.07648137451475878-0.1658722785733675j),(0.0670813622923338+0.14827576409328708j),0j,0j,0j,0j,(0.07601548829550728-0.16611858628269294j),0j,(0.2564590225551868-0.0430410788586616j),(-0.00856205886571718-0.22411595480824542j),0j,0j,(-0.00858967848110382-0.2240510772511902j),(-0.20010392301690874+0.04895384929953466j),0j,(0.168092193496841-0.14343769348127167j),0j,0j,0j,0j,0j,0j,(0.06703845125245576+0.14804541544855482j),0j,(-0.008692816481548703-0.22437953401469637j),(-0.19986997366569867+0.048944097476259926j),0j,0j,(-0.19997136714870833+0.04881955755638033j),(0.41858861271175185+0.14423852290194855j),0j,(-0.2095642643615392-0.008760579674370049j),0j,0j,0j,0j,(0.16827233766297714-0.14360613438191622j),(-0.20967661071384414-0.008771769920671081j),0j,(0.07600481089820377-0.16589159760099664j),0j,0j,0j,(0.06738521095366405+0.1482198333276869j),0j,0j,0j,0j,0j,0j,0j
14.4,0j,0j,0j,0j,0j,0j,0j,(0.046263579513190295-0.002345751692555806j),0j,0j,0j,(-0.14820867052015604+0.1885047822816153j),0j,(0.06497047744755882-0.006114975170669806j),(-0.014414325494218502+0.07440518544535579j),0j,0j,0j,0j,(0.06478254052448972-0.005989565681767546j),0j,(0.04922896042655849-0.14250467434764974j),(0.050441955799912966-0.013089830856945261j),0j,0j,(0.05055925519590896-0.013141140265652567j),(-0.14599604588480541+0.1729502212687414j),0j,(0.046238882648189074-0.0020142659727724237j),0j,0j,0j,0j,0j,0j,(-0.014699738302278942+0.07460845232193701j),0j,(0.05056810368578403-0.012911795713974725j),(-0.14596929147979706+0.17267341116497978j),0j,0j,(-0.14594390406063099+0.17285226206504303j),(-0.48026849178372444-0.6129923153098312j),0j,(-0.1482527357002081+0.1887300115361716j),0j,0j,0j,0j,(0.04613089206212097-0.0017582138789201678j),(-0.14864799607970813+0.18850567138936253j),0j,(0.06487643842419824-0.006370341234026604j),0j,0j,0j,(-0.014273687973376976+0.07441371747687277j),0j,0j,0j,0j,0j,0j,0j
16.2,0j,0j,0j,0j,0j,0j,0j,(-0.17666959493846668+0.09072117951554574j),0j,0j,0j,(0.08117160004679028+0.09036478001021732j),0j,(0.08230604545837063+0.0786039427940508j),(0.033079424984137976+0.11987950564027458j),0j,0j,0j,0j,(0.08240685706927821+0.07845752847019719j),0j,(-0.6226891782277968+0.12266041788360997j),(0.04524076061058786-0.029183559548653433j),0j,0j,(0.045472854022599124-0.029175601436101303j),(0.1062056217681335+0.11210781638211548j),0j,(-0.17692592856425335+0.09114966556425919j),0j,0j,0j,0j,0j,0j,(0.032903668940298385+0.12009898708168044j),0j,(0.0453678601101571-0.029043069038657082j),(0.10621346955838948+0.11214828449468153j),0j,0j,(0.10614401692107792+0.112572112283078j),(-0.0036808204071389823-0.5181076232132318j),0j,(0.08146962870822587+0.0903922671080109j),0j,0j,0j,0j,(-0.17703588115975227+0.09112621306967672j),(0.08138658674581424+0.09063338093445777j),0j,(0.08253460407312953+0.07852440726351671j),0j,0j,0j,(0.03318029442883784+0.11978679776076724j),0j,0j,0j,0j,0j,0j,0j
18.0,0j,0j,0j,0j,0j,0j,0j,(-0.12543851858150035+0.007020557055260618j),0j,0j,0j,(0.13869305261180218+0.04519013689247534j),0j,(0.030475748423844245-0.3166292571486083j),(0.10861996730143031+0.1254623454144422j),0j,0j,0j,0j,(0.030553788804017466-0.31613744404536426j),0j,(0.0025571460073384312+0.32846953452670186j),(-0.07189494296935492-0.2701767749031031j),0j,0j,(-0.07215644605423226-0.26978983834313447j),(0.12943296618165667-0.0005520848389208322j),0j,(-0.12539570373247452+0.007540230696621041j),0j,0j,0j,0j,0j,0j,(0.10902717573341614+0.12550844341792078j),0j,(-0.07197145241885443-0.2693359703415847j),(0.12962352299314028-0.000709395019592049j),0j,0j,(0.1295924762664045-0.0006969481122128543j),(0.1613113913811102+0.29097095292368774j),0j,(0.13922191725137031+0.04589123761314235j),0j,0j,0j,0j,(-0.12517905844542876+0.007764880806937828j),(0.13917694683263998+0.045569308601915104j),0j,(0.030817991197851367-0.3164081537231421j),0j,0j,0j,(0.10837622867169978+0.12502140023157673j),0j,0j,0j,0j,0j,0j,0j
19.8,0j,0j,0j,0j,0j,0j,0j,(-0.03256964796569813-0.057364176438092135j),0j,0j,0j,(-0.12066986063019215+0.012145026905244754j),0j,(0.055708953368060726-0.17855517958893072j),(-0.09669923621921918-0.05730878032734447j),0j,0j,0j,0j,(0.0561290311701552-0.17890895014954894j),0j,(0.6790563942418147+0.39190208939495763j),(-0.004013900357642537-0.18770137646834817j),0j,0j,(-0.0039859666837207906-0.18837991277011518j),(-0.15048038038837963+0.036012124138333615j),0j,(-0.03234977623073989-0.056729452909838156j),0j,0j,0j,0j,0j,0j,(-0.09634736125766936-0.0567525676507947j),0j,(-0.00357660815515062-0.18813329731007689j),(-0.1509523195583641+0.036079822989736575j),0j,0j,(-0.15104062825866615+0.03625584648354182j),(0.06742415760086073-0.049384162880596064j),0j,(-0.12107036279776176+0.012491582358946988j),0j,0j,0j,0j,(-0.031898833986626185-0.05665400982823847j),(-0.12089863108507218+0.01263260566581419j),0j,(0.055766544422961986-0.17833442873639893j),0j,0j,0j,(-0.09668925032038272-0.05751649216436179j),0j,0j,0j,0j,0j,0j,0j
21.6,0j,0j,0j,0j,0j,0j,0j,(-0.04237258990063391-0.13095651222286994j),0j,0j,0j,(-0.15073577104103308-0.02849079053420201j),0j,(-0.10460314059346969-0.0740382909830761j),(0.16809663999455715-0.022618795544800056j),0j,0j,0j,0j,(-0.10917173717358865-0.07136948116813288j),0j,(-0.127614964238762+0.25735526439668865j),(-0.12715218719555701-0.16658900897637688j),0j,0j,(-0.1300180118730248-0.16374659747372886j),(-0.12044243075730349+0.03902524303744147j),0j,(-0.041199991802963444-0.12847402393384375j),0j,0j,0j,0j,0j,0j,(0.16785222155093385-0.018022551429107588j),0j,(-0.12689607336305422-0.16413615256699596j),(-0.12024532337256098+0.03647687801246278j),0j,0j,(-0.11839584911702271+0.03615526377835296j),(0.6859086372645201+0.071238474197537j),0j,(-0.15293953512369207-0.028254794298273416j),0j,0j,0j,0j,(-0.044455764264770416-0.12931784098174298j),(-0.1553607390504534-0.027949828590508912j),0j,(-0.10487788096746205-0.07330239946270456j),0j,0j,0j,(0.16746857281477226-0.02245791382757229j),0j,0j,0j,0j,0j,0j,0j
23.4,0j,0j,0j,0j,0j,0j,0j,(0.010727001821215611-0.10093810459082392j),0j,0j,0j,(-0.1072866423065255+0.36371977637464j),0j,(-0.0069775965303177255-0.035257932315108514j),(0.10452234569818987+0.06758247092051763j),0j,0j,0j,0j,(-0.006705010630812848-0.03463834599731554j),0j,(-0.09836181708139319-0.35761655483933824j),(-0.019908097634765205-0.05788774854749822j),0j,0j,(-0.018585403739692776-0.06009997308531909j),(-0.0325043017068267+0.29360261286839234j),0j,(0.013728711269987986-0.09833645333291717j),0j,0j,0j,0j,0j,0j,(0.10842691427680483+0.07197440009932526j),0j,(-0.015293318925844422-0.05912289194378056j),(-0.030712929303484075+0.2919352062908256j),0j,0j,(-0.03034207105400078+0.2963533241597976j),(-0.031213606595243148-0.2781519638602904j),0j,(-0.1034593061503665+0.3617569387985162j),0j,0j,0j,0j,(0.012440486746913754-0.09810805677212447j),(-0.10716039329039061+0.36258534598932307j),0j,(-0.008889242434895101-0.03409745099621808j),0j,0j,0j,(0.10552689379084955+0.06980583937870999j),0j,0j,0j,0j,0j,0j,0j
25.2,0j,0j,0j,0j,0j,0j,0j,(0.12838453090000512+0.08753918111133661j),0j,0j,0j,(-0.016319839111353724+0.10674749407861198j),0j,(0.1887904929037447-0.010608363218023456j),(0.04029433915634627+0.0002716674123404805j),0j,0j,0j,0j,(0.1885264670165352-0.011227592391965512j),0j,(-0.13513375751851175+0.21591262989491605j),(0.18413655847068988-0.12032338912496005j),0j,0j,(0.1853785161198113-0.11604972793978273j),(0.04207791366911051+0.07400775818075644j),0j,(0.13128433626590214+0.08906666201594084j),0j,0j,0j,0j,0j,0j,(0.046721140998403896+0.0006359359453492017j),0j,(0.1874129773888428-0.11595777288309059j),(0.04232814878005204+0.07687332261369749j),0j,0j,(0.04422469647087949+0.07504767480355999j),(-0.6219968094557811-0.3963240153762844j),0j,(-0.01594090892302812+0.11037112894182319j),0j,0j,0j,0j,(0.12985676179881286+0.08995647128944138j),(-0.014716705814633944+0.10816279879114556j),0j,(0.19088429583240774-0.012869054453102952j),0j,0j,0j,(0.041592555804472374+0.0005425228230243464j),0j,0j,0j,0j,0j,0j,0j
27.0,0j,0j,0j,0j,0j,0j,0j,(-0.13957268057391947-0.06571748598946783j),0j,0j,0j,(0.07636839960648684+0.05138196091882946j),0j,(0.19225885836898352-0.009682974298702903j),(0.023222178433473812+0.09407357175157695j),0j,0j,0j,0j,(0.194910059872644-0.004371068066426527j),0j,(-0.6434633832028469-0.24575550680330346j),(0.21202081564521258-0.08464205651065768j),0j,0j,(0.21450785936583303-0.08520060493923926j),(0.14159198154929373+0.14263426756912187j),0j,(-0.13939122511132107-0.0628653626499682j),0j,0j,0j,0j,0j,0j,(0.02456004896636618+0.09940661433311261j),0j,(0.21232021789589636-0.0836967788795919j),(0.14198045564747755+0.14019629300810005j),0j,0j,(0.1382242858842936+0.14093092716244995j),(0.10852397328766844-0.004569796913432404j),0j,(0.07583534968814643+0.053461467936297226j),0j,0j,0j,0j,(-0.13842308709919285-0.06245653916252013j),(0.07769155567984154+0.05291215558417913j),0j,(0.1904122388323178-0.007237939058869889j),0j,0j,0j,(0.024458982810220933+0.09541659976622115j),0j,0j,0j,0j,0j,0j,0j
28.8,0j,0j,0j,0j,0j,0j,0j,(0.10360621129772539+0.05199852858403754j),0j,0j,0j,(0.11972189166227354-0.06488327887432466j),0j,(-0.03179350017976933+0.3186872306442225j),(0.1024578393428895-0.07776537212573814j),0j,0j,0j,0j,(-0.033713100316725274+0.3184799954742512j),0j,(-0.18189000536213412-0.2717699394821495j),(-0.02210519824980036+0.2908024212988324j),0j,0j,(-0.02137868803369288+0.2904135306834542j),(0.0782061101187338-0.07248780106949576j),0j,(0.09946753342646257+0.04994405089748717j),0j,0j,0j,0j,0j,0j,(0.0964104600105616-0.07761694176812303j),0j,(-0.021332711950879574+0.293108985322699j),(0.08047894401414725-0.07418472741183621j),0j,0j,(0.07860533620416361-0.06963330875378135j),(-0.15562403811550374-0.3547845888783175j),0j,(0.12282556140000897-0.06558227549866219j),0j,0j,0j,0j,(0.10147237472688152+0.051319488940067076j),(0.11871376837302107-0.06751103981914833j),0j,(-0.0326050467307354+0.32097695961329886j),0j,0j,0j,(0.1000846771581946-0.07694920006388382j),0j,0j,0j,0j,0j,0j,0j
30.6,0j,0j,0j,0j,0j,0j,0j,(-0.0010132470885424597-0.06105830403691246j),0j,0j,0j,(0.17577427610990204-0.14703588020324673j),0j,(-6.711677542152747e-05-0.014422469031321054j),(0.14467769916463366+0.05107661008589286j),0j,0j,0j,0j,(-0.003574798062487091-0.016373452201772484j),0j,(-0.643079590714428-0.17211534467791126j),(0.013322385223841446-0.018379889412772056j),0j,0j,(0.012564972277288606-0.01369778289966459j),(0.06495283090118069-0.20058466780642942j),0j,(-0.004170361893717704-0.060267935755933345j),0j,0j,0j,0j,0j,0j,(0.14311288739141356+0.05539542419882279j),0j,(0.011670107686320472-0.014226714418554809j),(0.068072580624251-0.1974149445001493j),0j,0j,(0.06636810470602444-0.19755077860583267j),(-0.10140374747587494+0.41887363741809863j),0j,(0.1737937687345172-0.14367860473095642j),0j,0j,0j,0j,(-0.0023780045634491723-0.05914444605993299j),(0.17652034063330818-0.14456762338115595j),0j,(-0.001619111992129934-0.01618443132716336j),0j,0j,0j,(0.14631672036973908+0.05328178607229668j),0j,0j,0j,0j,0j,0j,0j
32.4,0j,0j,0j,0j,0j,0j,0j,(-0.009046817222458632-0.0480179289396864j),0j,0j,0j,(-0.15681806617830293+0.17386221593970902j),0j,(-0.05386394235579935+0.009702377506085658j),(0.1717915321917934+0.009097222887686753j),0j,0j,0j,0j,(-0.05397304442019241+0.004921200596947592j),0j,(-0.11770025581849472-0.1519714429930195j),(-0.10061450167739786+0.01300861334358656j),0j,0j,(-0.10180708938372857+0.014197059213220014j),(-0.07086324184864232+0.2681241418435075j),0j,(-0.006035663464868076-0.04534597508958196j),0j,0j,0j,0j,0j,0j,(0.17636809970792214+0.009457925101670952j),0j,(-0.09692924186225704+0.012632205848133874j),(-0.07187686826066111+0.27013104119194453j),0j,0j,(-0.06966176768338316+0.2694688389836697j),(0.6405440068425824-0.13038526391539074j),0j,(-0.15639106955433146+0.17615037136585798j),0j,0j,0j,0j,(-0.006627332395524077-0.04953356549340215j),(-0.15833025435619247+0.17494148620242914j),0j,(-0.05228748278282333+0.00528282892226303j),0j,0j,0j,(0.1741632516567409+0.0070554036288080525j),0j,0j,0j,0j,0j,0j,0j
34.2,0j,0j,0j,0j,0j,0j,0j,(-0.0705722515092963+0.16139978540665975j),0j,0j,0j,(-0.09491780381646533-0.20201450941076704j),0j,(-0.05377448861942219+0.1935299667969252j),(-0.0463964953329557+0.03760412264804825j),0j,0j,0j,0j,(-0.053578063184930365+0.19557064928517312j),0j,(0.364751800734271+0.10346998375483808j),(-0.06847460249600741+0.2069090513621631j),0j,0j,(-0.06639797800509652+0.20840071977724725j),(-0.1399709491193086-0.18195298732094622j),0j,(-0.07435878282931002+0.16389275042822843j),0j,0j,0j,0j,0j,0j,(-0.04583307705757189+0.04189626134593122j),0j,(-0.0698738610803993+0.2052352816890757j),(-0.14007246890733052-0.18102858128814267j),0j,0j,(-0.1398478811992173-0.1823934413749419j),(0.4261191667659699+0.00979387840130235j),0j,(-0.09678084841273989-0.20130219975723285j),0j,0j,0j,0j,(-0.07067113814142235+0.1622999733555469j),(-0.09220049659120663-0.19700349799979155j),0j,(-0.05382833299213792+0.19326682446872637j),0j,0j,0j,(-0.04359332151313415+0.03880046937668787j),0j,0j,0j,0j,0j,0j,0j
