,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,(1+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
1.0,0j,0j,0j,(-0.07285238351676418+0.017900067474995583j),0j,(0.2068144106421948-0.270315572077418j),(-0.18197284447833076-0.06747736919879524j),0j,0j,(0.4706008483030676+0.35957321780104j),(0.20683075818445576-0.2703082077608519j),0j,(-0.07285256151857143+0.017893795707311966j),0j,0j,0j,0j,(-0.010692778291023577-0.3758235129503693j),(-0.20678233324721595-0.014099824814641587j),0j,(-0.20677594622539036-0.014091634916059942j),0j,0j,0j,(-0.010694775097899456-0.375827401205164j),0j,0j,0j,0j,0j,0j,0j
2.0,0j,0j,0j,(-0.10550444442327289-0.11730704828524686j),0j,(-0.17838828028760667+0.32443768130082806j),(0.22365100775167074-0.2877782012229349j),0j,0j,(-0.13984163759114038-0.09317574638449747j),(-0.178388635376125+0.3244277273800708j),0j,(-0.1054692639459438-0.1173048112161536j),0j,0j,0j,0j,(0.259032702434229-0.087573881575944j),(0.051593456025376225-0.4243375911150826j),0j,(0.05159541053151154-0.4243380815249343j),0j,0j,0j,(0.2590490498003572-0.0875754864695743j),0j,0j,0j,0j,0j,0j,0j
3.0,0j,0j,0j,(0.0988501969486614+0.16591248821619428j),0j,(-0.02518197070803807+0.5645524897230436j),(0.08049139784579701-0.2937963202908157j),0j,0j,(0.18458630791338138+0.06423983517661633j),(-0.025186432282680537+0.5645515110571017j),0j,(0.09882897103698857+0.1658937862812607j),0j,0j,0j,0j,(-0.16079410844280512-0.027969837378292027j),(-0.19707055199949386-0.11125642496224855j),0j,(-0.19707991716525253-0.11126805869118259j),0j,0j,0j,(-0.16080231538612125-0.02798294635639012j),0j,0j,0j,0j,0j,0j,0j
4.0,0j,0j,0j,(-0.3009241773622935+0.19895135103917516j),0j,(0.010718727829402558-0.22110530517191454j),(-0.019070296168625267+0.3849633217030741j),0j,0j,(-0.6407128525222736-0.029378211839015914j),(0.01071363168950698-0.22111951418016426j),0j,(-0.3009124000287431+0.1989277312490015j),0j,0j,0j,0j,(0.15939645141236047-0.02466679710257034j),(0.027540886551489868+0.11883656961981341j),0j,(0.02755694711644737+0.1188228472417068j),0j,0j,0j,(0.15940913202244547-0.02468007442897631j),0j,0j,0j,0j,0j,0j,0j
5.0,0j,0j,0j,(-0.10590434670373669-0.2341280052146113j),0j,(-0.23790044049464484+0.03157842055871314j),(-0.2692442953638949+0.037778842219095596j),0j,0j,(0.7187871855558002+0.020506478035317313j),(-0.23788357602264024+0.031582589342990054j),0j,(-0.10587037551933311-0.23412020327347366j),0j,0j,0j,0j,(-0.20007995052743818+0.028361998978662886j),(-0.1780294456292328+0.09140486518917026j),0j,(-0.17804498735718677+0.09142029046211145j),0j,0j,0j,(-0.20006151915378498+0.028361635756821567j),0j,0j,0j,0j,0j,0j,0j
6.0,0j,0j,0j,(-0.04229460884777726+0.03911326532041273j),0j,(0.02594154890748379-0.12505302969895604j),(0.05200191320296481+0.34195883464383614j),0j,0j,(0.7172421589415064+0.05765842453011322j),(0.025956802534287837-0.12507848036744817j),0j,(-0.04228426539360938+0.03909859642638766j),0j,0j,0j,0j,(-0.0675113399256285-0.0985456447394025j),(0.0002650749441990355+0.38392497536850817j),0j,(0.00024176491689120727+0.383924803755516j),0j,0j,0j,(-0.06749871271289845-0.0985511511930216j),0j,0j,0j,0j,0j,0j,0j
7.0,0j,0j,0j,(-0.03182483600313519-0.04858194543852423j),0j,(-0.003585524917317942-0.511947849965016j),(0.0032824204544836325+0.021996022147683536j),0j,0j,(0.10501983344401303-0.1944947665291278j),(-0.003589006436442833-0.5119960768545407j),0j,(-0.03184774433459727-0.048559336912344264j),0j,0j,0j,0j,(-0.25605152846723417-0.1560532653171185j),(0.15485597152844763+0.3096895886956249j),0j,(0.1548611256189788+0.3097217292558422j),0j,0j,0j,(-0.2560748699412251-0.15607533370138493j),0j,0j,0j,0j,0j,0j,0j
8.0,0j,0j,0j,(0.1131676160749839-0.06758863198211038j),0j,(0.036275182720213836+0.33627664575055793j),(0.262006411432857-0.308727774714379j),0j,0j,(0.3287601734979156-0.19966837316105446j),(0.03630858897248541+0.33631666687310735j),0j,(0.11313026088105185-0.06761322724189013j),0j,0j,0j,0j,(0.03940854640358007-0.17632941942567756j),(-0.2973660991573723-0.30191060760151417j),0j,(-0.297423937273443-0.30196926080782965j),0j,0j,0j,(0.039409783466930526-0.17634510106603984j),0j,0j,0j,0j,0j,0j,0j
9.0,0j,0j,0j,(0.05490043593265908-0.13395759561191298j),0j,(0.1388513458148319+0.3267204264039333j),(-0.3025823004416418-0.1785174633555584j),0j,0j,(0.15047326919942078-0.4156309888157429j),(0.13889080777780805+0.32668095950037235j),0j,(0.05491226249252833-0.1339134452967119j),0j,0j,0j,0j,(-0.06528282907609609+0.2718880391515384j),(-0.07202063627143504+0.33199927516805855j),0j,(-0.07205204472284246+0.3320493014614589j),0j,0j,0j,(-0.06526398444588319+0.2719139084456027j),0j,0j,0j,0j,0j,0j,0j
10.0,0j,0j,0j,(0.33713684518537357-0.07945148130993235j),0j,(-0.14378685959044138-0.00886452041032132j),(-0.07723516010271951-0.10157969877792106j),0j,0j,(0.6790995229572659+0.31979523573955265j),(-0.1437189571860629-0.008863923616712219j),0j,(0.33714752109487733-0.07941907021965214j),0j,0j,0j,0j,(-0.024581582331788896+0.05132416680812672j),(-0.08218701234858099+0.243759726913416j),0j,(-0.08221339427838689+0.24376679126150905j),0j,0j,0j,(-0.02455568315909682+0.05136492422775567j),0j,0j,0j,0j,0j,0j,0j
11.0,0j,0j,0j,(0.31612147346727265-0.08213717326772411j),0j,(0.23719906797673496-0.1827282379354656j),(-0.26927085661468997-0.1329279182250495j),0j,0j,(0.058886471043838415+0.4697963167990878j),(0.23726338700442393-0.18266568537849892j),0j,(0.3161421973259146-0.082127757485888j),0j,0j,0j,0j,(0.24552593869251593-0.11245724428350254j),(-0.26639073797605306-0.05075418320804409j),0j,(-0.2663950314931858-0.05075139822379389j),0j,0j,0j,(0.24559057056887026-0.11241427549906856j),0j,0j,0j,0j,0j,0j,0j
12.0,0j,0j,0j,(0.15365867888789547-0.08274638361171491j),0j,(0.03105541799690867+0.22092878745653155j),(-0.26875654260087717-0.2528441704593465j),0j,0j,(-0.11237234230993867-0.08048496476909237j),(0.031065224880414945+0.22099211356702234j),0j,(0.15370907502423575-0.08277351049074616j),0j,0j,0j,0j,(0.174260256040277+0.028358317504835542j),(-0.2653251050767514-0.49042236792696003j),0j,(-0.2653271149428118-0.49045731400443104j),0j,0j,0j,(0.1743177474219076+0.028391587617580594j),0j,0j,0j,0j,0j,0j,0j
13.0,0j,0j,0j,(-0.053708227383936255-0.07595485498825165j),0j,(0.3734568242175858-0.2789660775204613j),(0.05560634604877672-0.14141325073524963j),0j,0j,(-0.2509908226133369-0.11023341038596202j),(0.37345114291884396-0.27899514619835775j),0j,(-0.05372922697008631-0.07589378741963072j),0j,0j,0j,0j,(0.07197208996535495-0.08641498961523802j),(0.18452537307992975+0.42214634564324693j),0j,(0.18452028899268547+0.4222198957038678j),0j,0j,0j,(0.07194721317751841-0.0864143351615615j),0j,0j,0j,0j,0j,0j,0j
14.0,0j,0j,0j,(0.26125074726526243+0.09334369794193713j),0j,(-0.13553008768728758+0.06546996571307873j),(0.4628692547697138+0.11381724202117183j),0j,0j,(0.6404082910026859+0.20621669614997057j),(-0.13549816491392186+0.06549731018992228j),0j,(0.2611773216087191+0.09334812872186149j),0j,0j,0j,0j,(-0.02037167691056723+0.020002205317285027j),(-0.19539788279422682-0.146513274361261j),0j,(-0.1954332087566137-0.14656120960334695j),0j,0j,0j,(-0.02040500839988418+0.020012232994903074j),0j,0j,0j,0j,0j,0j,0j
15.0,0j,0j,0j,(0.07251985651841007-0.1807803760972321j),0j,(-0.4079499223477672-0.008842252784260957j),(-0.1492412271994323-0.23092685027231463j),0j,0j,(0.39906100831416813-0.26829434696409066j),(-0.4078904809275588-0.008868972496017605j),0j,(0.07256049654287834-0.1807374469554798j),0j,0j,0j,0j,(-0.12989848563926953+0.024983464765161188j),(-0.15058414876492868+0.3193812595254718j),0j,(-0.15056366710719496+0.31938531971920664j),0j,0j,0j,(-0.12985613732544526+0.025003346359924176j),0j,0j,0j,0j,0j,0j,0j
16.0,0j,0j,0j,(-0.19497623931933167-0.06473936908761489j),0j,(0.0707499248669153+0.22301060170804937j),(0.34963171188143227-0.0896192347103847j),0j,0j,(-0.13908158215715777-0.3502014581297218j),(0.0706333098884469+0.22298034625423635j),0j,(-0.19502438176591383-0.06471094277832734j),0j,0j,0j,0j,(-0.07951246020845804+0.00020270989949955354j),(0.35243093981342305-0.36931698263207885j),0j,(0.35240942242510404-0.36934226370723966j),0j,0j,0j,(-0.07957874689935875+0.0001919977563066555j),0j,0j,0j,0j,0j,0j,0j
17.0,0j,0j,0j,(0.2624177131747374+0.1808221171143602j),0j,(0.2362097317219861+0.22963702173718004j),(-0.3410444520032341-0.08019608181186501j),0j,0j,(0.004317801985042696-0.04232945057612325j),(0.23624018588789444+0.22970670047243036j),0j,(0.2625021452876932+0.1807558427173412j),0j,0j,0j,0j,(0.25188422886912015+0.19401484699747001j),(-0.33942732979271595-0.10611366990375969j),0j,(-0.3394771432893558-0.10614315391325914j),0j,0j,0j,(0.25196266273560736+0.19403498226829707j),0j,0j,0j,0j,0j,0j,0j
18.0,0j,0j,0j,(0.018329082680129907+0.33174790138943894j),0j,(-0.20588996862296477-0.03593686700969986j),(0.0011757277394974126-0.10556822216312611j),0j,0j,(0.31663003024486813+0.45336194733868884j),(-0.20591734417385754-0.03592219920118428j),0j,(0.018406586584691728+0.33173847436410797j),0j,0j,0j,0j,(-0.041759887549278854+0.08894202277964544j),(0.3855671438703405-0.17053731965210014j),0j,(0.3856737644706131-0.17059074189638845j),0j,0j,0j,(-0.04175005733009459+0.08898261885394353j),0j,0j,0j,0j,0j,0j,0j
19.0,0j,0j,0j,(-0.06583404524219-0.14490351698527063j),0j,(-0.011313316508954913+0.2950425908694557j),(0.2373587407003233-0.08709963635270104j),0j,0j,(-0.09777929146295485-0.4852730564621185j),(-0.011275441084914295+0.2949962078752254j),0j,(-0.06581163265249906-0.14479688827974513j),0j,0j,0j,0j,(0.04231142832742074+0.2447311405549672j),(-0.19571935452798486+0.3647005969956929j),0j,(-0.19579562694333974+0.36475328717012856j),0j,0j,0j,(0.04231494405131231+0.24474405033835991j),0j,0j,0j,0j,0j,0j,0j
20.0,0j,0j,0j,(0.1441877738112165+0.13709545987082167j),0j,(-0.03329502168672423-0.25138889351122645j),(0.2049041586334016+0.29660471501867197j),0j,0j,(0.4221539479908854+0.3983217625873709j),(-0.03321530490311672-0.25131074669745734j),0j,(0.14412496493288443+0.13719420538176852j),0j,0j,0j,0j,(-0.10429922388105506+0.1659326245064239j),(-0.33791555149624286+0.1004813551791176j),0j,(-0.3379477350930543+0.1004779857331676j),0j,0j,0j,(-0.10430323844454886+0.16595746470418626j),0j,0j,0j,0j,0j,0j,0j
21.0,0j,0j,0j,(0.13614855004181706+0.12249658522449258j),0j,(0.41410561679408603-0.30832728353122485j),(0.030724621737388658-0.06664369498659856j),0j,0j,(0.136803931413929+0.2034364512254252j),(0.41419476509488234-0.3082365210174374j),0j,(0.13620961660312797+0.12256246307520319j),0j,0j,0j,0j,(0.19831798414996205+0.12050498734100167j),(-0.3339220350004499-0.04205744878696521j),0j,(-0.3339507138887494-0.04203110977916423j),0j,0j,0j,(0.19833942867521506+0.12053119279546688j),0j,0j,0j,0j,0j,0j,0j
22.0,0j,0j,0j,(-0.07277599921902593+0.016520283640545856j),0j,(0.05750256253194748+0.22752025693202424j),(0.3232858729225999-0.32359449203653023j),0j,0j,(0.36371990653973824+0.038313304574534135j),(0.057448816716621595+0.2276081973809935j),0j,(-0.07272562569740304+0.016622770799828046j),0j,0j,0j,0j,(-0.08949689442985048+0.14606005136623676j),(0.22555472174916613-0.4331347525625664j),0j,(0.22557533627981824-0.43316516887584944j),0j,0j,0j,(-0.08951219685712491+0.14610849385501645j),0j,0j,0j,0j,0j,0j,0j
23.0,0j,0j,0j,(0.23718260501294028-0.030810338496961756j),0j,(0.1990580086185983+0.19407428123091675j),(-0.11625496641968491+0.3242942729782204j),0j,0j,(-0.27300875847682343-0.4718641550629085j),(0.19908792628654043+0.194023318722839j),0j,(0.2370593755969308-0.03084020809983453j),0j,0j,0j,0j,(0.1577686222361176+0.12202434376826327j),(-0.2266085079319382+0.25776749534247445j),0j,(-0.22669776805244307+0.2578000858217627j),0j,0j,0j,(0.15777103424481892+0.12200207973698693j),0j,0j,0j,0j,0j,0j,0j
24.0,0j,0j,0j,(0.2514831379243554+0.2996482439225242j),0j,(-0.08545800380200691-0.03980936395842717j),(-0.16754558076584197+0.2579838575687249j),0j,0j,(0.6787484183090188+0.2364493982153416j),(-0.08541679039996501-0.03978374990452357j),0j,(0.2513749730453057+0.29956113406096285j),0j,0j,0j,0j,(-0.156097958954172+0.016471012003014072j),(-0.024958678713090814-0.08508669661177441j),0j,(-0.024984526004256137-0.08519476434851067j),0j,0j,0j,(-0.15615568420441098+0.016487389868835342j),0j,0j,0j,0j,0j,0j,0j
25.0,0j,0j,0j,(-0.18304112552986232-0.16904840219680112j),0j,(-0.441076778019087+0.14548527067288614j),(0.2467138359098195-0.11015656003851029j),0j,0j,(-0.09615369867815354-0.43226689815915914j),(-0.4410684332271345+0.14538291312417853j),0j,(-0.18288340540771686-0.16901765071183206j),0j,0j,0j,0j,(0.053367788337874936+0.19698676902466442j),(0.0091481832435652+0.21441397087909136j),0j,(0.009120697939052486+0.21442706911896864j),0j,0j,0j,(0.05343089366249552+0.19693827031805963j),0j,0j,0j,0j,0j,0j,0j
26.0,0j,0j,0j,(-0.028433217812403672-0.07099883575033619j),0j,(0.4267630259305927+0.07196477658586291j),(-0.26758021110131364-0.1244095001801469j),0j,0j,(-0.1449511300148403+0.06019140390747757j),(0.4267309728969226+0.07213436012795536j),0j,(-0.028463461152171923-0.07091108669261703j),0j,0j,0j,0j,(-0.21341565081900463-0.010961546248938941j),(-0.24612038204781056-0.3804768126848515j),0j,(-0.24614402898870108-0.3804314977089081j),0j,0j,0j,(-0.21343522981091834-0.010922090137679127j),0j,0j,0j,0j,0j,0j,0j
27.0,0j,0j,0j,(0.05346463363309724+0.12561705267837867j),0j,(0.3146780928320249-0.2529892207380011j),(-0.1252892767213952+0.15030652028444724j),0j,0j,(-0.050769554420729834-0.2680462600274692j),(0.314799554283186-0.2530057387211822j),0j,(0.05348799817645529+0.12546636771103836j),0j,0j,0j,0j,(0.37640481341058896+0.10300118750168395j),(-0.19251089844751065+0.26940438737379363j),0j,(-0.19253180578288887+0.2694574671783313j),0j,0j,0j,(0.3764363243321437+0.1029450201942375j),0j,0j,0j,0j,0j,0j,0j
28.0,0j,0j,0j,(0.03426487359110443-0.07380130504119961j),0j,(0.024949836301239058-0.14595249064871085j),(-0.09862521621826037+0.1655388600277587j),0j,0j,(-0.826932222526963-0.3002416062180795j),(0.02493372037783137-0.14599725423347837j),0j,(0.03414026987422929-0.0737513848566413j),0j,0j,0j,0j,(0.05030715182607481-0.15083694688030733j),(-0.0783586489338141+0.18563695266923674j),0j,(-0.07838600517702218+0.18576885906580146j),0j,0j,0j,(0.05028385186757744-0.15084537645849677j),0j,0j,0j,0j,0j,0j,0j
29.0,0j,0j,0j,(0.07286593457496045+0.09756854624262376j),0j,(-0.2428445464076061-0.08966830452327373j),(-0.1984542265730355+0.09551090216772609j),0j,0j,(0.5618411600165274-0.500571446655916j),(-0.2428034201030109-0.08969181340478391j),0j,(0.07270183415165617+0.09754865352831159j),0j,0j,0j,0j,(-0.2830519941252257-0.024393377288306095j),(-0.17310702156554114-0.009720754405864776j),0j,(-0.17323682025621812-0.009779105172488102j),0j,0j,0j,(-0.2830896779317442-0.02436324231482794j),0j,0j,0j,0j,0j,0j,0j
30.0,0j,0j,0j,(-0.252922825820567+0.04780130526358488j),0j,(0.20637478243839458+0.164454288311621j),(-0.20031764979193256-0.37624534632311996j),0j,0j,(-0.3323745038330935+0.26286707210085697j),(0.20628583621274077+0.1644778869168024j),0j,(-0.25297015410764906+0.04761676050107913j),0j,0j,0j,0j,(0.13006159737063577-0.2961266253360759j),(-0.13119321916095278-0.24832019398854116j),0j,(-0.1311543928564869-0.2483764912296037j),0j,0j,0j,(0.12997012358880067-0.2961679312471636j),0j,0j,0j,0j,0j,0j,0j
31.0,0j,0j,0j,(-0.05936877039183627-0.19990832860401875j),0j,(-0.33710098412536205-0.4894298069248775j),(0.19758669069783413+0.20061577873732825j),0j,0j,(0.06475884056569511-0.14222086295221747j),(-0.3370044725906391-0.4895420766309689j),0j,(-0.05923952556843062-0.19995630379923787j),0j,0j,0j,0j,(0.11914092161052606+0.04591391584191201j),(0.1485565540107866+0.11435532515729915j),0j,(0.14858191135795326+0.11435805113850905j),0j,0j,0j,(0.11919351209558691+0.045827336988165254j),0j,0j,0j,0j,0j,0j,0j
32.0,0j,0j,0j,(-0.09644582800205341+0.24735811708135164j),0j,(-0.36227962866984104-0.18780222282725303j),(0.2035403748650862+0.3024667140113838j),0j,0j,(-0.3138803890677272+0.25757915418076077j),(-0.3623237825485556-0.18793939002267304j),0j,(-0.09657264050300232+0.24727927915631567j),0j,0j,0j,0j,(0.12438533121381927-0.13479733552383052j),(0.1555421885134456+0.23714916877028902j),0j,(0.1555325927251929+0.23716064179378857j),0j,0j,0j,(0.12429235678068515-0.13483659927660324j),0j,0j,0j,0j,0j,0j,0j
33.0,0j,0j,0j,(-0.22908925625290216-0.05017213594735132j),0j,(0.005149772865051307+0.21106986555870216j),(-0.2723950480442031+0.03359758922091853j),0j,0j,(0.4687322706472918-0.48126699695837305j),(0.005236631316055673+0.21114229006335594j),0j,(-0.22904380545396738-0.05038837891156897j),0j,0j,0j,0j,(-0.07532839713259731+0.27193312984476026j),(-0.23768728167287226+0.030874029403896393j),0j,(-0.23785770038059378+0.030819781683866107j),0j,0j,0j,(-0.07528930679443899+0.27183547625024274j),0j,0j,0j,0j,0j,0j,0j
