,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,(1+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0.5,0j,0j,0j,0j,0j,(0.2190287559967617+0.0020398939028337983j),(0.0005371328833704498-0.057673365799144796j),0j,0j,(-0.008224279604817919+0.8830624613909326j),(0.23252282161546595+0.002165569009076322j),0j,0j,0j,0j,0j,0j,(0.20841205445472966-0.10841425766102389j),(-0.028547005672713614-0.05487783829487951j),0j,(-0.013960284270493036-0.05509636771515924j),0j,0j,0j,(0.22213308872086074-0.056283947436568345j),0j,0j,0j,0j,0j,0j,0j
1.0,0j,0j,0j,0j,0j,(0.009328338503062722-0.3104059817426189j),(-0.18710544705286253-0.005622903708483271j),0j,0j,(0.6170719135588183+0.018544280809582425j),(0.011178057625280305-0.37195647971089224j),0j,0j,0j,0j,0j,0j,(-0.2881386713157293-0.22739104333639543j),(-0.13706598880736542+0.17368323447597134j),0j,(-0.1592088570388407+0.0895604533727436j),0j,0j,0j,(-0.17804180200283265-0.31649942284272964j),0j,0j,0j,0j,0j,0j,0j
1.5,0j,0j,0j,0j,0j,(-0.10414859765976486+0.25911714920580975j),(0.30377131463736884+0.12209672931997444j),0j,0j,(-0.31859551316930595-0.12805511336851494j),(-0.1501231016674018+0.373499701465677j),0j,0j,0j,0j,0j,0j,(0.27746338976311413+0.20431145243615692j),(0.2395208448851293-0.3252791987346859j),0j,(0.28114666049849196-0.14722250001738324j),0j,0j,0j,(0.181016301263223+0.34568173064534996j),0j,0j,0j,0j,0j,0j,0j
2.0,0j,0j,0j,0j,0j,(-0.17256928708094332-0.03296949387962157j),(-0.0825258197472169+0.4319575523830006j),0j,0j,(0.02755398916850281-0.14422339282507457j),(-0.36100504797166066-0.06897028967866975j),0j,0j,0j,0j,0j,0j,(-0.03786552160654988+0.2126948730629545j),(0.5323957601423767+0.09478104887342453j),0j,(0.34207703996961325+0.21870874878269136j),0j,0j,0j,(-0.18278407660785848+0.2858881330884535j),0j,0j,0j,0j,0j,0j,0j
2.5,0j,0j,0j,0j,0j,(-0.002094008348305811+0.004482808255491752j),(0.036471054489604686+0.017036350479454218j),0j,0j,(0.04684193652233815+0.02188079447931411j),(0.1780169041924291-0.38109477852681306j),0j,0j,0j,0j,0j,0j,(-0.07132373098053414+0.08376287852765683j),(0.6814747213972002+0.5802727956981543j),0j,(-0.0037593492242249367+0.006005593589147401j),0j,0j,0j,(0.06275388498653152+0.0392823399284852j),0j,0j,0j,0j,0j,0j,0j
3.0,0j,0j,0j,0j,0j,(0.003760549873938656-0.011869964475410773j),(0.08489957442106555+0.026897223201296595j),0j,0j,(0.08156377401646625+0.025840400847953676j),(-0.18482271277270165+0.5833825127715314j),0j,0j,0j,0j,0j,0j,(-0.0351579398490347+0.10116835763959j),(-0.7236037248697924-0.25146613849500876j),0j,(-0.0026131095236484802+0.01541722408519174j),0j,0j,0j,(-0.1059385631566756-0.017955830879583683j),0j,0j,0j,0j,0j,0j,0j
3.5,0j,0j,0j,0j,0j,(-0.0500569551113168+0.08559705043426408j),(-0.2049261917677045-0.11984035817130058j),0j,0j,(-0.2512055648115052-0.14690442740359855j),(0.3517009605927257-0.601406234052551j),0j,0j,0j,0j,0j,0j,(0.08699511049690777-0.20656288812446072j),(0.4945280919041992+0.20827325948845643j),0j,(0.006864838544672673-0.05111708682989858j),0j,0j,0j,(0.15001564427135072+0.020146554527350757j),0j,0j,0j,0j,0j,0j,0j
4.0,0j,0j,0j,0j,0j,(-0.27490664316376623+0.03506198727135411j),(-0.04540577438687625-0.3560080300167589j),0j,0j,(-0.062101948289646575-0.48691587291130783j),(0.6305630111520452-0.08042291017910821j),0j,0j,0j,0j,0j,0j,(0.1911836242484309-0.09585914840865861j),(0.12413896656444535+0.24758552451423294j),0j,(0.0570985012713755-0.05698577500536756j),0j,0j,0j,(0.10093345894059183+0.10113312020589127j),0j,0j,0j,0j,0j,0j,0j
4.5,0j,0j,0j,0j,0j,(-0.4916228676421732+0.17548609995648268j),(-0.1320816050264856-0.3700255316062314j),0j,0j,(-0.1987902558135703-0.5569092688630258j),(0.41916408253300974-0.14962174245135745j),0j,0j,0j,0j,0j,0j,(0.06152160415111564-0.09364556113618168j),(0.07048339453404008+0.046304933679069314j),0j,(0.014916628089302763-0.04782355729908431j),0j,0j,0j,(0.05417441718607591+0.01689752245040331j),0j,0j,0j,0j,0j,0j,0j
5.0,0j,0j,0j,0j,0j,(-0.7541243143847778-0.06609952950798093j),(0.025894829967834015-0.2954320710141422j),0j,0j,(0.046654651264185526-0.5322792334432092j),(0.20852312184395674+0.018277199106974097j),0j,0j,0j,0j,0j,0j,(0.01115796114314585-0.016106181795281758j),(0.006309679389918914+0.0043711885506624425j),0j,(-0.03488370936026428+0.07026590661864233j),0j,0j,0j,(-0.04959538129025217-0.024621768220117704j),0j,0j,0j,0j,0j,0j,0j
