,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,(1+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
1.0,0j,0j,0j,(-0.040139779732417974+0.06335721466401568j),0j,(-0.038196185894255316-0.338229268230314j),(-0.17796702236540018+0.07750858871353858j),0j,0j,(0.5884102853010349-0.06695698901848882j),(-0.03823516059680033-0.338214984352927j),0j,(-0.040117271261504654+0.06340128439333441j),0j,0j,0j,0j,(-0.2681585376115666-0.2635570012935627j),(-0.15880831623374578+0.13317039750106524j),0j,(-0.15882110410867759+0.1331872358201522j),0j,0j,0j,(-0.26819098287757454-0.2634983726178438j),0j,0j,0j,0j,0j,0j,0j
2.0,0j,0j,0j,(0.15655983776224514-0.018943824711799673j),0j,(-0.1631662349218281-0.33237048309669337j),(0.10718689591127316+0.34833713192508503j),0j,0j,(0.15654199723360138-0.060954788745036646j),(-0.1631668296169368-0.33237588363389914j),0j,(0.15661830108854244-0.019005475317345852j),0j,0j,0j,0j,(-0.07707484309865546+0.2623504115176012j),(0.31781949927917713+0.2859335061750754j),0j,(0.3177912934381477+0.28588018011226884j),0j,0j,0j,(-0.07699606861048483+0.2623315162709415j),0j,0j,0j,0j,0j,0j,0j
3.0,0j,0j,0j,(-0.19248495752076566-0.015020690669373879j),0j,(-0.4464658088490494-0.3463981542313763j),(0.1934450587840289+0.23531612143460356j),0j,0j,(-0.1590287267016889+0.11371427891859165j),(-0.44648936152797963-0.34642011608372925j),0j,(-0.1925510934745754-0.015008732536176267j),0j,0j,0j,0j,(0.11564658164419428-0.11516418195015923j),(0.2046501107968844-0.0967418630348702j),0j,(0.20457069057311433-0.09675424195578262j),0j,0j,0j,(0.11561354201840994-0.11519257119254053j),0j,0j,0j,0j,0j,0j,0j
4.0,0j,0j,0j,(0.16278004503063304-0.32187955271715835j),0j,(0.10023315604396477+0.19734400886356535j),(-0.1741883266439024-0.3438336566250474j),0j,0j,(0.5710834066095454-0.29202615361812556j),(0.10023090257547722+0.1973640856866644j),0j,(0.1627943317113099-0.3219614757934343j),0j,0j,0j,0j,(-0.12624188937348976+0.1004342820967287j),(-0.08284289826692968-0.08951567102276434j),0j,(-0.08278572889326918-0.0895050543048272j),0j,0j,0j,(-0.1261922900032866+0.1003842109627858j),0j,0j,0j,0j,0j,0j,0j
5.0,0j,0j,0j,(0.25276868224931726+0.04597877234239927j),0j,(0.10927346409978642-0.21364943311908055j),(0.12196329098573777-0.24299367845033695j),0j,0j,(-0.42542823832541204+0.5797105510162179j),(0.10927392257965982-0.2137032659665487j),0j,(0.25284210659060785+0.04597520168280529j),0j,0j,0j,0j,(0.09037529264131193-0.18073153462200886j),(0.02593605589630374-0.19844587321072923j),0j,(0.025942841643158784-0.1984771061496452j),0j,0j,0j,(0.0904289717379019-0.18069685132927793j),0j,0j,0j,0j,0j,0j,0j
6.0,0j,0j,0j,(0.04838423579658873-0.03114685657429057j),0j,(-0.04722920012792396+0.1187141410934218j),(0.00800587284786436-0.3457903244486706j),0j,0j,(-0.6963741890992851-0.1809887778807793j),(-0.04718257216073883+0.11868261313545703j),0j,(0.0484269605712924-0.031189723474637235j),0j,0j,0j,0j,(0.049390263355759856+0.1087553903959943j),(0.0661788135489682-0.37821381267580445j),0j,(0.06626543057160006-0.3782216295746873j),0j,0j,0j,(0.04943024813188142+0.10875643206930637j),0j,0j,0j,0j,0j,0j,0j
7.0,0j,0j,0j,(-0.022010242550970883-0.053817632367777084j),0j,(0.09451038007959829-0.503165543914218j),(-0.0009946654250467604+0.022229478916174897j),0j,0j,(0.14028603314001234-0.1707709995217228j),(0.09450986638403919-0.5031657321072502j),0j,(-0.021917109810539924-0.05377825192975534j),0j,0j,0j,0j,(-0.2214373054907997-0.2022589840180905j),(0.09274521218650421+0.33363921306113475j),0j,(0.09271914589321463+0.33366758454035733j),0j,0j,0j,(-0.22138594250616359-0.20221388059115286j),0j,0j,0j,0j,0j,0j,0j
8.0,0j,0j,0j,(0.04862791883983776-0.1225782880093172j),0j,(0.23347214371212777+0.24469704408966073j),(0.01991739667394378-0.40439608045319186j),0j,0j,(0.13929669874567258-0.3585909652440538j),(0.2335295800720681+0.2447193374974138j),0j,(0.04866982093014318-0.12249397885357685j),0j,0j,0j,0j,(-0.07603733814686064-0.16392157585928388j),(-0.41977473565937407-0.058494193549919894j),0j,(-0.41972375280836793-0.0584886705858957j),0j,0j,0j,(-0.07602877318283383-0.16385734124439255j),0j,0j,0j,0j,0j,0j,0j
9.0,0j,0j,0j,(0.09176153649282472+0.11191374656079223j),0j,(-0.35344779677448157-0.033110465695369184j),(0.3008091324690593-0.18138608834203007j),0j,0j,(0.294255898430331+0.3298613715327037j),(-0.353444478689678-0.03303198084565406j),0j,(0.0918306395195354+0.11197265053713679j),0j,0j,0j,0j,(-0.20821285378663873-0.186663621329065j),(-0.25793496140756683-0.2212053647358715j),0j,(-0.25795709038643705-0.2211278940030551j),0j,0j,0j,(-0.20819907195917814-0.18660683533433592j),0j,0j,0j,0j,0j,0j,0j
10.0,0j,0j,0j,(-0.14190527022950383-0.315935455934231j),0j,(0.018562973772722334+0.14282327174341447j),(-0.08505057867237092+0.09505377596268993j),0j,0j,(0.18511389101214812-0.7274122314889377j),(0.018556161674826377+0.14284402464945553j),0j,(-0.1420289372660546-0.31595912111723534j),0j,0j,0j,0j,(0.055115888595884545+0.01441376653488921j),(0.2549753267888614+0.03445421026252144j),0j,(0.254986109888338+0.03449953403997515j),0j,0j,0j,(0.05504321257681178+0.014353877175352883j),0j,0j,0j,0j,0j,0j,0j
11.0,0j,0j,0j,(0.2619851060556359-0.19506275408098656j),0j,(0.1510266153265604-0.2585467929798773j),(-0.2994721845681802-0.02176692327783962j),0j,0j,(0.2314115283282412+0.41302076934013j),(0.15101493709863273-0.25861545382383644j),0j,(0.2619450400474465-0.19512606045168285j),0j,0j,0j,0j,(0.1851695931041738-0.19656590144911984j),(-0.2658841964403297+0.053365533791685904j),0j,(-0.26594888507072945+0.05325694672409259j),0j,0j,0j,(0.1851838557719534-0.19662341156028307j),0j,0j,0j,0j,0j,0j,0j
