,0,1,2,3,4,5,6,7
0,0j,0j,0j,0j,0j,0j,(1+0j),0j
1,(2.1743062420075907e-17+2.2423019432764125e-18j),0j,0j,(-0.25030191959376213+0.2927519638532783j),0j,(-0.23168890391122784-0.19809321390793336j),(-0.16785963964042866-0.8547208365867491j),0j
2,(-8.842205712056603e-18+4.15342558176842e-18j),0j,0j,(-0.48466462193684057+0.37351581027624803j),0j,(-0.21976866148554558-0.28516622938579456j),(-0.08763999710990417-0.6987755946438121j),0j
3,(-6.426184297070112e-19+3.491516447065704e-18j),0j,0j,(-0.35131494007355035-0.7097695711979967j),0j,(0.2617489311987344-0.12955797741961406j),(0.5331698668127685-0.05689542432080125j),0j
4,(-1.0708081086464522e-23+1.0403125233770287e-22j),0j,0j,(-0.8977639536328053+0.1868101686808578j),(-0+0j),(9.917809560832717e-07+4.766256561719372e-06j),(-0.081266201340286-0.390535080282225j),0j
5,(-1.7305839103518407e-19-2.0707281427749487e-18j),0j,0j,(0.8993623833675427+0.019945682574019408j),0j,(0.007140899622251118-0.3219873012529339j),(0.09325088512883978+0.2798694891145429j),0j
6,(-3.527662382976334e-18+2.1498952229253997e-18j),0j,0j,(0.6668639061448883+0.19154394427394994j),0j,(0.18942332293912997-0.659480922401118j),(0.10485071844191399+0.19186842536239043j),0j
7,(2.232705820292589e-19-5.340359647852478e-19j),0j,0j,(0.14830480634296692-0.1484649837936111j),0j,(-0.6750013657203237-0.6742731132046146j),(-0.18002846761867994+0.11524976761218472j),0j
8,(3.0161702065361396e-18-4.7770264198853536e-18j),0j,0j,(-0.22169408882057123+0.05983619758346298j),0j,(-0.1846855329362853-0.684262914359502j),(-0.5590726976076168+0.36384694197807077j),0j
9,(2.194311622848083e-18-1.3911792364431087e-17j),0j,0j,(-0.00961493514675884-0.058629785657255205j),0j,(-0.11849449300443234+0.01943239008489707j),(0.28994173892257435-0.9476208770545703j),0j
10,(-4.122246325479599e-17-1.8868254699485514e-17j),0j,0j,(-0.11592742726402855+0.203017751958885j),0j,(-0.4689032027722173-0.26775363931847174j),(0.08895843752375648-0.8036596266159617j),0j
