,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
0.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(1+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
2.5,0j,0j,0j,0j,0j,0j,0j,(0.08150306288474861-0.0879611865635773j),0j,0j,0j,(-0.0709745614901195-0.04440388538075922j),0j,(-0.05888144846544836-0.05158813809379219j),(0.07824316575487095-0.07135188039725665j),0j,0j,0j,0j,(0.024152395303559282+0.014765843855513631j),0j,(0.3317696773637538-0.045574849036063764j),(-0.14627343520793984+0.12467205200726289j),0j,0j,(-0.05036117878504496-0.028562474423292974j),(-0.006005430320971497+0.014495133853596652j),0j,(0.0487907474691498+0.04928009584068324j),0j,0j,0j,0j,0j,0j,(0.06314927024330741-0.2240133424096749j),0j,(-0.13028551074068778+0.13269526981540633j),(0.20762905646685317-0.06281000148216061j),0j,0j,(-0.061350275341528815-0.0157271924382529j),(-0.1226685998131173+0.1415788490661855j),0j,(0.0714432032989164-0.2094584206761741j),0j,0j,0j,0j,(0.1875170648674975+0.008197398998511258j),(-0.028169291286511453-0.14363910728274465j),0j,(0.10545841271401528+0.036064055732504326j),0j,0j,0j,(0.13199165557270232-0.056461329055499714j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.07665727740329616+0.0439877554628921j),0j,(-0.014665453951917068+0.016660988941834667j),(-0.11252653463020779+0.16701771592779907j),0j,0j,(-0.05222821094714322-0.0265991687491971j),(0.3172801907198991-0.07000473148868043j),0j,(0.03721389775300513+0.022622786495766947j),0j,0j,0j,0j,(-0.16513457420328864+0.021036954439629774j),(-0.059443675271218264+0.2690197544162975j),0j,(-0.06092367808343163+0.27422642265146246j),0j,0j,0j,(-0.1515061841783386-0.00047227843205860376j),0j,0j,0j,0j,0j,0j,0j,0j,(0.15147694962044705-0.051853841192910914j),(0.12293428175263298+0.0483736624200886j),0j,(-0.015706611742373866-0.13774532167218018j),0j,0j,0j,(0.16455544486809545+0.026392720836541393j),0j,0j,0j,0j,0j,0j,0j,(0.07295706105803615+0.1695581801432644j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
5.0,0j,0j,0j,0j,0j,0j,0j,(-0.06025806348252658+0.06361286488039593j),0j,0j,0j,(0.008960346664778103-0.026455776056413777j),0j,(0.021055010601245542-0.030954713698193734j),(-0.05620167509448303+0.05355257379875138j),0j,0j,0j,0j,(0.18173303999947393+0.07022743576799212j),0j,(-0.11793653422744689-0.006412738917031369j),(0.2471564602912028+0.04360086572548694j),0j,0j,(0.11803740491597589+0.14148154558270407j),(-0.024193668539813924-0.08473358072113774j),0j,(0.040914105751660754+0.11936331585658552j),0j,0j,0j,0j,0j,0j,(-0.09496483167843559-0.16330477552786943j),0j,(-0.12342131559894917+0.04062529586276902j),(-0.06592517822149839-0.14276838059074495j),0j,0j,(0.20905141657080878-0.33627390336580104j),(-0.13454376504086854+0.04691379035769504j),0j,(-0.10449519710505223-0.1529025440363616j),0j,0j,0j,0j,(-0.17278689381572265+0.18534239490209195j),(0.1465993148531365-0.06479226478742492j),0j,(-0.050499705531080914+0.12314657486258887j),0j,0j,0j,(0.030242516935934893+0.04335827421957323j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.04300047098961797+0.11769905144277686j),0j,(-0.0215283496904438-0.103261452687316j),(0.27137519968182516+0.02292616490241199j),0j,0j,(0.1522748841134797+0.14432010749483473j),(-0.11535000367566632-0.007358780980005704j),0j,(0.17643100915033222+0.029290080160827445j),0j,0j,0j,0j,(0.08539482727871012-0.05239808342894243j),(0.07986350210298696+0.19166188719606836j),0j,(0.07616525667240448+0.17643950622288868j),0j,0j,0j,(0.10505377575964253-0.044864856798359776j),0j,0j,0j,0j,0j,0j,0j,0j,(0.021662596257016838+0.04057543863074756j),(-0.03213773959786049+0.12190262880315901j),0j,(0.17883903571857065-0.034481435384584425j),0j,0j,0j,(-0.19252125757486002+0.15907396314904687j),0j,0j,0j,0j,0j,0j,0j,(-0.06172500048184232-0.04050167521328387j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
7.5,0j,0j,0j,0j,0j,0j,0j,(-0.09232951360109029-0.044394212136051284j),0j,0j,0j,(0.08497571606350224+0.04368435682393238j),0j,(0.0888825733521521+0.051607254154388174j),(-0.09550568947607871-0.05117773301880172j),0j,0j,0j,0j,(0.13158005248424903-0.07596073784227184j),0j,(-0.2683702012194841-0.022177336864468558j),(0.14727573410864014-0.20435272955639858j),0j,0j,(0.14713232264417733-0.141304687656862j),(-0.1421946877656201+0.07088095789584226j),0j,(-0.06667266991548962-0.10056169033094887j),0j,0j,0j,0j,0j,0j,(0.01809590516593919+0.0670438810976452j),0j,(0.10479934597235291-0.1391133220741859j),(0.08366964053948515+0.03443290442517086j),0j,0j,(0.39520138808311933+0.3340689405474555j),(0.12226354508395118-0.15102439545452984j),0j,(0.03035026567921173+0.05882466977325097j),0j,0j,0j,0j,(-0.13129782248139424-0.060624594976035506j),(0.01345810102796674-0.10522522257882412j),0j,(0.035138038024027006-0.029537976217629526j),0j,0j,0j,(0.09010658778678594-0.009161743039500719j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-0.05998585752354291-0.1242433350634261j),0j,(-0.13493189573578063+0.10152842315222053j),(0.13783426686181427-0.20591922987057285j),0j,0j,(0.12938029244258334-0.12684460827204863j),(-0.26456201787046124+0.0031124317999777773j),0j,(0.11474475211348086-0.09148737098040274j),0j,0j,0j,0j,(-0.0354004512999232+0.08927177441964029j),(-0.08757500579645713-0.02167574927353355j),0j,(-0.09014635078746086-0.02878010012068129j),0j,0j,0j,(-0.034369716921916205+0.11018830247612321j),0j,0j,0j,0j,0j,0j,0j,0j,(0.10841399401260181-0.0016864472539599266j),(0.03426088896519068-0.011327533193522546j),0j,(0.04527494620232311-0.09232487479173937j),0j,0j,0j,(-0.11835750462334658-0.05861673875856763j),0j,0j,0j,0j,0j,0j,0j,(-0.08842037667380999-0.0028509714693358175j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
10.0,0j,0j,0j,0j,0j,0j,0j,(0.026484520970345725+0.12159938235228993j),0j,0j,0j,(0.13346346882007276-0.013906488945763977j),0j,(0.11414977259969136-0.014813476107819872j),(0.027525357438879083+0.13821451630485843j),0j,0j,0j,0j,(0.0037068134840088-0.02808206047518796j),0j,(0.038365426541337656+0.270686219225654j),(0.04243531999358004-0.12896289381730822j),0j,0j,(0.13068884502527545+0.10775464296933979j),(-0.12406791166071421-0.07762146801145849j),0j,(0.09146004747614968+0.09308525885856155j),0j,0j,0j,0j,0j,0j,(0.09333145559630239+0.1573176160634355j),0j,(0.23868687656793347-0.15930824454783452j),(-0.15046915769798092+0.10000197333289351j),0j,0j,(-0.02905746524781039-0.136025747468831j),(0.21948790575316118-0.14667965502592864j),0j,(0.10473470639461907+0.1525731167483249j),0j,0j,0j,0j,(0.1450387645221361+0.16239579903932133j),(-0.1057367022155457+0.07596708706514907j),0j,(-0.09290337781335403+0.005812880422729803j),0j,0j,0j,(0.07332724753077026+0.03219078255261541j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.07464574565011763+0.09529512918411998j),0j,(-0.11738735308113038-0.051634267023894606j),(0.014223390758386334-0.12595146955002118j),0j,0j,(0.13678562069976996+0.11200060896263601j),(0.07482428362329312+0.27534221682819676j),0j,(-0.012422452673170273-0.04279222199741434j),0j,0j,0j,0j,(-0.15283835484478678-0.11379371717276474j),(-0.01330570985054486-0.22037113296554953j),0j,(-0.016139313732260768-0.2268937064217613j),0j,0j,0j,(-0.15559583295331983-0.12475298135994459j),0j,0j,0j,0j,0j,0j,0j,0j,(0.05563344910954052+0.03442823733957963j),(-0.11616299690609072+0.0001363508175208205j),0j,(-0.09967634992575053+0.06603818284624866j),0j,0j,0j,(0.13958742201807442+0.1610739589426059j),0j,0j,0j,0j,0j,0j,0j,(0.06368411318425077-0.034189975840515384j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
12.5,0j,0j,0j,0j,0j,0j,0j,(0.03229892085284936-0.02516181396756888j),0j,0j,0j,(-0.025822031340370956-0.0042993543267725795j),0j,(-0.046601183793092624+0.010726935150336877j),(0.040427173926880076-0.03407425468850982j),0j,0j,0j,0j,(-0.04537542565183715-0.00866064249327688j),0j,(-0.026930517474806667+0.10556262363436257j),(0.06530579346554494+0.23805698991016136j),0j,0j,(-0.012358008094484927-0.04916071904223948j),(-0.08734848447650183-0.0430830672181433j),0j,(-0.041477853347799964+0.05694794598222591j),0j,0j,0j,0j,0j,0j,(0.018656931734242026+0.004877477368624185j),0j,(0.18991369796018612-0.25254062357773593j),(-0.017270773685916417-0.04296160908009831j),0j,0j,(0.5190947641922965+0.3680695303030728j),(0.17413274882259427-0.24457312166905115j),0j,(0.030033933236057075+0.006839104762319017j),0j,0j,0j,0j,(-0.07512400402626042-0.1727567619066256j),(0.06617813885449919+0.1155978840229668j),0j,(0.057192318194493746-0.06966772571865068j),0j,0j,0j,(0.03567402655614625-0.1040855793275216j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-0.04620170162353302+0.05745430809092602j),0j,(-0.0745270584891743-0.02276769693283243j),(0.08982994372346206+0.24067313418458136j),0j,0j,(-0.06078881339209502-0.04961922867495098j),(-0.0066259294030539045+0.122900395342231j),0j,(-0.038646184836561986+0.007555606389491118j),0j,0j,0j,0j,(0.01337170171362155+0.03117062606069581j),(0.0454552197331657+0.11154212462440419j),0j,(0.050201680971248094+0.1161884321907326j),0j,0j,0j,(-0.0003135581335599151+0.055324559501735204j),0j,0j,0j,0j,0j,0j,0j,0j,(0.04218175309743496-0.08948092006346842j),(0.061114964152016095-0.06428601501453533j),0j,(0.06961881464399688+0.12641725613086274j),0j,0j,0j,(-0.05916858656194646-0.1741322486886096j),0j,0j,0j,0j,0j,0j,0j,(-0.049302928779351364+0.1375608357662969j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
15.0,0j,0j,0j,0j,0j,0j,0j,(-0.027071872111573303-0.014817405262064506j),0j,0j,0j,(0.02927192176563732+0.07589348473184668j),0j,(0.02369546564941365+0.0906246490656557j),(-0.03267046928561393-0.031141893601736626j),0j,0j,0j,0j,(-0.0696585621319882+0.018299501158473962j),0j,(-0.03861086730987942-0.4861697873882881j),(0.2100477151840064+0.050894198705025304j),0j,0j,(-0.04053633378523379+0.03501889339715186j),(-0.07982648208562478-0.06546126840708485j),0j,(-0.03539906426970185-0.09174894984631393j),0j,0j,0j,0j,0j,0j,(-0.03994912636862307+0.11049552356807829j),0j,(0.15724068275965167+0.2290610413116987j),(-0.11870187677341171-0.09343034230294417j),0j,0j,(0.14627110515537986+0.08724262319565732j),(0.17626816863325762+0.24134543386519158j),0j,(-0.052748193249480956+0.10550605416181814j),0j,0j,0j,0j,(-0.0746305034061247-0.031513471787965666j),(0.03339773183764829+0.0571813556258132j),0j,(-0.016183158124146724-0.08473671529785114j),0j,0j,0j,(-0.06988499782385837-0.1241137900056j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-0.06355144937286994-0.08581289348547258j),0j,(-0.10436141090357248-0.05427612318770888j),(0.20197685788727468+0.02047676491457151j),0j,0j,(-0.024465097221639046+0.0583644752220298j),(-0.08301282189824469-0.47618837952759896j),0j,(-0.08483060306401102+0.011786231946604359j),0j,0j,0j,0j,(-0.008808090723286532-0.05670444579820176j),(0.000699285280652431-0.11004457438877557j),0j,(0.009506790471645696-0.10777500996636838j),0j,0j,0j,(-0.010606137262922762-0.03862371761922517j),0j,0j,0j,0j,0j,0j,0j,0j,(-0.08006238587835454-0.11323125351392177j),(-0.01169843716703707-0.08492455873612938j),0j,(0.01428101252708082+0.07731833071983568j),0j,0j,0j,(-0.06409578952174924-0.021849305857661917j),0j,0j,0j,0j,0j,0j,0j,(-0.05860284548593055-0.05478237425394834j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
17.5,0j,0j,0j,0j,0j,0j,0j,(0.01402542092681502-0.056690664059383125j),0j,0j,0j,(0.036198247321801144-0.08567611331461576j),0j,(0.03839861103833979-0.08362454501691723j),(0.014611229553322194-0.05354298347310682j),0j,0j,0j,0j,(-0.13096332007526318+0.09890751072210655j),0j,(0.15505604608193274-0.03221156876577876j),(-0.06500581236506571+0.07743602678195266j),0j,0j,(0.0012048945301643991-0.09310191694746493j),(-0.040052896726303376+0.1571967161093039j),0j,(-0.08866925565077273-0.06011935794459753j),0j,0j,0j,0j,0j,0j,(0.07520800704796927-0.07713226256634752j),0j,(0.1733003947060719-0.1338652134882802j),(-0.1580080339048864+0.1274440591686439j),0j,0j,(-0.365292412905068+0.11987994724582342j),(0.18903353044483603-0.12182142620405206j),0j,(0.0741407716257137-0.08683680642782526j),0j,0j,0j,0j,(0.07797973616706783-0.2232171636745612j),(-0.17756250725271552+0.12972312657837953j),0j,(-0.10432329118800703-0.08191567207549685j),0j,0j,0j,(0.024711418301216415-0.12763231119620003j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-0.08296370016229755-0.05544097638770009j),0j,(-0.022070420444198408+0.16504580144789943j),(-0.06856763280865764+0.09832919265711998j),0j,0j,(-0.005460355985678172-0.11295148598878263j),(0.1509151636518763-0.0379609831920902j),0j,(-0.10846274005048195+0.08615257140202229j),0j,0j,0j,0j,(-0.011115718906674005+0.18773676371282164j),(-0.15258418929584416-0.008370614277301826j),0j,(-0.14142117093962464-0.004730945418131629j),0j,0j,0j,(-0.01585912948411407+0.18939936018714157j),0j,0j,0j,0j,0j,0j,0j,0j,(0.05020661827881033-0.12757317833769344j),(-0.11083595043798367-0.06659815319809369j),0j,(-0.21809513186191962+0.1344072936603395j),0j,0j,0j,(0.10450738605825068-0.2369122918049595j),0j,0j,0j,0j,0j,0j,0j,(-0.07848539261807273+0.13885567246567243j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
20.0,0j,0j,0j,0j,0j,0j,0j,(-0.04362227465137587-0.14593424039559355j),0j,0j,0j,(0.03266411193531882+0.0015505664998938648j),0j,(0.023162317541624816+0.0016046692913166474j),(-0.05223474356329925-0.14737909994858986j),0j,0j,0j,0j,(0.16849124962400502+0.07905738276147005j),0j,(-0.1238710108397234-0.294462743034746j),(-0.011265877744589758+0.2047977286897038j),0j,0j,(0.26076270885017117+0.01866448792293266j),(-0.05451899697523488-0.14799527844005542j),0j,(0.03625600145614974-0.01071505022230496j),0j,0j,0j,0j,0j,0j,(-0.07468163256031335+0.0012193343461279309j),0j,(0.23207081005693683+0.08393816490941003j),(0.17041436976538524-0.06827136229395339j),0j,0j,(0.11336494870129378+0.23428617563201287j),(0.24353697061830815+0.07093392172665242j),0j,(-0.07606025134657815-0.01672200428648284j),0j,0j,0j,0j,(0.12570743965310793-0.07434050391269288j),(-0.05692013075157116-0.02428447566005168j),0j,(0.08021382098589797+0.052750694618835296j),0j,0j,0j,(0.048424066233078294-0.01642011989901644j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.05446344904936823-0.04305997153296159j),0j,(-0.08342806252195117-0.11692088799535408j),(-0.0012163811098855337+0.203147491293464j),0j,0j,(0.2555599900449307+0.0005500095295195434j),(-0.1549701545979488-0.2754075233117087j),0j,(0.16546362298287842+0.05895496770247867j),0j,0j,0j,0j,(-0.08685301060616268-0.03128805393228233j),(-0.18796914574942822+0.0909928038705816j),0j,(-0.18404142233623494+0.08495884403136787j),0j,0j,0j,(-0.08893125250431885-0.027086515528197477j),0j,0j,0j,0j,0j,0j,0j,0j,(0.05864618859229983-0.012657364675994553j),(0.0761236576062042+0.07400948784940735j),0j,(-0.054789908186875715-0.02128854461552328j),0j,0j,0j,(0.1285804641748722-0.04209507524917724j),0j,0j,0j,0j,0j,0j,0j,(0.02718578947041773-0.004682374027632033j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
22.5,0j,0j,0j,0j,0j,0j,0j,(-0.11192851894899174+0.06149253122438528j),0j,0j,0j,(0.10715704453802607+0.16049508337802829j),0j,(0.09686031699600109+0.15857841147419852j),(-0.11776041842041529+0.06365987979159816j),0j,0j,0j,0j,(-0.04606621752736698-0.014859777921624429j),0j,(-0.07211817279048179-0.15116471930009825j),(0.02225920720278976+0.023542519974669288j),0j,0j,(-0.1584250188774651-0.01642890288445766j),(0.07168467211863028-0.14978929400373608j),0j,(-0.12187052287248068-0.01958036273496267j),0j,0j,0j,0j,0j,0j,(0.07807878898060663+0.16315125904635772j),0j,(0.07200478799107027+0.2930733617300123j),(-0.04491680294396651-0.04272501292363535j),0j,0j,(0.4025668005415011+0.011245294247933628j),(0.07123813240846921+0.2914484851928142j),0j,(0.08341065712378745+0.17108307820358182j),0j,0j,0j,0j,(-0.2680826801984695-0.008038903763825435j),(0.017580904727871216-0.023633510765367835j),0j,(-0.09717912847863154-0.04000642062001658j),0j,0j,0j,(-0.0019892744256174537+0.11087496215559316j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-0.12844893983977504-0.013490536258964743j),0j,(0.028009787810841742-0.14737509505881138j),(0.009018803001603723+0.01670738234074232j),0j,0j,(-0.1922661694088364+0.03076749716552476j),(-0.09770063297982215-0.13009346411971903j),0j,(-0.0649577128845049-0.03187758669502521j),0j,0j,0j,0j,(0.10531907644199319-0.1454651396425721j),(-0.03055012509546806+0.09986882329707578j),0j,(-0.026767079182469244+0.09405594760550291j),0j,0j,0j,(0.0905089377735428-0.12972780960926233j),0j,0j,0j,0j,0j,0j,0j,0j,(-0.02143229973901317+0.10357403634773435j),(-0.09021241752693158-0.05024351958717921j),0j,(0.036159188127211535+0.003387498832235487j),0j,0j,0j,(-0.26427425223913104-0.03499414986513139j),0j,0j,0j,0j,0j,0j,0j,(-0.029940295222274694+0.011469301981970381j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
