,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(1+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
1.26,0j,0j,0j,(0.087103433106879+0.07326986431855001j),0j,(-0.08521741741434509+0.09422032007030014j),(0.06261515909344027+0.005860641660793654j),0j,0j,(0.12291669446331878+0.12205658904070396j),(-0.1391531346623374+0.20658137156517115j),0j,(-0.3714822811903164-0.14696503419845036j),0j,0j,0j,0j,(-0.03825366067700925-0.0035719654692116477j),(-0.17868070310994852-0.2496983277707019j),0j,(0.09275526104659947-0.4163500991397053j),0j,0j,0j,(-0.45143832363386066+0.008139033063328138j),0j,0j,0j,0j,0j,0j,0j,0j,(0.057145093327854966+0.022206600274676018j),(-0.18520738780654308+0.16257135318214605j),0j,(-0.17862923183937796-0.2496769994659715j),0j,0j,0j,(-0.13916109212206995+0.2066135236138554j),0j,0j,0j,0j,0j,0j,0j,(0.08945836104589888+0.07032688898344595j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
2.52,0j,0j,0j,(-0.12534184510425275-0.19396335728865627j),0j,(-0.17760059799083341+0.15295766555352155j),(-0.2271795388486516-0.0012734500509187924j),0j,0j,(-0.05106210162642378-0.3694560527902325j),(0.020162825071658154-0.27709373513228147j),0j,(0.3029258705289531+0.003002207660402642j),0j,0j,0j,0j,(-0.2195237261905026+0.24429029843204j),(-0.14539933740933972-0.02880710555017872j),0j,(0.20007072299067938-0.018204385734718095j),0j,0j,0j,(0.3335016295807798-0.14094596293090592j),0j,0j,0j,0j,0j,0j,0j,0j,(-0.13786545981222253-0.1461013453805307j),(0.18033577394136946+0.024652217579023385j),0j,(-0.1454250085631859-0.02882885685153495j),0j,0j,0j,(0.020169382547214725-0.2770643675011756j),0j,0j,0j,0j,0j,0j,0j,(-0.20162630452195024-0.13220573536354197j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
3.7800000000000002,0j,0j,0j,(-0.03471418389310811+0.10445407610358735j),0j,(-0.2406278293474249-0.4098686943160068j),(-0.20040436556235314-0.19507872478460736j),0j,0j,(-0.3146192246675926+0.07228347239389868j),(0.30637277609615515-0.019990522633383134j),0j,(0.007102540357643305+0.045780810251969j),0j,0j,0j,0j,(-0.2281497697006867-0.4008816232380509j),(0.005286825085882303-0.06393596409590113j),0j,(0.15678567641088634+0.1074413090246327j),0j,0j,0j,(0.0556796838905853+0.0968114872011202j),0j,0j,0j,0j,0j,0j,0j,0j,(0.04141506284712504+0.16740546741860562j),(-0.11035314796889348-0.08295138480919942j),0j,(0.005287837023286588-0.06393406401986002j),0j,0j,0j,(0.30640155784550155-0.020048804435621265j),0j,0j,0j,0j,0j,0j,0j,(-0.12112774023505046-0.2362415540032743j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
5.04,0j,0j,0j,(0.28044199568631123+0.24786356048177885j),0j,(-0.17782845224755284+0.3897784238876914j),(-0.12965710110924755+0.1708590007907218j),0j,0j,(-0.26358572286970955+0.13895636711216444j),(0.2351374130924848+0.09603024835163108j),0j,(-0.03149966499102483-0.19068347182442236j),0j,0j,0j,0j,(-0.08429181076112573+0.3232961891790894j),(0.012035462827769891-0.08749364262462865j),0j,(0.012600651243389707-0.03472942791919622j),0j,0j,0j,(-0.10474928490658111-0.10707747757178199j),0j,0j,0j,0j,0j,0j,0j,0j,(0.3589867815977997+0.16598588952117796j),(0.09496208584432862-0.09333541436195686j),0j,(0.012002499549268006-0.08742439104045081j),0j,0j,0j,(0.23511065311687535+0.0958950954748496j),0j,0j,0j,0j,0j,0j,0j,(-0.20782558775215249+0.08294496125436028j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
6.3,0j,0j,0j,(-0.27944883313874846-0.08249853682594806j),0j,(0.0003085366950218438-0.15052181270858386j),(-0.1349460430074805+0.04141229504011018j),0j,0j,(-0.22757651435315274+0.16802397711510578j),(-0.08733641953935534-0.021889795983053233j),0j,(0.07288407398209898+0.15790035774573305j),0j,0j,0j,0j,(-0.05087517051822991-0.07523797928965116j),(-0.07186361585447018+0.07146731574853603j),0j,(0.3598523283536427+0.040502235920637425j),0j,0j,0j,(0.12763035501110304+0.09544460772014432j),0j,0j,0j,0j,0j,0j,0j,0j,(-0.2921366745993204+0.01981820362230957j),(-0.07935976052852167+0.6845892607080928j),0j,(-0.0717566585668883+0.07144708150218476j),0j,0j,0j,(-0.08735601554843453-0.021804519190530655j),0j,0j,0j,0j,0j,0j,0j,(0.005816403636955737-0.0003047396641545513j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
7.5600000000000005,0j,0j,0j,(0.1118725651548837-0.15874187024774367j),0j,(0.004951695227300023+0.06353165726550287j),(0.010884821150702668+0.09399142840587352j),0j,0j,(-0.172173464917772+0.11899839195705265j),(0.003336437615752032+0.059026934412545334j),0j,(-0.02128430180481484-0.10652071222287843j),0j,0j,0j,0j,(-0.006004311021668826+0.035201107550660436j),(0.22025147460921662-0.28445256651421585j),0j,(0.036983551673361745-0.49783562347696203j),0j,0j,0j,(-0.07409324349016705-0.0829543017345781j),0j,0j,0j,0j,0j,0j,0j,0j,(0.026277307281032565-0.18491826370948328j),(0.3941571058785588+0.4136842574649046j),0j,(0.22032301353577294-0.28432486176041916j),0j,0j,0j,(0.0032556008836259944+0.059084312490735695j),0j,0j,0j,0j,0j,0j,0j,(0.05993198672684155+0.006173294810472055j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
8.82,0j,0j,0j,(0.27017009360316835-0.0624713002272064j),0j,(-0.0350871775817479-0.11835102981172776j),(0.0034239628968906616+0.1322242909347115j),0j,0j,(-0.17330176332419128-0.10069361827277118j),(-0.09609096670197656+0.06973011971226396j),0j,(-0.26156666440970655-0.23513286287322643j),0j,0j,0j,0j,(0.0017264102416708338-0.2318076311922479j),(0.019773201902257752+0.13842068999432233j),0j,(0.2570361602516311-0.5414671919641162j),0j,0j,0j,(-0.3566008465604936-0.12073123011251147j),0j,0j,0j,0j,0j,0j,0j,0j,(0.1993350385659916-0.17995675695756247j),(0.10722726732369715-0.0800027917053154j),0j,(0.019566504738180224+0.1384943575801338j),0j,0j,0j,(-0.09614304327942402+0.0696907978228298j),0j,0j,0j,0j,0j,0j,0j,(-0.0677397244645258+0.09922848388395772j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
10.08,0j,0j,0j,(-0.04658319403644118-0.16605243849931592j),0j,(-0.09293466872519908+0.020223668634816026j),(0.21705219491145689-0.060749001689632265j),0j,0j,(0.04812134829969762-0.11697957910436278j),(0.3653637195196636+0.3164555554123809j),0j,(-0.25017510439011953+0.14877522881007257j),0j,0j,0j,0j,(-0.160262153992801-0.023205368342666483j),(-0.10372117583479065+0.1650096200283653j),0j,(0.06902623365354979+0.07655692640698511j),0j,0j,0j,(-0.19762119582896914+0.33643295528490325j),0j,0j,0j,0j,0j,0j,0j,0j,(-0.14016159965408936-0.03396956712358155j),(-0.07516737333383043-0.016692509272871685j),0j,(-0.10381898365807982+0.1650315481145574j),0j,0j,0j,(0.3653297952724483+0.3165636381104517j),0j,0j,0j,0j,0j,0j,0j,(0.21942267207089847+0.04909488341454114j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
11.34,0j,0j,0j,(0.03826139398590436-0.09230703903248183j),0j,(0.3972896871469413-0.06210789503595729j),(0.060559168872546934+0.2956583228064597j),0j,0j,(-0.11830950168722329+0.3305586884059187j),(-0.19609739372535676+0.23962372368776608j),0j,(0.13424672671683177+0.0963258020387612j),0j,0j,0j,0j,(0.3570957364759903-0.04172856118339077j),(-0.01024384784407413+0.1167407853042439j),0j,(-0.2855848251745905-0.03149629182404946j),0j,0j,0j,(0.09817965475832632+0.015978791466708157j),0j,0j,0j,0j,0j,0j,0j,0j,(-0.06645153190212713-0.11733717118233988j),(-0.030251824776956877-0.16134796203677482j),0j,(-0.010144773150480124+0.11684960146391998j),0j,0j,0j,(-0.1960974405748217+0.23959029190153303j),0j,0j,0j,0j,0j,0j,0j,(-0.09981362525248916+0.30108196964878425j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
