,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,(1+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
2.0,0j,0j,0j,(-0.10002029475329628-0.09905929044686201j),0j,(-0.17437264992843393+0.3108147305006774j),(0.2603188932115096-0.2226356245153196j),0j,0j,(-0.13515729735581697-0.09615767977208106j),(-0.1743683259602101+0.31082749100181833j),0j,(-0.10003760657149313-0.09905414460989717j),0j,0j,0j,0j,(0.26194098718061126-0.09667287452946598j),(0.029155218916350957-0.44937840446711674j),0j,(0.029154200202952105-0.4493696060064984j),0j,0j,0j,(0.2619370418526177-0.09666551988199357j),0j,0j,0j,0j,0j,0j,0j
4.0,0j,0j,0j,(-0.2013954469476403-0.300854092062832j),0j,(0.21828756128041338+0.03739072398674037j),(-0.4014206334916156-0.09180143395113646j),0j,0j,(0.07357533835857463-0.6283971693032012j),(0.21830442925020138+0.037381405397123896j),0j,(-0.20139651243000348-0.30085742246830594j),0j,0j,0j,0j,(0.046554921327476545+0.14058777493804853j),(-0.11017794840636386+0.02950275026685007j),0j,(-0.11017331391449436+0.02952080535205065j),0j,0j,0j,(0.04655825797699872+0.14059758589721116j),0j,0j,0j,0j,0j,0j,0j
6.0,0j,0j,0j,(-0.01036561940647938+0.046827432060497866j),0j,(-0.0679110264379603-0.10271264792524311j),(0.2619369469614037+0.2275560119728007j),0j,0j,(0.5742399827801444-0.437231344749076j),(-0.06791730159775125-0.10272595588753375j),0j,(-0.010369723442734267+0.046829855416861785j),0j,0j,0j,0j,(-0.11246665305517622-0.016476858056225605j),(0.26105965420060007+0.28426653811821423j),0j,(0.2610486194209098+0.2842778363592903j),0j,0j,0j,(-0.11244734196437912-0.016491660408131395j),0j,0j,0j,0j,0j,0j,0j
8.0,0j,0j,0j,(0.12289555989170126+0.07734952864386235j),0j,(-0.26521841743017777+0.1620077411414746j),(0.37943335574886267+0.1917152893961308j),0j,0j,(0.311190198739632+0.21604572248059267j),(-0.26522716682661995+0.1620116180647233j),0j,(0.12291701089990519+0.07732529190684098j),0j,0j,0j,0j,(0.1474944158813577-0.018286989468005603j),(0.1494725721495725-0.41925456109620535j),0j,(0.14947904337340545-0.419245578157734j),0j,0j,0j,(0.14749846945548872-0.018270167746878355j),0j,0j,0j,0j,0j,0j,0j
10.0,0j,0j,0j,(-0.3222255596172805-0.10226905345257252j),0j,(0.13709495622180165+0.09590545739421769j),(-0.0090767287613753+0.129348406984786j),0j,0j,(-0.3890039314595997-0.6348862909662043j),(0.1371195859376195+0.09589880969141118j),0j,(-0.32222500307986274-0.1022873907603389j),0j,0j,0j,0j,(0.05325732470663205-0.06533498985657576j),(0.2000179063800284-0.1580769450372826j),0j,(0.20002868460018977-0.15808013224998568j),0j,0j,0j,(0.0532730415934058-0.06535636810610063j),0j,0j,0j,0j,0j,0j,0j
12.0,0j,0j,0j,(0.11944329454396518-0.12875453853650282j),0j,(0.13444941650595654+0.16993839188024268j),(-0.34406655762809385-0.1390686032303175j),0j,0j,(-0.14285429008796863-0.026594265242815107j),(0.1344566681591066+0.16993299585931368j),0j,(0.1194590843375007-0.12874390007665767j),0j,0j,0j,0j,(0.16914932145501083-0.048365316502558625j),(-0.45012611997662755-0.33048808546328584j),0j,(-0.4500960368899105-0.33050710518714405j),0j,0j,0j,(0.16916179651853766-0.04835709766263902j),0j,0j,0j,0j,0j,0j,0j
14.0,0j,0j,0j,(0.27383372045982746+0.05633684566523625j),0j,(-0.118625471794922+0.05267527367036426j),(0.45952242989112096+0.16478464502006523j),0j,0j,(0.6298660022324154+0.17969206972700374j),(-0.11864227593392015+0.052698971012496904j),0j,(0.27382434764398095+0.05633172811200747j),0j,0j,0j,0j,(-0.045190121847480974+0.07831023608331072j),(-0.19937833728503274-0.1529864178478781j),0j,(-0.19938340431852364-0.15295946867206292j),0j,0j,0j,(-0.04517810585610326+0.07829742570322165j),0j,0j,0j,0j,0j,0j,0j
16.0,0j,0j,0j,(-0.13549861664619378+0.13934769894145008j),0j,(0.2594667435362166+0.006887307142492801j),(0.09168706399052959-0.3430692550721328j),0j,0j,(-0.3819966599268448-0.014853112201836646j),(0.2594863667358836+0.0068962736459086404j),0j,(-0.135497414596043+0.13933400936393875j),0j,0j,0j,0j,(-0.0488805432046687+0.06891211596768856j),(-0.18506019886436617-0.4661845104791792j),0j,(-0.18503531797232523-0.4662208776530208j),0j,0j,0j,(-0.04889515313084741+0.06890863899307365j),0j,0j,0j,0j,0j,0j,0j
18.0,0j,0j,0j,(0.2799887979580004-0.18806448250194477j),0j,(0.10705678731952534+0.17702836246591436j),(-0.10456358758328045+0.0407889116683071j),0j,0j,(0.18570072592558773-0.5225597094555057j),(0.10709522732199062+0.17704235372683608j),0j,(0.27997862261699125-0.18804917367886145j),0j,0j,0j,0j,(0.11015609080372517+0.00031368949144588987j),(-0.3544311526132963-0.21356643666827874j),0j,(-0.3544148443625451-0.21356524117493295j),0j,0j,0j,(0.11016632561188765+0.0003054866570699963j),0j,0j,0j,0j,0j,0j,0j
