,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
0.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(1+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
2.5,0j,0j,0j,0j,0j,0j,0j,(0.05089272457915287-0.10855567885583584j),0j,0j,0j,(-0.08104682202798086-0.020769020612760977j),0j,(-0.07177945273442485-0.031239060940979384j),(0.05284770935184029-0.09170013521082304j),0j,0j,0j,0j,(0.027461923003731924+0.006749983768796172j),0j,(0.30218053336655687-0.14427587953580234j),(-0.10140963300538519+0.1632619961074837j),0j,0j,(-0.05664165281285518-0.011934144876834052j),(-0.0012938467191205695+0.015609751169570798j),0j,(0.06140450371199083+0.032133983558904296j),0j,0j,0j,0j,0j,0j,(-0.007991550886603666-0.2325698780559613j),0j,(-0.08376421961746458+0.1660042530252696j),(0.17871751928223026-0.12293798454986547j),0j,0j,(-0.06315473674872096+0.0037088844532442143j),(-0.07384339564778912+0.17216571162801755j),0j,(0.004438991458609529-0.22122635170946997j),0j,0j,0j,0j,(0.18117586975725328-0.04924993284266671j),(-0.0704960438932084-0.1282612869704973j),0j,(0.11136846201902584+0.0022937046528394497j),0j,0j,0j,(0.10858107385972805-0.09393426182375891j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.08638166279787012+0.01865072886934418j),0j,(-0.008898870368182495+0.020283722212262205j),(-0.05639333080083822+0.19335235180317478j),0j,0j,(-0.05789820612030338-0.009510561691247693j),(0.28102787335487206-0.16320494706777688j),0j,(0.042309685585622495+0.010216474573874375j),0j,0j,0j,0j,(-0.1509318338357575+0.07020022702788059j),(0.025109290917689063+0.2743983925855956j),0j,(0.025315965596034634+0.2797715824844922j),0j,0j,0j,(-0.14452040521859044+0.045647995650323056j),0j,0j,0j,0j,0j,0j,0j,0j,(0.1285182435002981-0.09550355841610718j),(0.1317449105713221+0.008747105513628064j),0j,(-0.056764081936396836-0.1265363239589737j),0j,0j,0j,(0.16482872817945285-0.02493063567674654j),0j,0j,0j,0j,0j,0j,0j,(0.12107384146395934+0.13933720220203888j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
5.0,0j,0j,0j,0j,0j,0j,0j,(-0.05873016631991697+0.06508940965885213j),0j,0j,0j,(0.008432251810024589-0.026644332711941447j),0j,(0.0201573724953516-0.03149299467766936j),(-0.054811711395514585+0.05494492163472563j),0j,0j,0j,0j,(0.18345288025019904+0.06579968291627025j),0j,(-0.11813313560384542-0.0035048800110607237j),(0.24811199792641925+0.03751900044677176j),0j,0j,(0.12142804218522371+0.13871010160656988j),(-0.026158897234941164-0.08418224055132385j),0j,(0.04374686778725338+0.11827252020861898j),0j,0j,0j,0j,0j,0j,(-0.09883172405807802-0.16093995985389284j),0j,(-0.12245825285225968+0.04356927822132191j),(-0.06943466507013463-0.14113941566436528j),0j,0j,(0.20081525600639508-0.341301731040227j),(-0.13339582777903203+0.0501786602631j),0j,(-0.10811868031254293-0.15038041136703312j),0j,0j,0j,0j,(-0.16821522643215384+0.1894558240640798j),(0.14499037790591018-0.06833798972675416j),0j,(-0.047378278742929714+0.12424178493689271j),0j,0j,0j,(0.03124333987913554+0.042472261950966116j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.04585255259138728+0.11658044363938694j),0j,(-0.02411855129944566-0.10272470002167546j),(0.27183546032529976+0.016358588407503837j),0j,0j,(0.15561434756202872+0.14060951730167162j),(-0.11548813297209466-0.0045037543471171115j),0j,(0.1771685874192018+0.024971955753416j),0j,0j,0j,0j,(0.08417396826691412-0.05443522829482415j),(0.08451179485041212+0.18960694454738808j),0j,(0.08036096973467943+0.17450885890035545j),0j,0j,0j,(0.10394774444064306-0.047297498041729266j),0j,0j,0j,0j,0j,0j,0j,0j,(0.022749172420488906+0.04000225358952886j),(-0.02908235890645374+0.12269782213864741j),0j,(0.17797740630975104-0.03887165278236596j),0j,0j,0j,(-0.18856997651217042+0.16371386491426446j),0j,0j,0j,0j,0j,0j,0j,(-0.06270262917824834-0.03894357706263024j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
7.5,0j,0j,0j,0j,0j,0j,0j,(0.09334081100421067+0.04194107621953952j),0j,0j,0j,(-0.0860141736095039-0.041587165251037j),0j,(-0.09018667798561286-0.04950205931841678j),(0.09675794542508007+0.048868339771633386j),0j,0j,0j,0j,(-0.12967110533786336+0.07914993575433302j),0j,(0.2689163926038865+0.01544690841073601j),(-0.14216785615544603+0.2078138439209788j),0j,0j,(-0.14345871028422205+0.14492111063447033j),(0.14060745341996247-0.07427025658475324j),0j,(0.06908220756525724+0.09889730058698591j),0j,0j,0j,0j,0j,0j,(-0.019756605718163258-0.0665627132865578j),0j,(-0.10139968234369767+0.14163984985517802j),(-0.0844093743442928-0.03240020521191884j),0j,0j,(-0.40321064869098316-0.32430235556583287j),(-0.11836890114820459+0.15383942446830662j),0j,(-0.03168491826153142-0.0579519070253683j),0j,0j,0j,0j,(0.13274053662237198+0.05728875185382247j),(-0.01099881532612916+0.10537727707894107j),0j,(-0.03437214530451357+0.030508184914349916j),0j,0j,0j,(-0.08985979460430897+0.01142843770624562j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.0630322261293317+0.12280281475831459j),0j,(0.13248647392951832-0.10470988629192274j),(-0.13266430268765844+0.20938398031136018j),0j,0j,(-0.12621530846287604+0.1300651126339738j),(0.2645212590713466-0.009587116282779543j),0j,(-0.11254842312439581+0.0943559300278209j),0j,0j,0j,0j,(0.033185969280074945-0.08998231315531445j),(0.08806956290842026+0.01959922088507865j),0j,(0.09085658806930996+0.0266016748926271j),0j,0j,0j,(0.03174632974165159-0.11091545781962203j),0j,0j,0j,0j,0j,0j,0j,0j,(-0.10839676388019005+0.004443026144265023j),(-0.03398830597539925+0.012199678271229045j),0j,(-0.04301238478002985+0.09337590489279377j),0j,0j,0j,(0.1198738230260854+0.055607767087400034j),0j,0j,0j,0j,0j,0j,0j,(0.08847345686558072+0.0006524071141624996j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
10.0,0j,0j,0j,0j,0j,0j,0j,(-0.07415352007941078-0.09989637841333994j),0j,0j,0j,(-0.11588863613864611+0.06762790171585535j),0j,(-0.09790327638894789+0.06048040186666008j),(-0.0818865752830746-0.11452754399233878j),0j,0j,0j,0j,(0.008222673757022823+0.027274135892640047j),0j,(-0.14639103796886005-0.23089872609233547j),(0.014335869808110198+0.13498599153596685j),0j,0j,(-0.16349720109307864-0.044498950039506394j),(0.14496372681838146+0.019771283082455023j),0j,(-0.12163925315151636-0.047202806378958136j),0j,0j,0j,0j,0j,0j,(-0.14981426164293998-0.1050286248326846j),0j,(-0.15209295753203617+0.24330297633250886j),(0.09587924977497128-0.1530726988368884j),0j,0j,(0.08245090500136294+0.1120096273197587j),(-0.1398247651551389+0.22406349057187536j),0j,(-0.15811485108195616-0.09578080835262699j),0j,0j,0j,0j,(-0.19917744480019672-0.08828560861488234j),(0.06520577176678144-0.11279952404924423j),0j,(0.08226377284399224-0.043428341596730854j),0j,0j,0j,(-0.08008980210024612+0.0008510670738912478j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-0.1072770609838432-0.05630895930271024j),0j,(0.1282175399491605-0.001214262375339263j),(0.038910121037300016+0.12077711341824657j),0j,0j,(-0.17063569597682288-0.04593447483756176j),(-0.18138431318779288-0.22020084720867603j),0j,(0.029065019110261107+0.03388831797730072j),0j,0j,0j,0j,(0.18606120720579464+0.040897174358331005j),(0.10282145143608071+0.1953768731140269j),0j,(0.10797000006153849+0.20021817014563012j),0j,0j,0j,(0.19313921989053717+0.04971545756847838j),0j,0j,0j,0j,0j,0j,0j,0j,(-0.06475752308845849-0.008669382157663165j),(0.10579021862828523-0.04793041558120386j),0j,(0.06359067857231757-0.10112241132747035j),0j,0j,0j,(-0.19355687841279595-0.08938143239738541j),0j,0j,0j,0j,0j,0j,0j,(-0.04390136744258482+0.05766312655605523j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
12.5,0j,0j,0j,0j,0j,0j,0j,(-0.021090777084901126-0.03517697034097057j),0j,0j,0j,(-0.007415649884852725+0.024912233305837375j),0j,(0.004919944261405542+0.04734423038063358j),(-0.028926282786735463-0.04430932548306807j),0j,0j,0j,0j,(-0.014144328636987148+0.044030638478824005j),0j,(0.10146563704590547+0.039675098498613795j),(0.24419582320656352-0.03575176061720632j),0j,0j,(-0.05045520808444556+0.006261528802569857j),(-0.05346914869834492+0.08137731168139468j),0j,(0.051499562563125656+0.048080405247493636j),0j,0j,0j,0j,0j,0j,(0.007253090627942417-0.017716454667820788j),0j,(-0.22754978012973806-0.2192905372687976j),(-0.04478063160245944+0.011975590126530301j),0j,0j,(0.4285645298494791-0.47045821073600286j),(-0.22152438686700404-0.20264283662574978j),0j,(0.01029027732564951-0.029130028667934467j),0j,0j,0j,0j,(-0.18074667313712536+0.05333810985983106j),(0.12274587585943567-0.051583667026320605j),0j,(-0.06217323759087354-0.06527932830849176j),0j,0j,0j,(-0.09904617213282077-0.04811570844940881j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.05140560225916931+0.05288112589007845j),0j,(-0.031692365962195455+0.0713777675038292j),(0.24974397451403313-0.05984104062523822j),0j,0j,(-0.056626261815822886+0.05431496009271144j),(0.12122850289153932+0.021612866908040783j),0j,(0.0027444736648372346+0.03913724788485366j),0j,0j,0j,0j,(0.03238546942228807-0.009507057031561555j),(0.11620415692355436-0.031474342170378276j),0j,(0.12150134984444522-0.035699186907197915j),0j,0j,0j,(0.054858286058818526+0.006908733501577648j),0j,0j,0j,0j,0j,0j,0j,0j,(-0.08373919177664607-0.05261475862545929j),(-0.0563138484621286-0.06835932269906578j),0j,(0.13386112707324016-0.05371048544998784j),0j,0j,0j,(-0.1799417379764099+0.03750367339222789j),0j,0j,0j,0j,0j,0j,0j,(0.13070065717580187+0.06547802996709287j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
15.0,0j,0j,0j,0j,0j,0j,0j,(-0.012286639427271526+0.028005694518076742j),0j,0j,0j,(0.0731431697305394-0.035469994689039004j),0j,(0.08817552026514688-0.03151547278327825j),(-0.028199509483925727+0.03525870147854995j),0j,0j,0j,0j,(0.024233897125672525+0.06783046136025482j),0j,(-0.48097009271017516+0.08042368155956868j),(0.03243783446404455-0.2136181995846851j),0j,0j,(0.0384175018213488+0.037365505001440605j),(-0.05831213961165712+0.08515214202900115j),0j,(-0.08852757581595802+0.04323001941482145j),0j,0j,0j,0j,0j,0j,(0.11356132103595983+0.030230259803958652j),0j,(0.21475066174313098-0.17645151041369855j),(-0.08291977436353078+0.12652261081539104j),0j,0j,(0.0742658627760171-0.1534756206389116j),(0.2251825805278744-0.19640950196688592j),0j,(0.10964264046891661+0.04345247851233516j),0j,0j,0j,0j,(-0.024925526182271833+0.07707237966779606j),(0.053865812486833184-0.03824162023244759j),0j,(-0.0831914581299214+0.02344042602837928j),0j,0j,0j,(-0.11762098728218881+0.08045297554860384j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-0.07957512331819111+0.07059821171895776j),0j,(-0.04508201790727936+0.10886844664626215j),(0.0029444566180407555-0.20289315444870248j),0j,0j,(0.06009398924325954+0.019234406884119273j),(-0.4672138759268801+0.12392237308948821j),0j,(0.01925500637686388+0.08340421617142432j),0j,0j,0j,0j,(-0.05565891836279213+0.013886478801331759j),(-0.1097384819961176+0.00879632495631445j),0j,(-0.10810999672002401-0.00026065920540679736j),0j,0j,0j,(-0.037655927004103126+0.013821455031417552j),0j,0j,0j,0j,0j,0j,0j,0j,(-0.10578445789292+0.08973335704193774j),(-0.08355183808411362+0.019105866543900802j),0j,(0.07600398221897114-0.02077572834044453j),0j,0j,0j,(-0.01626605430766361+0.06568647109430732j),0j,0j,0j,0j,0j,0j,0j,(-0.049723914931103695+0.06284142232691958j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
17.5,0j,0j,0j,0j,0j,0j,0j,(0.05812472992654147-0.005836624282818793j),0j,0j,0j,(0.09250843418166976+0.005454469124510145j),0j,(0.09169742630884492+0.008099256857280728j),(0.0552023852652114-0.004200971844260298j),0j,0j,0j,0j,(-0.13726942167949607-0.0899984478436465j),0j,(0.08240576978625375+0.13515677296577014j),(-0.09463646667813488-0.035282441326111885j),0j,0j,(0.0881128276207495-0.030290968865961304j),(-0.16146716550586485+0.01501559538294158j),0j,(0.027053681824499225-0.10368513983393476j),0j,0j,0j,0j,0j,0j,(0.09768735700286973+0.04481330467681653j),0j,(0.18412095637299647+0.11849416276690779j),(-0.1728470874044305-0.10607559349332585j),0j,0j,(-0.23541645170005512-0.3038159798101121j),(0.17822514965960326+0.1374022321130956j),0j,(0.10664958490252707+0.04061654916820301j),0j,0j,0j,0j,(0.2366510284779672-0.0011288225578065247j),(-0.18159972980366634-0.12394626495876285j),0j,(0.042226279927407226-0.12595124113655198j),0j,0j,0j,(0.1286705136783065-0.019380019834227817j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.024126851589760783-0.0967281722823709j),0j,(-0.16308864505120393+0.03455455848423705j),(-0.11578525922362021-0.03143562221330068j),0j,0j,(0.10475826138491966-0.043074767286294655j),(0.08633935837616852+0.1295255810960083j),0j,(-0.11734643293400723-0.0735002676660751j),0j,0j,0j,0j,(-0.18060520775563113+0.05247496531348545j),(-0.043462469074895566-0.14649268232436335j),0j,(-0.04284182206106598-0.1347860244805556j),0j,0j,0j,(-0.18381200972777684+0.04835824493311911j),0j,0j,0j,0j,0j,0j,0j,0j,(0.1369921295251959+0.004385289585174392j),(0.02547894482099418-0.12691504445556548j),0j,(-0.19979606517015114-0.1602639907297959j),0j,0j,0j,(0.25830302258681664+0.019024176521069913j),0j,0j,0j,0j,0j,0j,0j,(-0.1571089941771832-0.02723905905065302j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
20.0,0j,0j,0j,0j,0j,0j,0j,(-0.14869381845680557-0.03384969764990637j),0j,0j,0j,(0.017484780132780833-0.02763256956437791j),0j,(0.012980202407315332-0.019621019197809807j),(-0.15397557067873674-0.026757745384654398j),0j,0j,0j,0j,(0.15188328878821827-0.1078018970100914j),0j,(-0.3174425370055604-0.036816331154918384j),(0.1729670531498567+0.11023468130118799j),0j,0j,(0.14430337489132294-0.2178242497664733j),(-0.1557266540579191-0.0249722041274707j),0j,(0.008746967094415197-0.03669330528002816j),0j,0j,0j,0j,0j,0j,(-0.0354940297875565+0.06514559725513505j),0j,(0.18721409467887906-0.16107355250801003j),(0.024277214794113742-0.1821022148835032j),0j,0j,(0.2596326464833687+0.016368260859841468j),(0.1812765124624072-0.17715986664728975j),0j,(-0.05201112990397166+0.05816740589798697j),0j,0j,0j,0j,(-0.003016492567058368-0.14579600172141577j),(-0.048932870577918085+0.037696801806353576j),0j,(0.08509795779986967-0.04383814466964846j),0j,0j,0j,(0.00977387202837348-0.050243808308397496j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-0.010768944130533479-0.0687932316070538j),0j,(-0.14304291672734537+0.01504341479510241j),(0.17612222822490506+0.10092147032658083j),0j,0j,(0.1260652529821736-0.22236883988283926j),(-0.3161590801829431-0.00028821878014324495j),0j,(0.13279178126041902-0.11504345376565757j),0j,0j,0j,0j,(-0.07002215656599609+0.06015694508040719j),(-0.01303635816784793+0.20836001504426652j),0j,(-0.016354745506300755+0.20199551106621072j),0j,0j,0j,(-0.06736302449598171+0.06428688135632195j),0j,0j,0j,0j,0j,0j,0j,0j,(0.017815345432186103-0.05711413024894757j),(0.1019408108976889-0.03006228810783127j),0j,(-0.04547710511664819+0.037374472600553155j),0j,0j,0j,(0.026559911743595427-0.13252506419925647j),0j,0j,0j,0j,0j,0j,0j,(0.009176475044247748-0.02598182560453773j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
22.5,0j,0j,0j,0j,0j,0j,0j,(0.03819464188587004-0.12250376041172019j),0j,0j,0j,(-0.18854777133602502-0.04162767304024935j),0j,(-0.1798893526713444-0.04714713590780524j),(0.04118567684810053-0.12696766241446014j),0j,0j,0j,0j,(0.04340608166044312-0.020995662814159013j),0j,(0.15650853793516592+0.05910910831412468j),(-0.032006254205369365-0.0013861489592085358j),0j,0j,(0.12567405446633673-0.09784463659347499j),(0.051963119205516835+0.15802974410811227j),0j,(0.1011947912401895-0.07007019551897666j),0j,0j,0j,0j,0j,0j,(-0.1693025588105282-0.06362208013880419j),0j,(-0.25490731731456895-0.16154013604301604j),(0.06197391716237238-0.000588514980948418j),0j,0j,(-0.29817189574268277+0.27082722316722296j),(-0.25299093195473465-0.16086316258489455j),0j,(-0.17886626718291337-0.06544226068680442j),0j,0j,0j,0j,(0.1988181307713529-0.17982798367486846j),(0.003977828645062881+0.029221876987226933j),0j,(0.09784270946096069-0.03833319221361478j),0j,0j,0j,(-0.07530295775433649-0.0813078477748506j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.10216054344349837-0.07952094230455718j),0j,(0.08200889059481005+0.12546045814676232j),(-0.017944278107187205-0.00599428345463443j),0j,0j,(0.11714441008774353-0.15569178250760515j),(0.16057697869248086+0.026072120537323155j),0j,(0.06921563190706806-0.022001235203606844j),0j,0j,0j,0j,(0.024570088085001884+0.1776275384612335j),(-0.04679952341654232-0.09305534459535046j),0j,(-0.04594577428282645-0.08633438550133136j),0j,0j,0j,(0.02466064529758312+0.1560924570399075j),0j,0j,0j,0j,0j,0j,0j,0j,(-0.05615472630911304-0.08942337807651432j),(0.09986692794852105-0.02628983753469205j),0j,(-0.02850601003819868+0.02297944552856167j),0j,0j,0j,(0.21503482211388408-0.15804373599854557j),0j,0j,0j,0j,0j,0j,0j,(0.013436815160385565-0.02898867165726126j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
