,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
25.0,0j,0j,0j,0j,0j,0j,0j,(-0.04344642795526514+0.005161429599674822j),0j,0j,0j,(0.028506708560465135-0.011607435598420908j),0j,(0.045979028663384915-0.024431462038973794j),(-0.06281707016697327+0.017603679391530028j),0j,0j,0j,0j,(0.09090124830132454-0.0826310168689493j),0j,(-0.03338482494817409-0.012110142595578195j),(0.09118058748849511-0.2501020186811581j),0j,0j,(-0.12297929468024248-0.03184676662964833j),(0.0015247412654823232+0.08507385897380979j),0j,(-0.015427007343220608-0.0382834678951766j),0j,0j,0j,0j,0j,0j,(0.038827621442482294+0.09481521011802405j),0j,(-0.35830795537384985-0.0750692601828647j),(0.1211026834622011+0.21474205044341912j),0j,0j,(0.26717876723529943-0.18685300821365675j),(-0.3423602899710833-0.08501395425757435j),0j,(0.028405528374869614+0.11798189091173258j),0j,0j,0j,0j,(-0.008216683150598224+0.21243360965017577j),(0.0661250330408366-0.05771461905851259j),0j,(0.04729223371814336+0.0037717250265048713j),0j,0j,0j,(0.01676781243591281+0.028370544436807078j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-0.021705781962428002-0.03631397039326948j),0j,(0.010469623543714043+0.07484961717232941j),(0.05541158190126654-0.2508835722910967j),0j,0j,(-0.10574173346538387+0.008785778896698739j),(-0.02546882289871783-0.021601066282187827j),0j,(0.07643446019221775-0.08519564274415739j),0j,0j,0j,0j,(-0.12945562378526826-0.1321848528871803j),(0.04290049717352495-0.24917376880189587j),0j,(0.03625372696885146-0.25310556011582075j),0j,0j,0j,(-0.10808202438064417-0.1598240722634379j),0j,0j,0j,0j,0j,0j,0j,0j,(0.01425980202206717+0.021258914960567702j),(0.03600967062929831-0.004064064498031008j),0j,(0.05118134660178321-0.05288103042938458j),0j,0j,0j,(-0.04078882792079638+0.2286504548540067j),0j,0j,0j,0j,0j,0j,0j,(0.09897147251896125-0.0009117612184501508j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
27.5,0j,0j,0j,0j,0j,0j,0j,(0.07506724589961672-0.014201680079798138j),0j,0j,0j,(-0.044713671355378015+0.06950783203217391j),0j,(-0.040350708643933295+0.07048723989328781j),(0.08397677949556089-0.02640330310529687j),0j,0j,0j,0j,(-0.1263032142531562+0.04485858365886308j),0j,(0.487007996208746-0.048379012245250166j),(-0.03215529759661689-0.02843069378581725j),0j,0j,(-0.06587809150559151-0.01844582558190999j),(0.05280292383165666-0.053345103975765126j),0j,(0.05277072332855151-0.10683316742884072j),0j,0j,0j,0j,0j,0j,(0.046242523602817553-0.026160225650213403j),0j,(-0.03801938276813694+0.017830258857748683j),(0.07685826703993019-0.13208946605239527j),0j,0j,(0.0636985593698382+0.4461854611190673j),(-0.04598801013068651+0.04488366196024702j),0j,(0.03098869540517938-0.03623560850257352j),0j,0j,0j,0j,(0.006233677755558057+0.0048696809492350624j),(0.01687300117630182-0.04964708174916703j),0j,(0.016909069310340183+0.05859343227624228j),0j,0j,0j,(0.10024346204252015-0.020013326029061574j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.03840220058910919-0.10448551456482849j),0j,(0.05022088294623891-0.0701613747430734j),(-0.02775296139978702-0.027246910183535394j),0j,0j,(-0.0594944173586863+0.00878106487462424j),(0.47760708283967357-0.08706511025298742j),0j,(-0.1122593253265327+0.03220809171493576j),0j,0j,0j,0j,(-0.02384658984088306-0.0035092408649353563j),(-0.11542925666463041-0.17156560250259334j),0j,(-0.11349258372386138-0.16067982004475045j),0j,0j,0j,(-0.017165168096631774+0.006353137955694168j),0j,0j,0j,0j,0j,0j,0j,0j,(0.08994419545836364-0.00598331126536809j),(0.008930255120614895+0.07420533027525922j),0j,(0.004370915079212293-0.02591637839745936j),0j,0j,0j,(0.006698724906927931+0.019180074940852304j),0j,0j,0j,0j,0j,0j,0j,(-0.09016997660052525-0.23467716403488248j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
30.0,0j,0j,0j,0j,0j,0j,0j,(-0.01281631145308804-0.04663103754339417j),0j,0j,0j,(-0.10763495728612688-0.052881722934181995j),0j,(-0.10033866577637303-0.0584571387095181j),(-0.0009775898590391567-0.04435742323172144j),0j,0j,0j,0j,(-0.07426678399207183+0.13296241217377977j),0j,(0.12402499467014529-0.07275378137105759j),(0.10004657134587254-0.03786980533009027j),0j,0j,(-0.06827202518774926+0.027113555158805848j),(-0.0537880116398245+0.06695968661821669j),0j,(-0.03376279413185655-0.07342996427675835j),0j,0j,0j,0j,0j,0j,(-0.0947829085524423-0.22067146199485507j),0j,(0.1029506958661288+0.02150760561902747j),(-0.06723509704868075+0.041810242405922994j),0j,0j,(-0.55741793069224-0.19650512259133462j),(0.1180512660962361+0.023695989898362774j),0j,(-0.09116813507380842-0.22673989538250153j),0j,0j,0j,0j,(0.14492514798495218-0.09576138143280985j),(-0.24725444261226626-0.009591745592782995j),0j,(0.08041710304085722+0.04908875395112261j),0j,0j,0j,(0.029422408270741246-0.06208562658882829j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-0.0076347627944276086-0.08989068609322495j),0j,(-0.052069323854953706+0.08069450356706928j),(0.1180878662017141-0.022078672757218754j),0j,0j,(-0.045323101461571286-0.006236546384974173j),(0.11226443018430315-0.08134541172884688j),0j,(-0.0570161052266794+0.1312183520317684j),0j,0j,0j,0j,(-0.0766586563786564+0.20297275091994949j),(0.04343647491455975-0.0041042971683730965j),0j,(0.04571480150551453+0.010708701073138063j),0j,0j,0j,(-0.07709817353631944+0.19093098347324544j),0j,0j,0j,0j,0j,0j,0j,0j,(0.052991451390905026-0.061470969582750376j),(0.07643639766125508+0.0727624126177112j),0j,(-0.2501440455048218-0.00678474786072638j),0j,0j,0j,(0.15207633109644886-0.08301425056871103j),0j,0j,0j,0j,0j,0j,0j,(-0.10657539487222348+0.027845071939454458j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
32.5,0j,0j,0j,0j,0j,0j,0j,(0.12450350005255928+0.07356266532663848j),0j,0j,0j,(0.005909884201617709-0.05886568053444893j),0j,(0.010636181970597777-0.0731249218865493j),(0.1236447830734853+0.0651212189040719j),0j,0j,0j,0j,(-0.17038303534801527+0.0815883960008629j),0j,(0.09825414670763657+0.17640140572774216j),(-0.25399598678078394-0.22539966677305595j),0j,0j,(-0.13296022808015892+0.020421832987869475j),(0.11204313454886325+0.094864738145441j),0j,(-0.0718514946062256-0.08449637515864125j),0j,0j,0j,0j,0j,0j,(0.10596350267309251+0.008252486869652974j),0j,(-0.0967903743321264+0.026904393526760148j),(0.1733435125472656+0.385724102121681j),0j,0j,(0.02435320189118621-0.004459231523788132j),(-0.09164474618425664+0.01740008235336959j),0j,(0.10446534522447239+0.006764534150072662j),0j,0j,0j,0j,(0.04936684816230395+0.0424662422503882j),(0.0020014280752564447+0.08696837429845393j),0j,(0.03798934508552183+0.08074576897438045j),0j,0j,0j,(0.09258169770447716+0.12765275411203644j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-0.050019217818099856-0.0697577660392962j),0j,(0.10814447225291782+0.08128782040414834j),(-0.2918798414140595-0.21148634029712332j),0j,0j,(-0.12416434373851531+0.03756693830321739j),(0.10346483410188848+0.16136205971604395j),0j,(-0.16406076534992473+0.11469512555403259j),0j,0j,0j,0j,(-0.0668962007641923+0.016789670966216065j),(-0.040073994302113086-0.254028584045142j),0j,(-0.04232585115927086-0.2402341418621973j),0j,0j,0j,(-0.08038745001399258+0.02195541401569511j),0j,0j,0j,0j,0j,0j,0j,0j,(0.08786189948537257+0.1504181679793484j),(0.012939169433513469+0.078827971275953j),0j,(-0.023384901587707747+0.07230597259331005j),0j,0j,0j,(0.026156136933775036+0.07381175716587458j),0j,0j,0j,0j,0j,0j,0j,(-0.06270294719516778+0.05098433332577615j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
35.0,0j,0j,0j,0j,0j,0j,0j,(-0.003305023910494557+0.10715797122052811j),0j,0j,0j,(0.1019372676019649-0.09105474596659523j),0j,(0.1119234704640643-0.09495224117205549j),(-0.002562438915896905+0.11443882418028148j),0j,0j,0j,0j,(0.055202500038101544+0.07299192582311671j),0j,(-0.13809825974059492-0.09555803597198512j),(-0.11180271919789207+0.031260880847313426j),0j,0j,(-0.10140836913605099+0.12964328348366655j),(0.06021046821488515-0.01193801046626719j),0j,(0.01766187491059146+0.07187357228068285j),0j,0j,0j,0j,0j,0j,(0.06351576253206284-0.11164725389543761j),0j,(0.0005929278677611294-0.030572390955908035j),(-0.015008988615638309-0.006052189112734748j),0j,0j,(0.3181730203404563-0.47397534778195377j),(0.009664547585008731-0.05093188399301954j),0j,(0.05259777395482171-0.12420671777018505j),0j,0j,0j,0j,(-0.13324745629601834+0.20391278559710585j),(-0.057474465377550917+0.039788494291643335j),0j,(-0.08078789239090962+0.06183845108186076j),0j,0j,0j,(0.019791880266666055+0.11504719129553988j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.025795586304684256+0.0680885648945319j),0j,(0.0752517536163704-0.0035248671180591147j),(-0.11865192939879526+0.0362399815090358j),0j,0j,(-0.03830994286462217+0.15800963879577654j),(-0.13079353664999688-0.0811182250285032j),0j,(0.04355923246850091+0.08178100031095292j),0j,0j,0j,0j,(0.06131535717132686-0.016929019738775475j),(0.23237816652463508+0.24761665900476457j),0j,(0.2298976115535555+0.23622062230085172j),0j,0j,0j,(0.07318189421399236-0.014283125907044777j),0j,0j,0j,0j,0j,0j,0j,0j,(0.016230683929827086+0.10586422439919485j),(-0.0707535185546855+0.03958553340817672j),0j,(-0.040431307416544486-0.007588120022928331j),0j,0j,0j,(-0.14320586984620823+0.17848216219524907j),0j,0j,0j,0j,0j,0j,0j,(0.07318429870268081+0.004355191747880904j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
37.5,0j,0j,0j,0j,0j,0j,0j,(0.09971602371981993+0.02403729985943519j),0j,0j,0j,(-0.14766485886711772-0.11547646577076254j),0j,(-0.15221336429858914-0.09799683364169384j),(0.10364127561833272+0.011065327778582969j),0j,0j,0j,0j,(-0.15646612530663123+0.09516756761272643j),0j,(0.2205433235446969+0.01524744650134225j),(-0.0394662013139751+0.06621055416227088j),0j,0j,(-0.04788622060309393-0.04557176363935454j),(0.06255174725086333+0.05404184465647362j),0j,(0.00025936362402282503+0.08086289465274302j),0j,0j,0j,0j,0j,0j,(-0.019669866170732492-0.17544913527928252j),0j,(-0.03642174848801442+0.3739803305962629j),(0.09726363119616012-0.06395264539499523j),0j,0j,(-0.3073953278741081-0.1971872351629923j),(-0.035213717774041906+0.383861893139058j),0j,(-0.012018785737674273-0.19849792464235302j),0j,0j,0j,0j,(0.015143981503185022-0.06328438247636786j),(0.01871358581154356-0.03591112243422101j),0j,(-0.03231111878471911+0.06118190454478369j),0j,0j,0j,(-0.0909974535587091-0.12665386066237458j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.013541816273978657+0.08491418226198816j),0j,(0.03501401134165247+0.04026985688102779j),(-0.028140154602842356+0.08212299898943137j),0j,0j,(-0.025805233717883-0.06422468577465494j),(0.190950728572196-0.013369694389990553j),0j,(-0.1556387976589334+0.11472065493094248j),0j,0j,0j,0j,(0.06893004772244861+0.11996609585590538j),(-0.07842722817905037+0.18150119178277624j),0j,(-0.07936041950202909+0.19315058994967343j),0j,0j,0j,(0.07384873895253452+0.14194932232143087j),0j,0j,0j,0j,0j,0j,0j,0j,(-0.07909256205252536-0.11877506378703687j),(-0.024427041768521153+0.08257223189857113j),0j,(0.01722243412252378-0.030850684604750135j),0j,0j,0j,(0.03100455531671965-0.06572289914717942j),0j,0j,0j,0j,0j,0j,0j,(-0.025797156227305565+0.056542643470079756j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
40.0,0j,0j,0j,0j,0j,0j,0j,(-0.11927020367965149+0.01750419961698884j),0j,0j,0j,(0.011574524855124235+0.1187884016499634j),0j,(0.015406569328984291+0.1427061787208958j),(-0.11893940078930108+0.014253327277034584j),0j,0j,0j,0j,(0.11102664832760702-0.0020450823348788297j),0j,(-0.20263909014336257-0.20510563613999333j),(0.1471006644666007+0.10382318077141055j),0j,0j,(-0.028521549089686876+0.14489947184350804j),(-0.12087389820646866-0.0340619828606524j),0j,(-0.055616127968169934+0.02865365480167794j),0j,0j,0j,0j,0j,0j,(-0.062022854628856254+0.02323906053518001j),0j,(-0.2503716130691629+0.06875268501479445j),(-0.11646901176650543-0.07722265256322675j),0j,0j,(0.045058655976775684-0.3427276742000211j),(-0.23779731310969213+0.06961045263136592j),0j,(-0.05073050663891613+0.03177609633968559j),0j,0j,0j,0j,(-0.15195352120138012-0.046088068528037485j),(0.07871057702078507-0.019446569262867017j),0j,(0.030130199160970837-0.2148032817703009j),0j,0j,0j,(-0.104063827836668+0.07780844845282908j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-0.054172466511721494+0.022542923697429294j),0j,(-0.11744958358682808-0.03247511083190108j),(0.15538705181397658+0.08607661691428709j),0j,0j,(-0.029358592530861954+0.15419612092914525j),(-0.20909324178967265-0.20063880578579144j),0j,(0.12194867750064692+0.0029664119955599144j),0j,0j,0j,0j,(0.11138156607231878-0.012329325924926637j),(0.0826684287173004+0.193835412823605j),0j,(0.09554056088765465+0.18680985642045783j),0j,0j,0j,(0.10269419778431087-0.0033633422937984804j),0j,0j,0j,0j,0j,0j,0j,0j,(-0.10058236121844719+0.06013486058346435j),(0.04960295925192239-0.21949297475187318j),0j,(0.0939323796818479-0.039834873153212505j),0j,0j,0j,(-0.1327387793633082-0.07983386727259961j),0j,0j,0j,0j,0j,0j,0j,(0.018417297828855046+0.1066759300634718j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
42.5,0j,0j,0j,0j,0j,0j,0j,(-0.000530767708943912+0.10613330478674725j),0j,0j,0j,(0.026414590988888355+0.1324080074493446j),0j,(0.02468144529689722+0.14058039930592833j),(-0.0061326444176370565+0.09952654442705466j),0j,0j,0j,0j,(0.0920002301134282+0.049433976043715314j),0j,(-0.1177341524713671-0.1241223458914955j),(-0.036606712704307764-0.044573943123149044j),0j,0j,(0.08106738063931014-0.012489554971706639j),(-0.11530270911100621-0.01499125586823018j),0j,(-0.07798618355169872-0.05089626917548863j),0j,0j,0j,0j,0j,0j,(-0.006961956053120444+0.17908088672236294j),0j,(0.2762682487863772+0.014780111889938947j),(-0.029043157729425225-0.011845712165142394j),0j,0j,(-0.17697901338990862+0.3818825171008011j),(0.2705241163961414+0.030614301289223142j),0j,(-0.033368681306186906+0.19954604283539662j),0j,0j,0j,0j,(-0.038422297097517974-0.18576822066394588j),(0.1739704062896529+0.23260290799972877j),0j,(0.0568602171038036-0.10526400401600777j),0j,0j,0j,(-0.007073035240336968+0.020091371547328703j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-0.11670407324322515-0.0432400783465794j),0j,(-0.1172333171762144+0.010908067007606494j),(-0.051151520165258355-0.05491874502946127j),0j,0j,(0.05326853518535922-0.017244002100635904j),(-0.13819320885741135-0.09146188390118201j),0j,(0.08938592015625947+0.04449168812542457j),0j,0j,0j,0j,(0.026008429225812438+0.016421102327505863j),(-0.2297443540402798+0.004372157639487032j),0j,(-0.21327196769441598+0.0014514670264414997j),0j,0j,0j,(0.015287525631476288+0.0288793513948936j),0j,0j,0j,0j,0j,0j,0j,0j,(-0.023455441501499308+0.02657836406195553j),(0.08241051312410376-0.10222868854496736j),0j,(0.15788610029791794+0.266910083890163j),0j,0j,0j,(-0.011255358848231034-0.18328170505414876j),0j,0j,0j,0j,0j,0j,0j,(-0.07209675531685847+0.036790464196475615j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
45.0,0j,0j,0j,0j,0j,0j,0j,(0.04947713207929084-0.03817366751803069j),0j,0j,0j,(-0.08960136317025903+0.040427365742937496j),0j,(-0.10459150284998531+0.05107794484781703j),(0.05342402016647334-0.03699852833373245j),0j,0j,0j,0j,(0.1937589616389483+0.07425280486012276j),0j,(0.3157234134907976-0.11823462624642661j),(-0.0013162600549706596+0.17272159438651025j),0j,0j,(-0.028374949117327776-0.07540782614996457j),(0.09853462902840066-0.12244184252167829j),0j,(-0.03994344681171616+0.016205190786243297j),0j,0j,0j,0j,0j,0j,(-0.05273952962329661-0.09152914690993144j),0j,(-0.11365947177584515+0.07082598673096452j),(0.18354810000717087-0.13645999009463836j),0j,0j,(-0.20318351398795628+0.05798487970136121j),(-0.11840186191533564+0.08827477994190297j),0j,(-0.05550804380568458-0.08326043975833225j),0j,0j,0j,0j,(-0.1599617188779845-0.02626449267749484j),(0.1838385383058112-0.030779877779783395j),0j,(-0.0026253725782780027+0.11543088927027179j),0j,0j,0j,(0.015022077448530343-0.12926016399620752j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-0.043851872640965614+0.004887041346213008j),0j,(0.07265235518626592-0.1348578367926651j),(0.021503336744655058+0.2054581677118725j),0j,0j,(-0.044629340917934704-0.08630909141547263j),(0.2948103067116634-0.13723721397169136j),0j,(0.1796477335711458+0.04399414128262664j),0j,0j,0j,0j,(0.22998700067765362-0.008928095861120817j),(-0.11528340483843626+0.12572256730348227j),0j,(-0.11538132527821464+0.11888033627023942j),0j,0j,0j,(0.24388691155079384+0.0002966078859605037j),0j,0j,0j,0j,0j,0j,0j,0j,(0.021442691477065623-0.1508567389901327j),(0.00012645656132496963+0.1337478264082796j),0j,(0.1952823906433734+0.012603999317537428j),0j,0j,0j,(-0.14846369411692512-0.07320182500262434j),0j,0j,0j,0j,0j,0j,0j,(0.06553868971004058-0.04816910351095015j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
47.5,0j,0j,0j,0j,0j,0j,0j,(-0.06278232080659965-0.08664306798151741j),0j,0j,0j,(0.05251727050559855-0.07709258910093532j),0j,(0.048153994866639765-0.07844560472930304j),(-0.08054795117598047-0.0918371600717745j),0j,0j,0j,0j,(0.02973609637999762+0.05991201965829632j),0j,(0.107023951864018+0.026628748671153567j),(-0.002715642635238366-0.0007964968161306707j),0j,0j,(0.032342478184341564-0.27063051850498726j),(-0.12511644477774114+0.03718636778085029j),0j,(-0.10144262040957118+0.008092118953094751j),0j,0j,0j,0j,0j,0j,(-0.07717347841578229-0.007602842386923561j),0j,(0.16659487375564722-0.10655156092279792j),(-0.06259381841409008+0.01758651987807141j),0j,0j,(-0.03449888465260746+0.37582244407801607j),(0.17481200206213224-0.08679989176181277j),0j,(-0.08495198707033823-0.011713316164111011j),0j,0j,0j,0j,(0.05344647199461302-0.1700555067013891j),(-0.17956336930512423+0.008500989891839669j),0j,(0.15479320528025503+0.029402477470634j),0j,0j,0j,(-0.04442001513595728-0.12866454505416486j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-0.09333622441592848-0.0013790576232664761j),0j,(-0.13902818148153143+0.0741991514525882j),(-0.006100237132687512-0.018024055790564333j),0j,0j,(-0.0023636698331706216-0.2581741754198893j),(0.0967673747781537+0.036168745623304174j),0j,(0.020183709122783396+0.04004209855833521j),0j,0j,0j,0j,(-0.08239452451367074+0.07140228506275934j),(-0.2857640695598732+0.15451545986658036j),0j,(-0.28207494664104454+0.1642205912778077j),0j,0j,0j,(-0.06917113957190343+0.0643027502365263j),0j,0j,0j,0j,0j,0j,0j,0j,(-0.021663385698337256-0.12191666846923563j),(0.16863603989880444+0.05343400487861119j),0j,(-0.16597774921618835+0.008108399914312642j),0j,0j,0j,(0.07370535537087702-0.14340598071863808j),0j,0j,0j,0j,0j,0j,0j,(-0.13954809746662783+0.16618322114001713j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
50.0,0j,0j,0j,0j,0j,0j,0j,(0.0761020525287365-0.09136424738196225j),0j,0j,0j,(-0.12424609630305825+0.10089041666509121j),0j,(-0.12166737765780908+0.09264501521991994j),(0.058067579267723435-0.09438327684611195j),0j,0j,0j,0j,(0.046949722893579994+0.1149774797035358j),0j,(0.3064422378481657-0.10184676731867646j),(-0.1673920330039549-0.07856361807991138j),0j,0j,(-0.08650594058654641+0.018288996360170336j),(0.13492243057288258-0.01810311444819995j),0j,(0.003300025112731378+0.0335918769495514j),0j,0j,0j,0j,0j,0j,(-0.18029761796586097+0.05005868071437858j),0j,(0.045404928441626496+0.4453104626432706j),(0.03538124328670951-0.05237625668250577j),0j,0j,(-0.00996508476167643+0.06552327320532474j),(0.039595704814975465+0.45598581058337373j),0j,(-0.1911293213878122+0.04842254259828005j),0j,0j,0j,0j,(0.02939629472774131+0.0037921457435361565j),(-0.0847545335362543+0.02422147289567291j),0j,(0.04952235649017356+0.020852258983067008j),0j,0j,0j,(-0.04693161091571048-0.0003024498178039875j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.006741514357408759+0.023645994332079725j),0j,(0.09484671805783988-0.02714498722589561j),(-0.16225753075090193-0.06632541884505494j),0j,0j,(-0.10467244948917667-0.012991240318768076j),(0.2554270463323572-0.11300631129951173j),0j,(0.05681776854399403+0.10717111178289374j),0j,0j,0j,0j,(0.1527110340942714-0.003041371022113077j),(0.0026294707396400645-0.05572571198968808j),0j,(0.011047372248740795-0.048920926236311814j),0j,0j,0j,(0.16111162993096395-0.022140601457336054j),0j,0j,0j,0j,0j,0j,0j,0j,(-0.03673598711992246-0.01791405189348599j),(0.06620671738616206+0.02664725956045868j),0j,(-0.09834589772575347+0.02444770326657761j),0j,0j,0j,(0.032048225017800656-0.013714317704571138j),0j,0j,0j,0j,0j,0j,0j,(-0.022170191495933515+0.135146786308763j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
