,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255
0.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(1+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
1.87,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.011054517349462951+0.06820123538829367j),0j,0j,0j,0j,0j,0j,0j,(0.04347456200323939-0.039560419798492154j),0j,0j,0j,(-0.07568835274268294+0.07828866963316268j),0j,(0.047939972291951474-0.03061013358339523j),(0.014721077089146299+0.060255946036490156j),0j,0j,0j,0j,0j,0j,0j,0j,(-0.07571078267253926+0.07827154677049811j),0j,0j,0j,(0.02088377935991729-0.058178466359071764j),0j,(0.07643325636130201+0.12272261674433761j),(-0.14695563561326735-0.10038014088677318j),0j,0j,0j,0j,(0.041752178846699975-0.05419145272579453j),0j,(-0.10547623104611657-0.059389945666250575j),(0.06561200818796245+0.015151900963948828j),0j,0j,(0.0656659958658703+0.01518795725405638j),(-0.1477913538567932-0.10143591507541279j),0j,(0.0111303443141057+0.06798265573149467j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.04795639074469199-0.030622773858621277j),0j,0j,0j,(0.07660533365134699+0.12242579105848021j),0j,(-0.10571331483645016-0.05921686452200473j),(0.06596211904720953+0.01521637318895214j),0j,0j,0j,0j,(-0.10555520937128889-0.059130002309149374j),0j,(0.15912754428318984+0.1285439026821578j),(-0.11505944586484215-0.041476392967544094j),0j,0j,(-0.1149777739999344-0.04158347532608498j),(0.08833306634983408+0.12314797946106888j),0j,(0.04325860821582388-0.03955824097756407j),0j,0j,0j,0j,0j,0j,(0.06585534258603318+0.01496631209850555j),0j,(-0.11458681346089257-0.041652462072881265j),(0.030323590895805077-0.06397152357592731j),0j,0j,(0.08842818553427476+0.12292889954557504j),(0.0035148125693930214-0.07552726311905161j),0j,(-0.07583680567524133+0.07811475695228647j),0j,0j,0j,0j,(0.043315012819843804-0.03928842522511491j),(-0.0758785635847758+0.07817488224090222j),0j,(0.04763232421870945-0.030602966746817117j),0j,0j,0j,(0.014768345891701331+0.060423685251245134j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.014885013416921028+0.060393814736363356j),0j,0j,0j,(-0.14713568102588498-0.10062948452195543j),0j,(0.065739235398424+0.015054038384352623j),(-0.14766137257383483-0.10128411405027392j),0j,0j,0j,0j,(0.06571467887648363+0.015193992274586681j),0j,(-0.11500301908757908-0.041364268925151264j),(0.08816756222313857+0.12285086834867262j),0j,0j,(0.030084276046212315-0.06411698092147389j),(0.0034075748143831976-0.07574375868137374j),0j,(-0.07592520033465044+0.07817407532159847j),0j,0j,0j,0j,0j,0j,(-0.14792267500733516-0.10157430979823276j),0j,(0.08858343858652633+0.12304249810612637j),(0.003247670744544261-0.07588354597213062j),0j,0j,(0.0033388199840171775-0.07573983163555477j),(-0.385060979753412-0.10406077240171413j),0j,(0.020586426808273692-0.0580454054848969j),0j,0j,0j,0j,(-0.07615172812856026+0.07832016136673628j),(0.020584658696943123-0.058026079283992754j),0j,(0.0760125135464604+0.12234181276743582j),0j,0j,0j,(-0.14715760040108067-0.1005105556869611j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.011215083622640443+0.06791216392261379j),0j,(0.04338653917496946-0.03949460074122188j),(-0.07596692875923813+0.0781175717072171j),0j,0j,(-0.0757995925894083+0.07837369674133689j),(0.020719137090432677-0.0579771642088726j),0j,(0.04169220998517549-0.05422757486779963j),0j,0j,0j,0j,(0.047761484023452684-0.030532756904775554j),(0.07666080233486143+0.12251714090622279j),0j,(-0.1058409917043891-0.059244042047890896j),0j,0j,0j,(0.06580830840399879+0.015280275825062422j),0j,0j,0j,0j,0j,0j,0j,0j,(0.014955646824369059+0.060416984075868464j),(-0.14681395757062018-0.10055684846858902j),0j,(0.06601933187777553+0.015359616765755035j),0j,0j,0j,(-0.14778746911424928-0.10126884182562358j),0j,0j,0j,0j,0j,0j,0j,(0.011149617722018088+0.0679772744496268j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
3.74,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-0.049213260249341716-0.04078016647042936j),0j,0j,0j,0j,0j,0j,0j,(0.10342264929091258-0.07398921481807631j),0j,0j,0j,(-0.08842989878439965-0.003206839108444691j),0j,(0.10569356440749608-0.06891257174293701j),(-0.04639132572436538-0.031480126631512555j),0j,0j,0j,0j,0j,0j,0j,0j,(-0.08849083398064375-0.002909374615269791j),0j,0j,0j,(-0.06741548043650883-0.075564002462733j),0j,(-0.01727987715948722+0.04806399525484335j),(-0.014726441615859566-0.034377552769611346j),0j,0j,0j,0j,(0.0032727047211807154-0.06895443222142919j),0j,(-0.024199528239148053+0.010973084474803517j),(0.026106079845701013+0.03804950397315343j),0j,0j,(0.026198314515516012+0.038137710181137374j),(-0.01864623098037174-0.033139628207768036j),0j,(-0.0491548917108284-0.040660584435373404j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.10585123036820228-0.06881669717867328j),0j,0j,0j,(-0.01751180644593161+0.04800481230809084j),0j,(-0.02433104865869297+0.010765416255220945j),(0.026414310925489657+0.038169367498038245j),0j,0j,0j,0j,(-0.024259273381923175+0.010947734441260059j),0j,(0.4308294588961612-0.3115462762734217j),(-0.007084246353493543+0.043995440973694996j),0j,0j,(-0.006892970742656949+0.04414309393137583j),(-0.008105253872433464+0.035302950333078675j),0j,(0.10385048082011651-0.07396649913413972j),0j,0j,0j,0j,0j,0j,(0.025707707566024182+0.03851578291653254j),0j,(-0.006790363493134281+0.043965784921829426j),(0.00287065107015394-0.07976754781884023j),0j,0j,(-0.00791900051398492+0.03509229318824705j),(-0.07932738766075786-0.06363248731904143j),0j,(-0.0877656078913921-0.002935459717814833j),0j,0j,0j,0j,(0.10352584903436957-0.07390839345347223j),(-0.087962092503552-0.0029944943258236856j),0j,(0.10567164315012245-0.06914852229825133j),0j,0j,0j,(-0.04586769592746756-0.031781331331352164j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-0.04607051355653571-0.031468496876080554j),0j,0j,0j,(-0.014932815523606731-0.034467559510841635j),0j,(0.026280825019489876+0.03859899026411489j),(-0.019096294949260323-0.033074290248773966j),0j,0j,0j,0j,(0.02640120653316484+0.038475087656550784j),0j,(-0.007024139620582883+0.0441966771108332j),(-0.008005742938066607+0.03515049510053637j),0j,0j,(0.002810461802269477-0.0797604325704194j),(-0.0797158212121351-0.06345419193092525j),0j,(-0.08813382476063546-0.002945830460926078j),0j,0j,0j,0j,0j,0j,(-0.01873225442112227-0.032736218770516946j),0j,(-0.007832172961201336+0.03551181468886118j),(-0.07941651732734652-0.06323207452681792j),0j,0j,(-0.07931321984320866-0.06340918933882456j),(0.31995035179612485+0.48517907532821003j),0j,(-0.06751970117686315-0.0756555363003449j),0j,0j,0j,0j,(-0.08829993423167902-0.0027687136883742676j),(-0.0675027197806306-0.07593536379822426j),0j,(-0.01735850469402403+0.04789476621808088j),0j,0j,0j,(-0.014880645671970248-0.03451874109584623j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-0.049084442889541564-0.040436904014455426j),0j,(0.10391366034219217-0.07385772925556534j),(-0.08833634874155112-0.0029784134893904675j),0j,0j,(-0.08826731640424827-0.0032529592945084347j),(-0.06745675562908533-0.07574413819971818j),0j,(0.0032629364709568765-0.06859740237607638j),0j,0j,0j,0j,(0.10604165722260454-0.06895583565354003j),(-0.017243155578067028+0.04811036228005491j),0j,(-0.024154342012931863+0.010929560121962705j),0j,0j,0j,(0.02622335639613568+0.03824606034677655j),0j,0j,0j,0j,0j,0j,0j,0j,(-0.04638508267967008-0.03137858857397796j),(-0.01493231973436882-0.03407284158540481j),0j,(0.02618654286056813+0.03835278204877297j),0j,0j,0j,(-0.019036965802025872-0.03306062676021783j),0j,0j,0j,0j,0j,0j,0j,(-0.049166802624783325-0.04085618198421813j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
5.61,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.031164615908899417+0.028968785145513067j),0j,0j,0j,0j,0j,0j,0j,(-0.00760932329126282+0.007242174883585574j),0j,0j,0j,(0.09883449168209363-0.07764124398125992j),0j,(-0.011146172554802382+0.009872789297674503j),(0.025852747149048443+0.020176334438339917j),0j,0j,0j,0j,0j,0j,0j,0j,(0.0988729546391125-0.07798895944293247j),0j,0j,0j,(-0.14258121037219312+0.07540994914748793j),0j,(0.15830008678513965-0.07330558305102573j),(0.01753471634467879+0.026369098346505054j),0j,0j,0j,0j,(0.017972546062507824-0.06589893688681443j),0j,(0.0012011016018134025-0.04332016785525678j),(-0.03597240495932062-0.0015281150080522343j),0j,0j,(-0.035486321504228764-0.0013866014511935965j),(0.017026264000263285+0.0171562900762617j),0j,(0.03111481313060266+0.02846436524115045j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-0.010168219045411037+0.01061504968917361j),0j,0j,0j,(0.15826931116117812-0.07321006051494244j),0j,(0.0008278851391176211-0.043667041235300214j),(-0.03577063950063768-0.0024675759871241364j),0j,0j,0j,0j,(0.0006850959334350331-0.04383341521516499j),0j,(-0.2584464549098231-0.009626042436632981j),(-0.0027840614847151495-0.03433833059355109j),0j,0j,(-0.0021522794811712443-0.03414596293755059j),(0.14391223667075065-0.08227478842173216j),0j,(-0.007423566142599785+0.007414066628835835j),0j,0j,0j,0j,0j,0j,(-0.03616237479354347-0.0021702067770760346j),0j,(-0.002390208760936202-0.03498331674034325j),(-0.006820258251499573-0.08014628516570284j),0j,0j,(0.1435310233381633-0.08279530784223893j),(-0.136538195007812+0.08064402261558408j),0j,(0.0989781350626568-0.07776848167743423j),0j,0j,0j,0j,(-0.007659240137843971+0.008242880375995803j),(0.09825569753855369-0.07769834294157901j),0j,(-0.011240276938034316+0.010405317152042055j),0j,0j,0j,(0.02587231502378524+0.020734782257582095j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.025847597239091444+0.020771253348802542j),0j,0j,0j,(0.01704552171230365+0.025266370047644246j),0j,(-0.036254297457594266-0.0022408186911834376j),(0.01612007724857524+0.01620439788591287j),0j,0j,0j,0j,(-0.036176045956537846-0.0023136523870406975j),0j,(-0.0024405445181585354-0.03459531841589621j),(0.1434370020282787-0.08238634764951855j),0j,0j,(-0.0065324543874501284-0.0797742024328897j),(-0.13655873100216998+0.08026251622076767j),0j,(0.0982784787265482-0.07812247671134512j),0j,0j,0j,0j,0j,0j,(0.015817374170159375+0.016975217037709756j),0j,(0.1439435670320327-0.08202012545168416j),(-0.13644287183192624+0.08099156649413673j),0j,0j,(-0.13648122151082084+0.08123604845031128j),(0.3013461204798938+0.4651160981705091j),0j,(-0.14281935313859373+0.07590038322947507j),0j,0j,0j,0j,(0.09844012710683732-0.07808912824255915j),(-0.1422436949445207+0.07464382643923406j),0j,(0.15830597504737423-0.07244299025103677j),0j,0j,0j,(0.017600687901281952+0.026572276152418327j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.03114654483556533+0.028783261185759863j),0j,(-0.008079495585945685+0.007019964057857125j),(0.09832694970722543-0.07753796653678661j),0j,0j,(0.09744371996938021-0.0776828502315692j),(-0.14286381931402606+0.07501635081126443j),0j,(0.017888268045380972-0.06696777949738734j),0j,0j,0j,0j,(-0.01032174723936227+0.00942884385296922j),(0.15799498386092187-0.07286494370972722j),0j,(0.0006241892392442677-0.04339365717326286j),0j,0j,0j,(-0.035703205316800844-0.002016556590097698j),0j,0j,0j,0j,0j,0j,0j,0j,(0.025587244701812444+0.02078720482489792j),(0.017813613879896134+0.026820608407496144j),0j,(-0.036655026766840175-0.002472674210859212j),0j,0j,0j,(0.016121617049364573+0.01704649285171426j),0j,0j,0j,0j,0j,0j,0j,(0.030953042835447538+0.0289117785951966j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
7.48,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.023144924906652303+0.02757541358014854j),0j,0j,0j,0j,0j,0j,0j,(-0.08675196682188141+0.10117577603274082j),0j,0j,0j,(0.007385352564572801-0.027624038884261307j),0j,(-0.07990667833032102+0.10195366170150974j),(0.02762743378356493+0.01874722228464311j),0j,0j,0j,0j,0j,0j,0j,0j,(0.0059748212167450646-0.027593444554749054j),0j,0j,0j,(0.13205507787475398+0.08954520280871309j),0j,(0.11280703493463304-0.10283233653443047j),(-0.01446857046981124-0.10440377485813074j),0j,0j,0j,0j,(0.007892194525478357-0.054661417348495236j),0j,(-0.05570072812149214+0.009395524854254588j),(0.043366709303200385+0.05520234953676445j),0j,0j,(0.04224322510060965+0.05603679893499546j),(-0.024690964147026127-0.10320837239947844j),0j,(0.02279759131859992+0.02805580527233878j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-0.0804888585467767+0.10191269951906318j),0j,0j,0j,(0.1128099064445908-0.1024364750319277j),0j,(-0.05600452313298371+0.009327497960534508j),(0.04409190433710881+0.055379943812291j),0j,0j,0j,0j,(-0.05586576946255325+0.010174398423515325j),0j,(-0.015195884761062883-0.0475559366778557j),(-0.0443883118946498+0.03433372181131637j),0j,0j,(-0.04504587292345054+0.03358805836512579j),(0.11074885224356834-0.10984329700332036j),0j,(-0.08648627824096677+0.10085016436240066j),0j,0j,0j,0j,0j,0j,(0.04324436722523716+0.05501381899168709j),0j,(-0.04465847725202241+0.03338822999778045j),(0.0007204436595442819-0.05936445900703861j),0j,0j,(0.1110969060884685-0.11069346242575526j),(0.1558201736324195+0.06593835635454563j),0j,(0.006854084591913056-0.027686642263164706j),0j,0j,0j,0j,(-0.08617615675261106+0.10101238246773568j),(0.006653050666810442-0.02724123746332363j),0j,(-0.08031583803830361+0.10177400741409531j),0j,0j,0j,(0.027789372906008837+0.019488099711438677j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.027341383395711037+0.019113844342200023j),0j,0j,0j,(-0.014172050288555199-0.10376459027581349j),0j,(0.04432735034330336+0.055281658679229795j),(-0.02358871470627507-0.10361842792730888j),0j,0j,0j,0j,(0.043513703793409034+0.0551112344832211j),0j,(-0.04346360673353855+0.03284871913805858j),(0.11058837226873755-0.11059119561500073j),0j,0j,(-0.0002544351200526882-0.06012128413973243j),(0.15630234102764184+0.0654669812432938j),0j,(0.007355249567138899-0.02750230525639618j),0j,0j,0j,0j,0j,0j,(-0.024394015056522514-0.10359642980332477j),0j,(0.11146700917420052-0.1108730863792201j),(0.15645311203836032+0.06617550908061819j),0j,0j,(0.15645425676732475+0.06600188496185883j),(-0.45127357818381025-0.25256520285111894j),0j,(0.132225023393473+0.08953762080398225j),0j,0j,0j,0j,(0.005764162987311218-0.027678305700204166j),(0.1324253460678845+0.089598120798423j),0j,(0.11303306494901279-0.10242610000837857j),0j,0j,0j,(-0.014581982173332873-0.10407864817720931j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.021952316620932565+0.027716371823734938j),0j,(-0.0867535614383754+0.10066807509443998j),(0.006456737922351365-0.027430080279175498j),0j,0j,(0.007776600073867493-0.027391886941132548j),(0.13239629241344825+0.09025949926953139j),0j,(0.008995730274111453-0.05491665525169872j),0j,0j,0j,0j,(-0.08072288419423895+0.10193213737470025j),(0.11275334988764227-0.1032035533338226j),0j,(-0.055920704310915684+0.010619615314938392j),0j,0j,0j,(0.04397320880850687+0.05538802723687166j),0j,0j,0j,0j,0j,0j,0j,0j,(0.027051033795775663+0.019449264784531396j),(-0.013453745849580208-0.10435054349026966j),0j,(0.04347680896519168+0.05536593890912894j),0j,0j,0j,(-0.024447033764167823-0.10286219503374806j),0j,0j,0j,0j,0j,0j,0j,(0.022912813358040397+0.02743876055279857j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
9.35,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.002837300420534498+0.003947360115324733j),0j,0j,0j,0j,0j,0j,0j,(-0.03159269736328227+0.01221932373800664j),0j,0j,0j,(0.0022340092370017267-0.06604250001461803j),0j,(-0.03623331648749234+0.011912658893429455j),(0.005231392454041304-0.00313534815176332j),0j,0j,0j,0j,0j,0j,0j,0j,(0.0019665756331651647-0.06708052670934106j),0j,0j,0j,(-0.04052299431362411+0.06440810444867856j),0j,(0.07009304614240369-0.0025565763292903173j),(-0.0721096957061625+0.07355330612922696j),0j,0j,0j,0j,(0.07300607599391257-0.014766951861091837j),0j,(-0.0709464795551044-0.16775192630845442j),(0.05825190843683129-0.08479774544697749j),0j,0j,(0.05849945832708084-0.08532988370081498j),(-0.06697503043658593+0.0784804124583488j),0j,(0.003330199989458447+0.005219182402239514j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-0.03688968354659588+0.011353218214765612j),0j,0j,0j,(0.069369648454049-0.0031949311204523515j),0j,(-0.07025961177960895-0.16679093817215462j),(0.058689077655238904-0.0859877613230743j),0j,0j,0j,0j,(-0.07010695630296498-0.16704529986792677j),0j,(-0.2792534508331376+0.45128237163197654j),(-0.08771357430694837-0.17454533181836668j),0j,0j,(-0.08817284342555748-0.17390016342986192j),(0.08555901029163906-0.017653770289237113j),0j,(-0.030629731017170835+0.01292066044571408j),0j,0j,0j,0j,0j,0j,(0.06006291400556033-0.08549346018442104j),0j,(-0.08769830488760517-0.17369535727175928j),(0.09264343932479766-0.034602308899689946j),0j,0j,(0.08542548488282037-0.018108785905836266j),(-0.05628331876191381+0.08816197136138057j),0j,(0.0033536093906232126-0.06714849838776407j),0j,0j,0j,0j,(-0.03156952188138674+0.012632882098613124j),(0.0030750523873509144-0.06664938544035014j),0j,(-0.036114901079706246+0.011840578519458873j),0j,0j,0j,(0.006429254518744883-0.0032466985749726625j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.005380832495614284-0.002217961084596856j),0j,0j,0j,(-0.07228611293629117+0.07359242546090838j),0j,(0.05894068877444989-0.08554769866206066j),(-0.065988053310617+0.07801606162394291j),0j,0j,0j,0j,(0.05832057977106666-0.08478210931996664j),0j,(-0.08795085322457903-0.1741965858979835j),(0.08552109014910143-0.017798905250949366j),0j,0j,(0.09383785921373904-0.03555358337469431j),(-0.056134578413388925+0.08810964244878905j),0j,(0.002735928792071414-0.06694370648632497j),0j,0j,0j,0j,0j,0j,(-0.06673114493833912+0.07889353782881724j),0j,(0.08524854024175144-0.017313436744133347j),(-0.05637495893133312+0.08827657430170914j),0j,0j,(-0.0560722201064837+0.08864696738705294j),(0.25446576987412+0.0669158558520978j),0j,(-0.04016260059998773+0.06365122958579873j),0j,0j,0j,0j,(0.003261287610370486-0.06721814582401572j),(-0.04064402126085086+0.06393761839762409j),0j,(0.06955948794333976-0.0025521508308139957j),0j,0j,0j,(-0.07306763604946517+0.07475150796715332j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.0021016536867634154+0.004382622979241561j),0j,(-0.030651349332899053+0.013729976202759673j),(0.0033603686055574565-0.06711583396267937j),0j,0j,(0.0022822498856621552-0.0668641004894884j),(-0.04007868081040889+0.06440445744197823j),0j,(0.07521609946247855-0.015323114594499828j),0j,0j,0j,0j,(-0.03597999066777796+0.012706270913470532j),(0.06964352268049938-0.003067660674958496j),0j,(-0.07007129965849261-0.16679485250904594j),0j,0j,0j,(0.05765652863106095-0.08489361696655146j),0j,0j,0j,0j,0j,0j,0j,0j,(0.005378417098182013-0.002481921453776948j),(-0.07290437821258224+0.07416993358669977j),0j,(0.05912333599891738-0.08572268961370481j),0j,0j,0j,(-0.06628311821378693+0.07816875593240892j),0j,0j,0j,0j,0j,0j,0j,(0.0029459242815952397+0.004564552790831843j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
11.22,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-0.0551708055927151+0.024743576284532665j),0j,0j,0j,0j,0j,0j,0j,(0.03418191015003962+0.028332251620675056j),0j,0j,0j,(-0.012541443709425911+0.07234803192960287j),0j,(0.04370935788193971+0.029818279631431254j),(-0.0522054434889389+0.024142899621169087j),0j,0j,0j,0j,0j,0j,0j,0j,(-0.009669560655555952+0.07150434149615605j),0j,0j,0j,(-0.051868094517274956-0.06456745863899346j),0j,(0.010826900874581769-0.17014935515327997j),(-0.03608643297084962+0.05188872081963999j),0j,0j,0j,0j,(-0.06999414753647008-0.02350713172580924j),0j,(0.12344796225656306+0.15249612116571692j),(-0.06989861697205826-0.12092921102581967j),0j,0j,(-0.07111093188171515-0.12081249992102652j),(-0.03403459805126179+0.04644631320101104j),0j,(-0.05424927411169566+0.025128309794883823j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.04492220807240609+0.030452059264926105j),0j,0j,0j,(0.01186088121291026-0.1708443653506943j),0j,(0.12407302207385411+0.1519918780743725j),(-0.06747392330203072-0.12108980866281892j),0j,0j,0j,0j,(0.12387245897935081+0.1528479104456115j),0j,(-0.2650799726655559+0.012858702626005398j),(0.12550854390056304+0.12768144140791046j),0j,0j,(0.12410194888818446+0.12955420218925884j),(0.010112830268470834-0.15560599649631118j),0j,(0.03455445929052492+0.028248324349132513j),0j,0j,0j,0j,0j,0j,(-0.07055638286910687-0.12056363144317435j),0j,(0.12527575434720575+0.13003863293811294j),(-0.06401190526038666-0.01096065658033295j),0j,0j,(0.012500191554564163-0.15573935510403272j),(-0.03891668101983164-0.05891569833660755j),0j,(-0.00954533272521197+0.07203437880322545j),0j,0j,0j,0j,(0.0343130175621994+0.028070489531868276j),(-0.010233206916179089+0.0707059506151523j),0j,(0.044835245073263905+0.02908740057438773j),0j,0j,0j,(-0.05125271649465316+0.024273933532545425j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-0.05195383553310103+0.023635715917101313j),0j,0j,0j,(-0.03495215685934488+0.053444459115722695j),0j,(-0.06848884079163972-0.12125949742037795j),(-0.03295478784574871+0.04524964402006917j),0j,0j,0j,0j,(-0.06836695706997414-0.12217144765892099j),0j,(0.12514491546159784+0.12943187342078458j),(0.011056831767503066-0.1546164802728337j),0j,0j,(-0.06443263768834927-0.009692745102367627j),(-0.03972008901173884-0.05832302865181293j),0j,(-0.00968632878092291+0.07225676551318423j),0j,0j,0j,0j,0j,0j,(-0.03442456603125502+0.04639305460791435j),0j,(0.011298356681862371-0.15479511855816644j),(-0.0380403212976406-0.05842266850108461j),0j,0j,(-0.03798589281051279-0.05668268210597977j),(-0.16555316367939138+0.2557796961171869j),0j,(-0.05309608982380741-0.06251522331402887j),0j,0j,0j,0j,(-0.010767471222628677+0.07159138781370192j),(-0.0524429507230251-0.06417976371342261j),0j,(0.011731412911703043-0.17035174574003936j),0j,0j,0j,(-0.035680108917977314+0.05042298150605318j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-0.054174466278664415+0.025937731815813537j),0j,(0.03466610749680692+0.027362500214906965j),(-0.010360964208986795+0.07244445891181445j),0j,0j,(-0.010140900328676357+0.07220255161496515j),(-0.05213657853634792-0.061919790106466j),0j,(-0.06899951723854164-0.022440521434812264j),0j,0j,0j,0j,(0.04376104036687481+0.029875398358850787j),(0.012102658162518234-0.1709008790282187j),0j,(0.124644127399459+0.15109493580917271j),0j,0j,0j,(-0.06972798164376938-0.12184657208031112j),0j,0j,0j,0j,0j,0j,0j,0j,(-0.05257261352239687+0.02350942878316928j),(-0.03429628959985725+0.05387589443606504j),0j,(-0.06885248912325326-0.12121485962052482j),0j,0j,0j,(-0.034429741528773816+0.045814633403151464j),0j,0j,0j,0j,0j,0j,0j,(-0.05373899113315473+0.02462453258333603j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
