,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(1+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
1.26,0j,0j,0j,(-0.07936533419800981+0.08167850015543358j),0j,(-0.08781855057240166-0.0917669249028441j),(-0.010262861576767297+0.062014923529856665j),0j,0j,(-0.13058288540766827+0.11383205126365074j),(-0.1960831168630913-0.15368393236336436j),0j,(0.1732950976033108-0.3599231733300032j),0j,0j,0j,0j,(0.006318143782692152-0.03793549287584353j),(0.2619232607900354-0.16023282889776527j),0j,(0.4086065729806145+0.12247085375383875j),0j,0j,0j,(0.024339072917994337-0.45082827285770244j),0j,0j,0j,0j,0j,0j,0j,0j,(-0.02627662252770748+0.05542955164712995j),(-0.14877319985028106-0.196377050985349j),0j,(0.26191280741962747-0.16021770889943066j),0j,0j,0j,(-0.19607634005138597-0.1536809517267384j),0j,0j,0j,0j,0j,0j,0j,(-0.07657450949432182+0.08415685283784845j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
2.52,0j,0j,0j,(0.027276917956218033+0.2293046678511377j),0j,(0.22673926282214002-0.05931369557208279j),(0.20347682741499437+0.10096976657454561j),0j,0j,(-0.11666695297784609+0.3543038897941775j),(-0.14002433532768305+0.23998658255224756j),0j,(-0.2707278707830384-0.13586225448909958j),0j,0j,0j,0j,(0.30459178104241946-0.12284634191033295j),(0.11789225449767726+0.08979732885605074j),0j,(-0.187691384246141-0.07163991826481445j),0j,0j,0j,(-0.36149578537863186-0.02006287057535422j),0j,0j,0j,0j,0j,0j,0j,0j,(0.05953141556549362+0.19188825172833138j),(-0.15108119428701744-0.10148657835519152j),0j,(0.11792792233174826+0.08980560693244401j),0j,0j,0j,(-0.13998413451979524+0.2399841576916856j),0j,0j,0j,0j,0j,0j,0j,(0.12295227211135144+0.2074003641902807j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
3.7800000000000002,0j,0j,0j,(-0.10244987340558713-0.04026255322628045j),0j,(0.4221993043376067-0.21814481906064453j),(0.20561792375004187-0.18956607522382796j),0j,0j,(-0.055235382090951385-0.3180438806983488j),(0.0034280365437585336+0.30702484785116463j),0j,(-0.04605754621531093+0.004716645436321585j),0j,0j,0j,0j,(0.4126300838850725-0.20611874931120194j),(0.06353799936525648+0.00872539325105803j),0j,(-0.1157477923246956+0.1507476737202851j),0j,0j,0j,(-0.09964056579585709+0.05041029282883494j),0j,0j,0j,0j,0j,0j,0j,0j,(-0.16939702723370448+0.03235196356941153j),(0.08883892533676561-0.10574115665116729j),0j,(0.06354867448895844+0.008727738779369106j),0j,0j,0j,(0.003458943594799674+0.3070894234061013j),0j,0j,0j,0j,0j,0j,0j,(0.24248890940219486-0.1081970620668608j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
5.04,0j,0j,0j,(0.05623266839359335-0.3700610870742364j),0j,(0.42392297469192963-0.061866487165271024j),(0.21385613696687894+0.016359304047140158j),0j,0j,(0.2596894388795166+0.14624073333541543j),(-0.04676291270218114-0.24956612959872135j),0j,(-0.143241105626715+0.12987014556102666j),0j,0j,0j,0j,(0.3173850837554808-0.10436735108036888j),(-0.07995166382990343+0.037275951322150704j),0j,(-0.035921515505915484+0.008254881228681708j),0j,0j,0j,(-0.03324952284947141+0.146101638082682j),0j,0j,0j,0j,0j,0j,0j,0j,(-0.05503268456772431-0.3915654688153808j),(-0.12983776580047218-0.029166795197870153j),0j,(-0.07995909114248309+0.03736920048314878j),0j,0j,0j,(-0.046853320284990035-0.2495717630734553j),0j,0j,0j,0j,0j,0j,0j,(0.1823871147128664+0.1298420396068766j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
6.3,0j,0j,0j,(0.29140494957426377+0.005679585656238953j),0j,(0.03943823435161862+0.1452354700298985j),(0.11921166518061682-0.07558340882666226j),0j,0j,(0.17510681064503567-0.22217895955590491j),(0.0900011160248339-0.002023854995784901j),0j,(-0.1119864944543082-0.13310787669286395j),0j,0j,0j,0j,(0.06906265194301359+0.05926437512918774j),(0.05046842221388502-0.08775871607275816j),0j,(-0.3577264825069906+0.056055575607209654j),0j,0j,0j,(-0.14831319521708272-0.0584512131016554j),0j,0j,0j,0j,0j,0j,0j,0j,(0.2765306763592013-0.09627862229277244j),(-0.1043090639391478-0.6811952849217875j),0j,(0.05040895968237226-0.08784718272364772j),0j,0j,0j,(0.08995810179129296-0.001936366933688604j),0j,0j,0j,0j,0j,0j,0j,(-0.005540255992201903+0.0018393192771710106j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
7.5600000000000005,0j,0j,0j,(-0.18561869234516443-0.05704413323323908j),0j,(0.05884382960563431-0.024500886627222718j),(0.08582032173645378-0.039557924311454176j),0j,0j,(0.16662046572269115+0.12667814307953712j),(0.055138786648647964-0.021536638517373127j),0j,(-0.09464867442808098+0.05318925868287784j),0j,0j,0j,0j,(0.035360145208038374-0.005045560244333539j),(-0.3389162778089543-0.12099928147257824j),0j,(-0.48465362238104753+0.11959722884955326j),0j,0j,0j,(-0.055716075680663044+0.09611278541172133j),0j,0j,0j,0j,0j,0j,0j,0j,(-0.18381489787715816+0.03239310222557695j),(0.2707677000383158-0.5031869636445537j),0j,(-0.3388008490973218-0.12096396770598397j),0j,0j,0j,(0.05504485343474279-0.02149954273171183j),0j,0j,0j,0j,0j,0j,0j,(-0.012685224934344215-0.05883184743129882j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
8.82,0j,0j,0j,(0.23916841788583218-0.14020454714764263j),0j,(-0.0688400542721103-0.10253187718270694j),(0.042774323568206395+0.1250778988081022j),0j,0j,(-0.1955163378934824-0.04446922060255215j),(-0.07087492519201039+0.0951157326104021j),0j,(-0.3197382409894296-0.1463013744573346j),0j,0j,0j,0j,(-0.06748825145098321-0.22179569392675486j),(0.06011145932549761+0.12627693298566148j),0j,(0.08388941763913221-0.5936259673430483j),0j,0j,0j,(-0.3764211580828787-0.00876849481983484j),0j,0j,0j,0j,0j,0j,0j,0j,(0.13659296708910912-0.2310327939750458j),(0.07855004538634572-0.10837319170574582j),0j,(0.0600479807992747+0.1261632391284714j),0j,0j,0j,(-0.07086340065594429+0.09519637674887464j),0j,0j,0j,0j,0j,0j,0j,(-0.03513404262290128+0.1149263241059229j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
10.08,0j,0j,0j,(-0.1462434446404101+0.09121793586760046j),0j,(0.04559856327296764+0.08369863971643347j),(-0.11914299416222346-0.19132300436123956j),0j,0j,(-0.1258191936052641-0.013360456241579326j),(0.20143626557053473-0.4393399658080424j),0j,(0.21300668614260077+0.1984044833765366j),0j,0j,0j,0j,(0.02263634728556249+0.16025923348664395j),(0.18750000909635606+0.0534975640117482j),0j,(0.05412009407966906-0.087632224096942j),0j,0j,0j,(0.37847216524388916+0.09539111311445087j),0j,0j,0j,0j,0j,0j,0j,0j,(0.006687964778149695+0.1439383055628592j),(0.00500614040575411+0.07682318622339787j),0j,(0.18734838886895105+0.05343021085058056j),0j,0j,0j,(0.2015513912302407-0.4394361444165706j),0j,0j,0j,0j,0j,0j,0j,(-0.014345005140540448-0.22433672717535685j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
11.34,0j,0j,0j,(0.09346512872230207+0.0353394961236864j),0j,(0.07389006829497538+0.39532415616932004j),(-0.293795524699097+0.06913904859897123j),0j,0j,(-0.33395104999403286-0.10860437816350098j),(-0.245285550282965-0.18890850843149806j),0j,(-0.09230889827886893+0.13686177647538925j),0j,0j,0j,0j,(0.05225054760145434+0.35567280450519523j),(-0.11705653164656302-0.006595257582388457j),0j,(0.023100849734141893-0.28638728571318356j),0j,0j,0j,(-0.012972624962398361+0.09846588761953792j),0j,0j,0j,0j,0j,0j,0j,0j,(0.1152250039493306-0.06996229940035471j),(0.16026802815623303-0.034935530954334985j),0j,(-0.11714902562961688-0.006783136163510697j),0j,0j,0j,(-0.2453291965342651-0.18900265873826994j),0j,0j,0j,0j,0j,0j,0j,(-0.3039070409041695-0.09081250448279805j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
