,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,(1+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0.25,0j,0j,0j,(0.005609947584385063+0.001336834450948196j),0j,(-0.05095568178875464+0.11094160450628664j),(0.014468564073697492+0.005853493443688654j),0j,0j,(-0.8806006252701832-0.4046826036687718j),(-0.0509662992452361+0.11088769159309135j),0j,(0.005607192464150942+0.001402468103590431j),0j,0j,0j,0j,(-0.03496929406434839+0.11776826897300759j),(0.01482461698682874+0.004638663923152944j),0j,(0.014461488550187617+0.004581029776577967j),0j,0j,0j,(-0.034989334601140676+0.11780584895514673j),0j,0j,0j,0j,0j,0j,0j
0.5,0j,0j,0j,(0.02566951920088734+0.002787236371966092j),0j,(-0.10556917440408788+0.2014634417350577j),(0.05589154154313518+0.019646351791313736j),0j,0j,(-0.780551600057135-0.4086995772050044j),(-0.10559397995290325+0.20136588077771278j),0j,(0.02565422655020617+0.002866490628108842j),0j,0j,0j,0j,(-0.047089259720205306+0.22793312597493007j),(0.05776599282409092+0.014553606090488141j),0j,(0.057451185872615836+0.014426050690981894j),0j,0j,0j,(-0.047137222005324934+0.22799121500873593j),0j,0j,0j,0j,0j,0j,0j
0.75,0j,0j,0j,(0.029174769000484588+0.04835846491782787j),0j,(-0.3026520286195626-0.010535805587768659j),(0.026982321535480594+0.12075277404735407j),0j,0j,(0.02480497073273284-0.7484600900797653j),(-0.3025636105744148-0.010542233061358776j),0j,(0.029087917242323662+0.04837146893743009j),0j,0j,0j,0j,(-0.292588900460379+0.12518810330276964j),(0.04121198888420169+0.11873588642348692j),0j,(0.04125948549932141+0.11853614874914922j),0j,0j,0j,(-0.29264094340569297+0.12519318597011936j),0j,0j,0j,0j,0j,0j,0j
1.0,0j,0j,0j,(0.049007249818428314+0.07823647382169567j),0j,(-0.32973992580296274-0.0893322937605572j),(0.025893972490636054+0.19731924669644157j),0j,0j,(0.15305513127652154-0.5723399139456684j),(-0.32960444747635037-0.08934480177015172j),0j,(0.048908026037961856+0.07817755919388561j),0j,0j,0j,0j,(-0.34535311683038783+0.13664377844277997j),(0.054962902063981856+0.196370911460765j),0j,(0.05503561721131037+0.19622526565720805j),0j,0j,0j,(-0.34542232405865614+0.13662544741578292j),0j,0j,0j,0j,0j,0j,0j
1.25,0j,0j,0j,(0.08410536303897902-0.09488158108997685j),0j,(-0.10237128768848953+0.3319014625602803j),(0.26140089949973744-0.07827187750894787j),0j,0j,(-0.41729089427755256-0.12743904881822635j),(-0.10235731401025651+0.33173519431276877j),0j,(0.08405892666169637-0.0947413846746859j),0j,0j,0j,0j,(0.22457266456421554+0.31743838588262263j),(0.2521899139847835-0.12711899305175084j),0j,(0.2520586970135034-0.12723510748139155j),0j,0j,0j,(0.2245412651500629+0.31747245664050805j),0j,0j,0j,0j,0j,0j,0j
1.5,0j,0j,0j,(0.1509782942489113-0.028857515365485267j),0j,(-0.33109545482651265+0.06159283631847856j),(0.2893835362687397+0.16586374629969738j),0j,0j,(-0.05330953871833606-0.30133664680366257j),(-0.33093071791030826+0.06153832713753833j),0j,(0.1508367076591815-0.028810640010537257j),0j,0j,0j,0j,(-0.03340562461837088+0.37077556447821025j),(0.3334139005722315+0.10404603024416284j),0j,(0.3334527113476242+0.10392673858472443j),0j,0j,0j,(-0.03346350120453084+0.3707824302075809j),0j,0j,0j,0j,0j,0j,0j
1.75,0j,0j,0j,(-0.1317967097032015-0.10504756074140707j),0j,(0.11297572578966919+0.31979352664150035j),(0.004996337554421221-0.37172992170483404j),0j,0j,(-0.2099638222024786+0.06418721770335362j),(0.112882141505177+0.31962660913378804j),0j,(-0.1316623030860598-0.10495241583558716j),0j,0j,0j,0j,(0.2769469889463464-0.17686807474376787j),(-0.10106123542738124-0.38109271075419643j),0j,(-0.10113063953623805-0.38112032610079283j),0j,0j,0j,(0.2769927013781666-0.1768184286218471j),0j,0j,0j,0j,0j,0j,0j
2.0,0j,0j,0j,(0.1433001008684368+0.09119260394021905j),0j,(0.06303972728448001-0.37248732030948783j),(-0.07075431580180885+0.37602492697237344j),0j,0j,(0.16364829473507325+0.04108871579061821j),(0.06307547621320576-0.3722901533562184j),0j,(0.14318941037761476+0.09108150527008857j),0j,0j,0j,0j,(-0.21866804444147103+0.15750774321900277j),(0.06579529160228127+0.4050993683533271j),0j,(0.06580426110046822+0.4051713973563784j),0j,0j,0j,(-0.21870735900987745+0.15746364349630587j),0j,0j,0j,0j,0j,0j,0j
2.25,0j,0j,0j,(0.14922952259698802+0.06171808972985099j),0j,(0.25513814571770455-0.36581454445725886j),(-0.14833172226175909+0.33600730223151676j),0j,0j,(0.0928056157514145+0.0747627068537395j),(0.25508574023474007-0.3656144850102703j),0j,(0.14915698322753634+0.061621494528072175j),0j,0j,0j,0j,(-0.15397388008867907+0.14407010530725053j),(0.014542570411259989+0.3947838112871609j),0j,(0.014471072898794846+0.39486380430876844j),0j,0j,0j,(-0.1539707893315037+0.14404403975541807j),0j,0j,0j,0j,0j,0j,0j
