,0,1,2,3,4,5,6,7
0.0,0j,0j,0j,0j,0j,0j,(1+0j),0j
2.0,(-2.1122656411579934e-17-8.184026433440119e-19j),0j,0j,(0.5333221783988162+0.012934129863268584j),(-0+0j),(-0.3264244681681643+0.5513733531194931j),(-0.3523672704152726+0.4250552447666181j),0j
4.0,(-5.418571285641756e-18+2.788388436339937e-18j),0j,0j,(0.4681829334795372-0.49867059768739536j),0j,(0.03500542119353568-0.23726959773616607j),(0.46956582892100024+0.5041012463657536j),0j
6.0,(-1.635170535699783e-17-3.8442236655370144e-18j),0j,0j,(0.7067272915418497-0.24416138820206174j),0j,(0.4377786604368832-0.3072312201439191j),(-0.3818173753690888-0.09537329606546416j),(-0+0j)
8.0,(-1.6670598223380682e-17-1.3993111226207358e-17j),0j,0j,(0.38226350928230246+0.617428768991142j),0j,(0.21623912759722608-0.028324975107915082j),(0.39880688487296634-0.5157981472943742j),0j
10.0,(1.1860392736189396e-17+2.009406435563049e-17j),0j,0j,(-0.3354784614917503+0.05558750247220784j),0j,(0.6864138546100079+0.03454931365048064j),(0.6406915916606253+0.03899847362546921j),0j
12.0,(5.304493529404566e-18+1.9584832219096327e-17j),0j,0j,(0.2201300865979101+0.5370428405438589j),0j,(-0.23753074291908874-0.23778344524521963j),(-0.4696082850537355+0.5741375883353129j),(-0+0j)
14.0,(2.6137074222794377e-17-3.287106497518343e-17j),0j,0j,(0.19664634402861494-0.18937567128196736j),0j,(0.44867892764556705-0.6054606285663026j),(0.31308946448121555+0.5094572650188348j),0j
16.0,(1.0556132595151828e-17-7.251820270298064e-18j),0j,0j,(0.4952445310444008-0.7178651964855496j),0j,(0.3930404798157314+0.24687394965367274j),(-0.08739296768500524-0.1278175166133237j),0j
18.0,(-2.7633036638176274e-17-5.2933159763506396e-18j),0j,0j,(0.36414665305123467-0.5924611176466761j),(-0+0j),(-0.5616429482838072-0.39225400429426993j),(-0.20553950181002248+0.06953090753259046j),0j
20.0,(3.076261702602443e-17+6.445141330894337e-17j),0j,0j,(0.026297669599457354+0.10142321195780299j),0j,(0.45697334959369995-0.1379077175233826j),(-0.06162565173875556-0.8702763141130404j),0j
