3.7604777582966873e-07, 0.0
0.0008739030588691188, 0.1
0.0018546985220572632, 0.2
0.007909685519826714, 0.3
0.0064501223317043, 0.4
0.01976529739983126, 0.5
0.0016063361925039877, 0.6
0.003464581091087271, 0.7
0.007315412600466353, 0.8
0.07462168215535783, 0.9
0.03663143999097555, 1.0
0.0674594607961162, 1.1
0.056619126019619916, 1.2
0.17135376648607223, 1.3
0.13602524286957776, 1.4
0.2532786638228317, 1.5
0.25896687204991176, 1.6
0.3056182326806566, 1.7
0.20472604797849017, 1.8
0.3254611922344293, 1.9
0.40452100681395436, 2.0
0.21354786360994624, 2.1
0.4289709253831487, 2.2
0.31688331886176896, 2.3
0.3946928990981746, 2.4
0.6428579425956749, 2.5
0.7307719043716251, 2.6
0.6605469813853413, 2.7
0.7007690526533829, 2.8
0.6530938086526236, 2.9
0.6839317919561844, 3.0
0.7233894736550484, 3.1
0.691798451582096, 3.2
0.763428255447909, 3.3
0.7361184793499296, 3.4
0.7365067617183843, 3.5
0.7052412137638184, 3.6
0.7199983858695818, 3.7
0.7108603791411954, 3.8
0.7334175848445292, 3.9
0.6981374345534073, 4.0
