,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0.0,0j,0j,0j,0j,0j,(1+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
3.0,(-3.0814879110195774e-33+3.925231146709437e-17j),(3.0040469002606906e-17-2.1901457444503973e-17j),(-4.317317388543822e-18+2.3859623518568968e-17j),(0.31638970633569563-0.20602529771003095j),(-2.3900253092376415e-18-2.4323129457106406e-17j),(0.16804468026080394-0.5524706426872177j),(-0.15849303257983602-0.040146164737097194j),(5.44735249506578e-34+5.447352495065779e-34j),(3.4334891599694276e-17+1.778580319991234e-18j),(-0.15686714324183335-0.04377051657955113j),(0.5765208573953948+0.10306756737030617j),(1.0894704990131558e-33-1.089470499013156e-33j),(-0.31737894133034994-0.1643312974075531j),(-3.81141222213651e-33-4.985512352459729e-34j),(3.158894549361979e-33-2.071562496889973e-33j),(3.434577253370758e-17+3.4345772533707573e-17j)
6.0,(-1.471961680016039e-17-2.4532694666933986e-17j),(6.573650038827069e-18-1.0309194841460314e-17j),(-1.6416607268612618e-17+2.6381083358031775e-17j),(-0.23555407272956597+0.37265841577991515j),(1.6292042307945204e-17+1.2848143396664172e-17j),(-0.07277326522319735-0.15931809444704093j),(0.33582374522785335+0.1546663858785673j),0j,(-4.203060082803503e-17+2.0913242047001268e-17j),(0.3328627943578291+0.15167782740257435j),(-0.39884653811007326+0.5457894273951067j),(2.178940998026312e-33+2.1789409980263115e-33j),(0.20306564397600277-0.07910994162880819j),(-3.313540390153611e-33+3.644045080339833e-33j),(3.202669439221048e-34+1.7569690193595964e-33j),(-2.2079425200240586e-17+2.207942520024059e-17j)
9.0,(-3.679904200040098e-18+3.6799042000400975e-18j),(2.142134266197433e-17-2.6104883490354763e-17j),(-2.51074585454098e-17-3.0784319614582117e-18j),(-0.06389237570347234+0.10261817059334785j),(-1.4124530595000695e-17+1.5506574046349224e-17j),(0.4480163408159792-0.4051012753914817j),(-0.4205155908431916+0.1028572701394184j),(7.490109680715447e-34+1.429930029954767e-33j),(-2.5221494728312627e-17-2.988510290601003e-17j),(-0.4294851421923893+0.11041311113868205j),(-0.4722680279862942-0.014070349227025408j),(-6.809190618832221e-34+3.6769629341694006e-33j),(-0.061836495227577254+0.09716609832427191j),(1.2182342556008914e-33+6.571471753173104e-34j),(1.6886424247455133e-34+3.6428450481934425e-34j),(-1.1039712600120296e-17-1.839952100020049e-17j)
12.0,(2.4532694666933986e-17-1.471961680016039e-17j),(9.428107180493278e-18-3.4767615774654e-17j),(-3.811506546142404e-17+1.8873867238045226e-17j),(0.12178267173864181+0.32165347816326945j),(-1.6194667866211193e-17-1.1869940493461731e-17j),(-0.03716485793526478-0.4923953876441158j),(-0.34078833230148553+0.0824140035964703j),(4.766433433182558e-34+1.0213785928248335e-33j),(-1.3136573662674127e-17+8.18594790697613e-18j),(-0.3431285150648191+0.07398006007655605j),(0.19940530653831945+0.24887184160765127j),(1.3277921706722838e-33+1.6682517016138947e-33j),(-0.4961787742780278+0.2093837338121204j),(1.1641259358299397e-33-1.4695905868169744e-33j),(3.455413515100361e-34+2.7371817212426127e-34j),(7.359808400080193e-18-3.679904200040098e-17j)
15.0,(-1.717288626685379e-17-2.4532694666934e-18j),(1.540559681826301e-17+1.1203043073216384e-17j),(5.757274632857963e-18-2.77819094012492e-17j),(0.023950555178915138-0.07119870257924257j),(2.73351892875836e-17+7.409159282364448e-18j),(0.24309281838830302-0.18393762324565865j),(0.29333480768203035+0.04673901175133231j),0j,(3.1470711672678117e-18+4.206620848684531e-17j),(0.3001265979085317+0.04063223909801231j),(-0.5230043515405345-0.163495825917486j),(-5.447352495065779e-33+3.268411497039468e-33j),(0.6387804441243401+0.11475302696812373j),(1.7657332400984393e-34+6.760091884141867e-36j),(-8.815725728725441e-35+2.3026639610206494e-33j),(-1.962615573354719e-17-1.9626155733547187e-17j)
18.0,(4.170558093378777e-17+4.170558093378778e-17j),(2.13164671175498e-17+2.858725631801805e-17j),(-1.3778167638375866e-17+1.6614376661571073e-18j),(0.13523582032667864+0.04624273898257607j),(3.4745535495817463e-17-2.153375489315975e-17j),(0.3030600145432063-0.785447645670752j),(0.28160222499636506+0.16018276153856054j),(-2.7236762475328898e-33-1.6342057485197336e-33j),(1.0396072780374489e-17+2.249766694470007e-17j),(0.2768074989915448+0.17069813784301532j),(-0.16599133459089335+0.0974852930302233j),(-3.813146746546045e-33+4.902617245559201e-33j),(0.138070660219976+0.06293581475773799j),(-5.119387913087833e-34-2.6773969620151695e-33j),(1.5588823195422827e-33-7.640979251546745e-35j),(-1.7172886266853787e-17+4.170558093378778e-17j)
21.0,0j,(5.485069922948271e-17+1.349480451927021e-17j),(4.7271243144637604e-18+9.061985100018135e-18j),(0.5069455202599378+0.004237734571235996j),(-2.7672854974629032e-18-6.394588307796639e-19j),(0.20857279587721855-0.5896518428477359j),(-0.024882176016326127+0.2379741641405544j),(-1.089470499013156e-33-1.0894704990131558e-33j),(-1.0607536944131115e-17+1.826577692842462e-17j),(-0.01565598049996518+0.22251120981383848j),(0.4494897201365563+0.13975955395351888j),(2.1789409980263115e-33-2.178940998026312e-33j),(-0.12688913420751768-0.08434812760647246j),(1.0110724954524132e-33+7.179334660245271e-34j),(-1.5676577000465423e-33+5.544658849594207e-34j),(-6.255837140068166e-17+1.5946251533507096e-17j)
24.0,(9.813077866773593e-18+9.813077866773595e-18j),(5.913145915602572e-19-1.725897723765317e-17j),(-1.0548649707143197e-17+4.4458485520284016e-17j),(-0.09031612519161655+0.5486462953597763j),(4.6807970984063755e-18+5.136373381099474e-18j),(-0.01779681868785859+0.0459743403353865j),(0.05299260428831205-0.12191265985343591j),(-1.4980219361430893e-33+6.809190618832225e-34j),(-3.268423670922217e-17+1.5709711670375333e-17j),(0.029704604705608012-0.12728212793141572j),(0.25389837654908776+0.7521542331881916j),(2.4513086227796006e-33-2.723676247532891e-34j),(-0.11202386139299778-0.10438455528402364j),(2.5908654747807e-35-3.7311177599156314e-33j),(-7.104748211540683e-35+9.538688910359058e-34j),(-1.778620363352714e-17+1.83995210002005e-18j)
27.0,(6.133173666733495e-18+2.3306059933587286e-17j),(-7.302240241367278e-19+2.1888007607815377e-17j),(4.7435835932956535e-17+2.3685720127088092e-17j),(-0.0391605997511654+0.0771598807263465j),(-1.9018065287895957e-17+7.377829427862987e-18j),(0.028477918999187335+0.6458779779725089j),(0.13467579617347897-0.13127347033749195j),(-1.0894704990131558e-33+1.089470499013156e-33j),(-5.158133609857111e-18+3.985469507331275e-18j),(0.1471275704166257-0.14901200314085844j),(0.6927579904572622-0.10094514390321097j),(-1.0894704990131561e-33-2.1789409980263115e-33j),(-0.04620578621106876+0.0555294758437202j),(-7.3722118797472854e-34+9.786856703209953e-35j),(-2.645091242501431e-35-1.9924858074798127e-34j),(3.6799042000401e-18+2.5759329400280683e-17j)
