,0,1,2,3,4,5,6,7,8,9,10,11
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,4.216054050014811,6.127745840084873,5.982181402170758,4.168255845729888,8.047610893946693,1.6997503934492078,3.863623478856773,2.189535092099168,3.458936128145598,3.8674983935990106,-0.3539413310835911,-1.055024371870508
6.0,-8.528844981072977,9.393501356038334,-5.351093526074776,3.700281946010799,3.8489623420499406,24.5108474656552,17.214220814248513,-1.9053060877336752,0.6822459264150081,0.3598123603406069,8.776767542957968,4.508594501229771
9.0,-4.047002138255231,-12.478586163165646,-7.612186517218024,-27.47134745811113,3.884682379518945,0.6474948698092734,0.8928962996354648,-0.5256330647091397,-45.9958259373023,-4.033013407861466,-9.415778717967834,30.731608119190906
12.0,10.785939254938636,1.7351866619726026,-1.8483697581410805,0.7609961169912957,-4.55663187982766,-0.4410765157532672,8.612042208774437,-0.8486609787467603,5.381186011761394,-5.457682920480865,10.169905944807253,2.679726838952352
15.0,-1.4255542315981975,9.900001629147608,4.542545681795569,-3.321016828004624,7.712212864862183,2.147022105290416,-2.761015882328496,3.363811276429924,10.370547702475555,12.521567158634792,1.6520551296335495,-6.130120465871283
18.0,2.5498801057511726,9.676280944328337,4.964106723240596,0.4184708868320501,2.809407852795921,6.517372940207254,2.6418359250252554,0.78451947852886,5.69819732894812,1.889240207625717,1.4154959135955438,-0.6636365331754301
21.0,11.005741794299423,2.4139224338998457,1.622125864777755,5.551039767743766,6.22836452461951,-0.0760034173977925,2.217371607742084,17.529437830765364,7.406735634774506,7.154522504946109,1.35428337428303,0.7026048405408298
24.0,6.688726839110169,-9.77770091039697,-3.7685458945690327,0.4761577916035449,-6.418384979321102,6.519008052125191,5.1789700991834975,5.559023121647538,-1.349064557107773,3.605286402462947,-3.959577524083589,3.9961814595140175
27.0,5.216096946052426,4.935446583560609,7.820062407625758,10.162195061762448,-1.5291706562953225,-4.550876893659288,3.926638607508597,2.537080840212746,-1.4787561502398667,4.9959985312517725,10.841057126288565,-6.811111771019013
30.0,-4.783639835173345,-7.200276751847294,0.09307625211060902,-10.637397640311015,-6.999307292588724,6.399451938635663,9.241585973998493,-4.935197896678285,22.17764999960288,13.443023202149906,14.769009067825301,17.03822586282975
