,0,1,2,3,4,5,6,7,8,9,10,11
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,8.508017376176573,1.4132071952764953,0.6943194510705594,3.911254252717072,7.097818564091896,3.382956058347277,1.8904170327015235,6.061605792496516,4.361558180744341,7.892340066861462,7.562208887927294,-5.78806581115014
6.0,3.2591534294058686,2.730548225040208,4.354643860306141,3.8586870252707146,1.2907603962095318,0.5442471369731832,4.51711446551959,-1.3898986013853762,6.773435225528763,3.868982858527557,4.176281265138675,3.733581287263452
9.0,-0.409875849668686,2.676327891297504,1.565642773141881,9.036265882442942,-1.4724909246285722,3.1605033749282976,8.150165035847486,7.936869978595609,4.621021939878887,8.836989258422967,3.7465188474230087,-0.3531726386174113
12.0,4.482445601433862,3.615398678828341,9.625096450072997,9.657997005555917,5.689088640445977,4.614758865883119,-2.081230912452655,1.1574165943676462,3.28739244314926,1.2449035378621165,3.6384438246224176,6.64434881107286
15.0,-9.65834341478397,10.790638738190012,5.66036328272384,-4.708819438227565,10.188278029766389,3.623937689180549,4.212551120212953,2.493153498011839,-5.689577651590074,-1.8506379858264808,0.958398655533596,6.06225297198777
18.0,5.655256108933736,2.8479140340712426,3.951270340196849,5.939311063642745,7.058305984148269,8.501258819054147,5.9822952528891,6.0178313513946,0.2891347997085511,-1.0771767353521493,3.369652777678168,4.72819121488701
21.0,9.037562685972617,-2.07919693838546,5.270890581483048,4.362048258247429,7.612300091032648,4.844594605493207,-0.9166347306901091,-0.6633297275709336,0.7147090732073731,1.93865881284843,-0.7269259552911735,0.3198306666198921
24.0,4.084864949179407,8.963230022178518,11.884976991626564,3.1555324382660395,1.9425759482397675,-0.287961967608433,2.796156278025472,11.810484582912116,2.0065203334993664,-2.245664564153395,-6.547938448418446,1.3374732603368793
27.0,9.302643220386551,-4.706483050255125,2.6827030718938785,-1.1606685934215886,1.0846478174582634,2.1593069844232518,6.753759870768435,3.3926390366873087,10.18319703825936,-1.858763548952811,0.1653562389986255,-2.0610735427583324
30.0,-1.093611146745654,7.549329715792385,1.1451862456164215,3.4422620509839863,4.026513765475567,0.05990526484382291,3.5747781853441207,3.9815806275672867,5.154387930955403,1.241359653824346,0.32680597487538465,7.339224440761429
