,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0.0,0j,0j,0j,0j,0j,(1+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
3.0,(-2.943923360032078e-17-9.813077866773596e-18j),(-2.5783529534294562e-17+2.064569940721659e-17j),(1.2840132640282357e-17-3.7967369566229765e-17j),(-0.3820304031888679-0.035702435374339536j),(-2.3647156306457524e-17+2.992163810380804e-18j),(-0.47738942073042934+0.31677589305599835j),(0.09710805316493998+0.13834017513415067j),(-1.0894704990131558e-33+8.552847072295026e-50j),(-2.113446911429914e-17-6.0964882517310365e-18j),(0.09211909539079698+0.1292735381125903j),(-0.38217513963809674-0.44322249563978244j),(2.72367624753289e-34+2.7236762475328894e-34j),(0.1498853350606721+0.3252618892503812j),(-2.2028124899133157e-33-1.191422892537024e-33j),(1.392290522523727e-33-2.574195083722463e-33j),(2.4532694666933986e-17+2.4532694666933983e-17j)
6.0,(-4.170558093378777e-17-4.170558093378778e-17j),(-2.607064790422856e-17-3.411573995327236e-17j),(-4.05548058294554e-18-3.579527815510765e-17j),(-0.3482228503446335-0.27251896467939424j),(-6.925539937411596e-18+1.4993024610330263e-17j),(0.1638060160254049-0.06388752281378421j),(-0.1868340300171207+0.3177102370235158j),(2.178940998026312e-33+2.1789409980263115e-33j),(-9.786830810128292e-18+1.5477475675709497e-17j),(-0.1953115853747326+0.3208830200597781j),(-0.49890160469061523-0.4396095813810456j),(-2.72367624753289e-33-3.8131467465460455e-33j),(0.06911999703545381+0.22285418396164264j),(2.9492292634918256e-33-2.0369272955539425e-33j),(5.980648090815009e-34-8.14399019462089e-36j),(3.925231146709437e-17-3.925231146709438e-17j)
9.0,(8.89310181676357e-18-2.5452670716944006e-17j),(2.590146721459901e-17+4.370708495715865e-18j),(4.411821202569175e-17-1.0264263452293671e-17j),(-0.05985421443414222-0.08403987360483509j),(-1.9894144734852708e-17+5.028553770092295e-18j),(0.20886494270016273+0.5666777086388068j),(0.055198888390849715-0.4413834702127918j),(2.9960438722861785e-33-2.4513086227796006e-33j),(6.074213795529137e-18-2.344523837552978e-17j),(0.051433240616090475-0.4306299123768649j),(0.18581628912780995-0.43262192156699697j),(1.3618381237664449e-33+8.171028742598668e-34j),(-0.07320132882071026-0.10772624241272351j),(-1.3793672149831613e-33+1.0586564199813106e-33j),(-2.6563369200419454e-33-9.750675747765736e-35j),(-4.906538933386797e-18+9.813077866773595e-18j)
12.0,(-4.7838754600521263e-17-3.311913780036088e-17j),(3.1626581410980295e-17+8.16389936359773e-18j),(-1.3728419861033102e-17-2.4660177788805396e-17j),(-0.2773405246790443-0.21206071606301985j),(1.5345892403406491e-18+1.2836477983775143e-17j),(0.26033933501988815+0.40867018667421146j),(0.26213397660511434-0.24079661821592252j),(-1.2937462175781226e-33-2.0427571856496658e-34j),(4.079029524517541e-17-7.411973710216335e-18j),(0.2768970533947121-0.22717358874748356j),(-0.28544468225884556-0.1260094463633693j),(-2.178940998026312e-33-2.1789409980263115e-33j),(0.3310102935567503-0.4259374167144242j),(-1.161581823906334e-33-9.773450479158626e-34j),(1.6962601464383859e-34-2.0160177400204608e-34j),(-2.7599281500300734e-17+7.973125766753548e-18j)
15.0,(-2.0852790466893883e-17-5.765183246729486e-17j),(-3.816477828187925e-18-1.8608086326085284e-17j),(1.3611944975509712e-17+1.0377930050083856e-17j),(-0.07434172347425241+0.05744153828521027j),(2.798485047561218e-18-3.7503423260805375e-17j),(-0.29533912453023975+0.02715813055186722j),(-0.2232919551782368-0.20155117478669954j),0j,(-3.999759988778108e-17-9.024429464417557e-18j),(-0.23677383474459607-0.174310674595445j),(0.3772626487766719+0.3983738729868848j),0j,(-0.49631307858160184-0.42299794453689477j),(4.3844353520488e-34-5.698596333581814e-34j),(6.6571166253608595e-34+1.0491820216459411e-33j),(2.4532694666933987e-18+2.4532694666933983e-18j)
18.0,(5.3971928267254766e-17-1.4719616800160384e-17j),(-1.5485557906902373e-17+1.662031786394029e-18j),(3.1893207244631858e-18-1.0680365581186e-17j),(-0.07645679896707984+0.12898291964508357j),(4.974917425510835e-19+5.18196759047572e-17j),(0.7294340166496648+0.41078688068491803j),(-0.17822313865702577+0.2575951263731941j),0j,(-2.5820139863194863e-17+5.512412921165723e-18j),(-0.2122348766612695+0.2602575002077661j),(-0.06402162359444674-0.19687690689976145j),(-2.1789409980263115e-33+2.178940998026312e-33j),(-0.07499397080916832+0.1315986031742477j),(-9.99651811550204e-34-8.23805306910533e-34j),(-3.2530413482690298e-34+1.2051973524322617e-33j),(2.943923360032078e-17-9.813077866773596e-18j)
21.0,(-3.925231146709437e-17-3.925231146709438e-17j),(3.566673203202353e-18+4.7416163767980526e-18j),(3.655519447082393e-19-5.3645137878408245e-17j),(-0.4329239850540944-0.2573970046507129j),(-2.7388118447795553e-17-9.145286310579958e-18j),(-0.4662208506824008+0.4268552975069491j),(0.12476015407381609-0.216535090184156j),0j,(1.2402715146569125e-18+9.886149861021424e-19j),(0.11621072132428412-0.18369198026392602j),(-0.3251103889985863-0.3224871726870293j),(5.617582260536584e-34-1.0724475224660754e-33j),(0.06781278423301995+0.1508732798193917j),(-5.472252715813989e-36+1.4280680828558385e-33j),(2.994213467033524e-34+1.663457417917396e-33j),(-9.813077866773596e-18-2.943923360032078e-17j)
24.0,(2.6985964133627386e-17-4.1705580933787767e-17j),(7.470836447024644e-18-3.9851040334854944e-17j),(1.4915716373519423e-17-2.5281757742575202e-17j),(-0.2313284005985487-0.49350884750826196j),(4.539174839764609e-18+1.7077805429778656e-17j),(-0.024574321541945127-0.009764528092039156j),(0.02862105948366344+0.14035280173896617j),(4.085514371299335e-34+1.3618381237664445e-34j),(-2.7532087870545218e-17-1.3174344960639568e-17j),(0.0537483218118934+0.11571134833233776j),(-0.6503678452347733-0.4792733739302115j),(-1.3618381237664456e-34-6.809190618832224e-34j),(0.10982687049213491+0.026412694508184918j),(5.604643970962163e-34-5.034935327131848e-34j),(4.262574252176273e-35-2.4722866701679663e-34j),(6.133173666733497e-19+6.133173666733496e-19j)
27.0,(1.2266347333466992e-17+3.189250306701418e-17j),(2.34440352678526e-17+2.310837696010819e-17j),(4.4537260455938966e-17-1.787129360410735e-18j),(0.03446122729753995+0.07596287725414666j),(-7.939104017192044e-18+7.153684516758966e-18j),(0.5464409882908864+0.274352183139855j),(-0.06432360742471063-0.18411163163191463j),(-6.8091906188322235e-34+6.809190618832224e-34j),(1.007149529680358e-18-2.3744457375914855e-17j),(-0.06739716925082029-0.2019141008565497j),(0.2531820789323352-0.6811918073858629j),(1.089470499013156e-33+1.0894704990131558e-33j),(0.057257198508219934+0.06653614633671116j),(5.475433928404216e-34-9.022211711788297e-35j),(2.6681231701288948e-33+1.8032281390088608e-33j),(5.581188036727482e-17+1.6559568900180435e-17j)
