,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0.0,0j,0j,0j,0j,0j,(1+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
3.0,(-4.9065389333867935e-18-3.434577253370758e-17j),(3.98353125903159e-17-1.0919260551213678e-17j),(1.7293315642267596e-17-1.4734724352437254e-17j),(0.30018540378633607-0.2290178611067196j),(1.1734363768177717e-17-2.5430080985888493e-17j),(0.0809488656884203-0.5913986821009839j),(-0.1716011049752282-0.016627481837916902j),(2.7236762475328894e-34-2.72367624753289e-34j),(-1.4369806300406712e-17+2.3157516355425353e-17j),(-0.16248842176775372+0.0047483374321493355j),(0.5720064237577235+0.021343834793429273j),(-1.906573373273023e-33-2.4513086227796006e-33j),(-0.3122615092668021-0.14082548785433108j),(1.2984678135403859e-33+1.916455750988073e-33j),(-3.0592267712967364e-33+1.3372649789943512e-33j),(-4.9065389333867974e-18-4.906538933386797e-18j)
6.0,(3.6799042000400973e-17+4.170558093378778e-17j),(-1.9336962622978523e-17-4.654984231381517e-18j),(2.158548119257409e-17-1.3733660913208554e-17j),(0.22141470672220057-0.3257527922761374j),(-8.769367732970031e-18-1.019414210753135e-18j),(0.03116245274852137+0.12625035235022905j),(-0.31816403896799667-0.15507682069647694j),(-1.7105694144590052e-49-1.634205748519734e-33j),(4.016070796147583e-17-3.1755984236797226e-17j),(-0.3599024592932367-0.14769769550581904j),(0.4016913625718139-0.5880199119451638j),(8.171028742598668e-34-8.17102874259867e-34j),(-0.17857008469908875+0.11098733175690087j),(7.0786883660545235e-34+4.800445444168672e-33j),(-3.5817553769172586e-34+2.083179677017247e-34j),(4.906538933386795e-18-2.4532694666933986e-17j)
9.0,(7.973125766753546e-18-1.1653029966793642e-17j),(-1.4098254575621044e-17-3.2604898905830377e-17j),(-3.059971766295406e-17+2.6632279566031713e-17j),(0.1388793144664059+0.11276444383351328j),(4.415015850636612e-18+1.889488356991117e-17j),(-0.34664476587867-0.508536610918999j),(0.018244238902311888+0.3947075418210007j),(-5.447352495065779e-34+5.44735249506578e-34j),(-1.3031853995393402e-17+1.7193021762950937e-17j),(0.009401941977417283+0.42568141777101026j),(-0.15276241055963818+0.4682590667654196j),(-1.089470499013156e-33-1.0894704990131558e-33j),(0.06497519526976264+0.07056906123689544j),(9.582577085777735e-34-4.048917455108943e-34j),(7.528889293598746e-34-1.7451152205168367e-33j),(-2.5759329400280683e-17-1.103971260012029e-17j)
12.0,0j,(-2.9221531694887603e-19+3.116959225835759e-17j),(4.781021181670647e-18-2.365612882093561e-17j),(-0.18778310276021198-0.27397755798490764j),(1.105875908424047e-17-3.57129267665043e-18j),(0.23514377359232955+0.4860778751406156j),(0.2856952710194073-0.20354290119828342j),(-8.171028742598668e-34+8.17102874259867e-34j),(4.529176359207612e-17+2.9842683915083368e-18j),(0.26898497082141876-0.18930773064872441j),(-0.2524837487187733-0.12598092298106142j),(-2.1789409980263115e-33+1.7105694144590052e-49j),(0.4329971839871262-0.315851040037318j),(-2.0624692938956526e-34-1.719507662200096e-33j),(9.38689591706537e-34+1.95825591984403e-33j),(-9.813077866773596e-18-2.943923360032078e-17j)
15.0,0j,(7.672338691971282e-18-2.6502547863363868e-18j),(-5.718717895348158e-18+1.483580689179859e-17j),(-0.016368866716471895-0.03458314180899568j),(4.486226143232713e-17-2.376147700482816e-19j),(-0.013516202792331677-0.29296432393197297j),(0.1561155669319518-0.28292914149605736j),(-1.089470499013156e-33-1.0894704990131558e-33j),(9.280775623213186e-18-3.649512524914352e-17j),(0.20231085457372844-0.30609484531420267j),(-0.33432077210271915+0.45342229274989226j),(-1.089470499013156e-33-1.0894704990131558e-33j),(0.37011049338901264-0.4681203334391182j),(1.7885521499574722e-34+5.534751587352527e-34j),(5.609689928370297e-34+3.548565082559128e-34j),(3.679904200040098e-17+4.170558093378777e-17j)
18.0,(-4.415885040048117e-17-3.4345772533707586e-17j),(-2.246774853286373e-17+4.4694746454677106e-18j),(-5.4232560397248945e-18-2.027447670838679e-18j),(-0.061616210300386234+0.1728923937849262j),(1.4080881475669733e-17+4.8057677544944516e-17j),(0.7447901213362284+0.2457351324893339j),(-0.2256983126891451+0.33949125602235364j),0j,(-2.585459600019105e-17-3.8509155149058806e-18j),(-0.20233347363166618+0.28595680646057836j),(-0.16638141386490551-0.15297373238800885j),0j,(-0.008109159801229775+0.10564050117032008j),(3.46542035021261e-35-1.878495305091972e-35j),(2.8839659983411806e-35+5.320297811169366e-35j),(3.851859888774472e-34+4.906538933386797e-18j)
21.0,(3.0814879110195774e-33-3.925231146709437e-17j),(2.331010986369073e-17-4.4334751962774666e-17j),(9.019141728584227e-18-1.47460636831728e-17j),(0.046054315393796924-0.5405465613826125j),(-6.375116319201216e-18+8.268367131067041e-19j),(-0.5523836859879144-0.0946115802593333j),(0.2706725640359103+0.04620804321254007j),(1.2256543113898001e-33-6.809190618832224e-34j),(2.2096734337610755e-17+2.0299883155024568e-17j),(0.2737695702955406-0.01324641281562386j),(0.1376251416368479-0.46214955578632216j),(1.2937462175781226e-33+1.2937462175781224e-33j),(-0.05914106699925016+0.07116673917511325j),(-9.74162907323399e-34+7.441828277386029e-34j),(1.7194750776798334e-33-9.390744715527175e-34j),(-2.2079425200240586e-17+2.207942520024059e-17j)
24.0,(4.906538933386797e-17-2.943923360032078e-17j),(1.3358650217534089e-18+4.0028697105857624e-17j),(1.9294394470728843e-17+9.279909721107275e-18j),(0.5199161682228791+0.09706662232084912j),(-1.0154427576018532e-17-1.1321481577953836e-17j),(0.02014863329584407-0.023808552975633446j),(-0.06730857675971585-0.029660861950334478j),(-1.8044355139905393e-33+3.7450548403577244e-34j),(3.8145151516135587e-17-7.661711142558357e-19j),(-0.10682832944918605+0.005417363250830011j),(0.7196672801358688-0.3725611740826213j),(1.089470499013156e-33+1.0894704990131558e-33j),(-0.09429848147106937+0.19189986206064985j),(-4.899725299246674e-34-3.01596215024817e-34j),(-9.158637986184091e-34-9.718063856931656e-34j),(-5.642519773394817e-17-4.1705580933787767e-17j)
27.0,(-6.133173666733496e-18-3.679904200040098e-18j),(2.2981033263334095e-17-1.431229445343044e-17j),(6.253601431009845e-18+6.336701198003998e-18j),(0.06495032835264314+0.002698015505436562j),(1.2830976708987794e-17+5.360125907563673e-20j),(0.34602637803290287-0.5697305757259112j),(-0.08522123056314493+0.005657640960395345j),(-2.723676247532891e-34-1.9065733732730228e-33j),(-1.9387106153081812e-17-4.895581436315142e-17j),(-0.16479684962036106-0.0025489938987200977j),(-0.6255983648296985-0.34742043663019284j),(6.536822994078936e-33+2.1789409980263112e-33j),(0.0697086002287379-0.007366375043875124j),(-1.2324402837131635e-33+5.045034467359136e-34j),(2.3105004193966686e-33-1.3409307130203677e-34j),(-2.9439233600320786e-17+3.0814879110195774e-33j)
30.0,(1.4719616800160393e-17-4.906538933386796e-18j),(-2.5554867853110315e-17+1.566159888929933e-17j),(2.0968715824779433e-17-1.4779075033953781e-18j),(-0.18873092991960982-0.04347439589695583j),(4.398125395295739e-17+1.9539264846739656e-17j),(0.6184478020674132+0.5460769788406612j),(0.08337534340642566-0.19047588531523194j),(1.6342057485197336e-33-5.4473524950657805e-34j),(5.47715961923468e-18+7.940932215195327e-18j),(0.04581039855812254-0.13718267586131008j),(0.03885670605913079+0.021353640452932966j),(-2.6555843413445673e-33+6.128271556949005e-34j),(0.4015540903483572-0.23334773044145357j),(-1.445686197756372e-33-1.0902082608367276e-33j),(-3.8983851394999094e-33+8.145762133118403e-34j),(-4.9065389333867935e-18+8.341116186757556e-17j)
