,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0.0,0j,0j,0j,0j,0j,(1+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
3.0,0j,(2.4534197623368746e-17-1.3051742490277152e-17j),(-1.0639851321432981e-17+1.693687423178061e-17j),(0.370515094892383-0.03736328744142095j),(1.9194901908016386e-17-2.5375107123454508e-17j),(0.3515935425727646-0.457768375840208j),(-0.14794919998658723-0.09650155634762254j),(1.4980219361430894e-33+6.809190618832223e-34j),(2.777855762482476e-17+2.816153213540423e-17j),(-0.1174774804248897-0.10218052173865556j),(0.5181068345992421+0.320335410341025j),(2.212986951120473e-33+3.404595309416088e-35j),(-0.19484895403760782-0.2523761646033813j),(-7.6935283042243825e-34+1.430762972210793e-33j),(-1.2822089410881986e-33+1.4011747165293286e-34j),(3.8025676733747676e-17-1.226634733346703e-18j)
6.0,(8.049790437587714e-18-1.1576365295959474e-17j),(1.8309938779346258e-17+2.3394679567910922e-18j),(2.6003727852035124e-17+3.4400784783716393e-17j),(0.27706493633650103+0.2833705034157641j),(1.9232144024056204e-17-1.2326604446480554e-17j),(-0.13931239863332306+0.006230750653798009j),(0.21852438783504494-0.2701173043623846j),(-6.809190618832225e-34-1.4980219361430893e-33j),(-2.3441243566254512e-17+2.1857543124001805e-17j),(0.22226214821266416-0.30347451732914443j),(0.468387764138936+0.5493252577103065j),(-1.3277921706722838e-33-8.511488273540279e-34j),(-0.04946561702017847-0.19412294343628195j),(-2.799346723239752e-33-1.4527104177870108e-33j),(-7.150946528322061e-34-1.0731939499840492e-33j),(4.906538933386795e-18-2.4532694666933986e-17j)
9.0,0j,(7.627348833669268e-18+3.373000661637984e-17j),(3.585809573039717e-17+1.3892452519448745e-17j),(0.02341258668178753-0.19328086163026648j),(-7.12309965700688e-18-1.8690468479901283e-17j),(-0.18101224608463112+0.5734287196316358j),(0.2631396840999735-0.3010963330374208j),(-5.44735249506578e-34-5.447352495065779e-34j),(2.267201855927916e-17-1.2673350282917978e-17j),(0.3342118993414097-0.2708082436967461j),(0.45430649550340896-0.18923137555614258j),(1.906573373273023e-33+4.630249620805912e-33j),(-0.02458007480164165-0.11298296562009405j),(2.7845140685760095e-33-3.403315178609549e-34j),(1.807505839220678e-34+1.4788596336820997e-33j),(7.359808400080196e-18+7.359808400080195e-18j)
12.0,0j,(8.881355074829589e-18-2.821355151575158e-17j),(-2.317950522074811e-17+2.242423466553023e-18j),(-0.2874360880588411-0.013864498814540493j),(3.142723631111158e-17+7.27574441265111e-18j),(0.539786073135996+0.11611836487224517j),(0.016551361101671797-0.36962482143054753j),(1.089470499013156e-33+1.0894704990131558e-33j),(2.175392091937998e-17-2.8606954748734216e-17j),(-0.044599893889529146-0.3168253612887256j),(-0.2778423664425922+0.11810218316929716j),(1.0894704990131558e-33-1.089470499013156e-33j),(-0.04368493512720259-0.5291682109334004j),(1.235058368204561e-33+3.807412124406265e-34j),(7.066414817278503e-34+2.8223625882108013e-33j),(-7.850462293418876e-17-7.850462293418875e-17j)
15.0,(2.9276321174798175e-17-2.960214602584339e-17j),(-3.351104917792631e-17+3.800695175158992e-18j),(2.1819523984508344e-17+1.2259890990012607e-17j),(0.008379565383169287-0.01980087065399426j),(-9.931909879199503e-18+3.046916428976689e-17j),(0.04866192067839113+0.2460780492775571j),(-0.07471714726990283+0.29425686461266815j),(3.234365543945307e-34+1.191608358295639e-34j),(-2.869186723553834e-17-1.1633191737873907e-17j),(-0.15244523012341216+0.3598365936218007j),(0.2578958600721146-0.47218663525755156j),(-5.787812026007389e-34+9.192407335423503e-34j),(-0.26582954183405716+0.5758366125130762j),(1.0766133791911408e-33-1.0894895199859858e-33j),(5.415629945476414e-34-1.643740428873676e-33j),(-2.9439233600320786e-17+1.4719616800160393e-17j)
18.0,(-4.9065389333867974e-18+4.906538933386797e-18j),(-5.313604738707656e-18+4.129534426825575e-17j),(-2.565805900245472e-17-2.6699281070095508e-17j),(0.0024895680322516225+0.06660554368017414j),(-1.983033932688997e-18+1.3314706830955248e-17j),(0.7201288444155456+0.3184692217842859j),(-0.25341648927137567+0.36309208943836735j),(-2.7236762475328894e-34+2.72367624753289e-34j),(-3.579375422756957e-18+2.122842979776733e-17j),(-0.17081891836516866+0.24480420489259136j),(-0.11434232977956212-0.1965211793552811j),(-1.089470499013156e-33-1.0894704990131558e-33j),(-0.03847755275188522+0.1928990860181871j),(-2.312424346374117e-33-2.3890924967379355e-34j),(-1.9294865932451243e-35-2.2973370311830533e-33j),0j
21.0,(1.533293416683374e-18+1.5332934166833741e-18j),(-5.65879152246152e-18+3.3791427005958483e-17j),(1.6218153244192323e-17+3.946789004719257e-17j),(0.3727278904102652+0.35432287224788966j),(1.539931508384163e-17-5.460726430427447e-18j),(0.5953233530411298-0.32799115588312466j),(-0.20971027171811857+0.05524424112202887j),(3.132227684662823e-33-4.085514371299338e-34j),(-2.1024886110758786e-17-6.7653442234502616e-18j),(-0.14266336680981107+0.23793622932204464j),(0.14002217787224092+0.35910117114299256j),(-1.9065733732730228e-33-8.171028742598667e-34j),(0.006082949931640453-0.030780765287294412j),(3.1319549614481663e-34+1.8697483626437572e-33j),(9.822763567697736e-34-2.7038014872982884e-33j),(-2.2079425200240593e-17-3.5572407267054276e-17j)
24.0,(9.8130778667736e-18-4.906538933386797e-17j),(-5.306521081469093e-18-2.977488330606303e-17j),(-2.8389224223437684e-17+2.8647479951412706e-17j),(-0.2572839916753724+0.4874096897966742j),(2.529638933173489e-18+5.111893538417282e-18j),(0.057365889824152416+0.04314015179306834j),(-0.00898699702560055-0.005297803078385451j),(7.490109680715447e-34+4.766433433182557e-34j),(-2.210401162467325e-17+2.6209780552642018e-17j),(0.06804053182958877-0.16097724151575826j),(0.05654133313654042+0.7711192786306151j),(4.766433433182556e-34-4.766433433182557e-34j),(-0.18215503705739378-0.17155314938274993j),(-1.5298641786232375e-33-2.2646675889360016e-33j),(-1.91516127664648e-33+7.205094860980555e-34j),(9.046431158431908e-18+9.046431158431906e-18j)
27.0,(-4.906538933386797e-18-3.679904200040098e-18j),(1.056107509090164e-18+4.654067163217467e-18j),(8.087869453385427e-18-1.5328570380824435e-17j),(0.006805807702679894+0.044525263182301225j),(-1.1969113359069655e-17+2.5895797741371094e-17j),(0.26799240730308294+0.5664285104311455j),(-0.04547443502040038-0.11433877941027801j),(1.4980219361430891e-33-1.4980219361430894e-33j),(3.6105024042842294e-17+3.617762117401823e-17j),(0.14438432143058852-0.07029753510625653j),(0.6656362490954707-0.32529674935372727j),(-1.2597002644839612e-33+3.0981817315686624e-33j),(-0.061479449235154346+0.1082165595277475j),(1.2751216563568714e-33+2.020414367668591e-33j),(-2.7181039149148264e-33+1.832124451658137e-35j),(3.618572463372764e-17+8.64777487009423e-17j)
