,0,1,2,3,4,5,6,7,8,9,10,11
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,6.202517471689735,4.409665993864582,7.531774994047345,11.144058574079049,1.5286675151410174,5.439917278161687,8.925519724787886,1.621302831833358,1.6708637386802918,1.320670585724428,8.477021128831707,2.7536823959375294
6.0,-1.695942434179176,9.072049566146646,-5.3225164633182525,3.000365368959142,5.676577715348005,8.25209075527964,5.527608712341001,5.756394259077874,5.1137547332825655,4.757472488113213,2.360107777837259,-1.6517094888777528
9.0,1.9956006170891545,-0.2722416524827411,16.773371518037916,11.093891572540851,-1.203007909348304,-1.211951904347626,12.07975874597078,9.871381269914744,-3.906661152199644,-3.815387158605876,1.0085313882724376,8.69006437423207
12.0,-28.385124162234355,-25.265081422909173,45.555901008242,16.28672574505841,15.233832083787838,-49.248861358601566,21.21255060111524,4.713495760162163,-22.796586283614587,-0.3861825115130941,21.34187136778798,6.52548344053346
15.0,0.1084309361119923,9.342960106028908,6.371146689033016,4.153520620266019,-3.1644596024501466,10.90593222822815,10.708867715950571,4.484582203134278,3.997248617854439,5.836457947319651,10.8985493995646,6.398030660955946
18.0,-6.588337267831583,-7.378396395195346,20.35288541389626,-7.044502322305895,26.097684015896228,8.336597608807377,22.038242528052564,6.302832248212055,-3.490410943932867,22.165091167997964,0.7968657974444947,5.471019704474654
21.0,7.432389657125419,1.3759329695038365,-4.852663976727509,-1.6862262617390469,13.977346081582535,9.56252913878512,6.40811667951947,-2.709741295163388,-0.6036289247888489,2.26492978417982,2.827595934163272,4.037303623623401
24.0,12.648156557329743,-22.976417788289154,26.25599456334601,-3.675976191382901,-0.4246223569325419,-7.43648973863212,6.431527564454973,2.1519410736903746,4.050845960606681,29.67308352092409,24.608419502381047,5.638099101967422
27.0,-3.144822706904025,-2.2103222680377312,3.228788058762149,4.078816381573676,-1.8198748619699423,2.588383696445072,16.43880042435514,-5.770856518479625,8.143459040061984,4.9949818005651565,3.0836981004865383,-4.357107286547432
30.0,4.674311112950905,4.236351717868516,-2.0093869016099166,3.1371596482733173,2.7603612631976895,2.5751507745310707,-0.3427772122315755,0.38162906637702165,5.666962590843285,3.525634994997413,0.5464234121145698,10.411326369297823
