,0,1,2,3,4,5,6,7,8,9,10,11
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,-0.190242796598006,4.155514142718542,7.648182634329133,2.0994312983831445,1.802419681121344,3.942351711425954,4.845937776996024,2.316349105879005,7.290608860315776,0.1767529532837393,-1.2951535591284284,0.4935015675574916
6.0,4.285192918785996,5.344594350990213,6.088538310568606,2.533075802247915,4.363095630921155,2.7661341289068218,3.042687660100448,5.205278769919186,10.688160849792489,6.325162778749047,1.978771651211921,-1.4521903488485406
9.0,7.258927355963422,4.584019993366635,0.7384854401884315,3.887829667780968,6.7471850876277095,-2.917833673690142,2.26754371364508,4.432459314821155,7.400807548398323,-2.05630275229112,7.841052264874058,5.169627941718331
12.0,0.7070849100045743,-0.5469535065044616,-1.9335099084763567,3.278630995723816,1.8338473250165792,1.2132116985110708,1.1819996504210963,1.7594411692875478,4.826666162441989,2.674726667174498,6.335323578728668,3.4192915356214213
15.0,9.753927549897854,4.601002949769256,2.734916241621175,3.8051973555207934,-2.888709590972257,4.349548061541871,5.53590973531627,3.2687376668678048,6.607978291954017,-0.4692705056746947,4.458502201542687,6.826796116992245
18.0,-1.089934009400389,2.545100926503761,-0.7914199572720961,2.7657581232009507,2.98575734272688,0.8790079101941121,5.810756710392577,5.248337746569698,9.79339687485798,3.518508832459299,-0.6930905162440586,-4.926320719664486
21.0,-8.94659544270239,22.917422700260385,-7.002809507685956,2.057522423402105,-4.834286528092283,8.456380728735802,4.582845838596039,4.1729726528536,4.894922387664517,-3.8541747433773152,-15.761381361871724,-3.0242716658187496
24.0,7.986149222564158,2.3839746491014324,-1.3911347453139018,-0.5173353488362504,1.216162726561298,0.6865456044974535,3.2113894935599685,1.4198448538409238,5.631326275535707,0.5496487520047522,-1.7353598697289834,-2.6930810263524387
27.0,-1.4805587390772277,-2.2549800079454503,7.51054250174029,8.24877389281083,3.974578470976681,1.3332601928957286,7.390231365558074,8.10555555041161,-1.830623830166338,1.8811132893858251,7.819011789738756,6.945481864424546
30.0,5.889073661223093,10.88233641539649,8.834903181837753,1.2389620718743128,-7.173438352999704,1.8366149112436332,1.7334168348062327,-1.094290319961134,5.558306256919911,7.210553808121062,3.526818789658774,0.6144465601969454
