,0,1,2,3,4,5,6,7
0.0,0j,0j,0j,0j,0j,0j,(1+0j),0j
2.0,(9.132898970948611e-18-4.223127694458501e-18j),0j,0j,(0.4838505737069273-0.32107970225909466j),(-0+0j),(0.32778793171127224+0.5064164564872928j),(-0.11701987625562313+0.5340414217128737j),0j
4.0,(1.4815677936354797e-17-2.1599904950118477e-17j),0j,0j,(0.03832177286195143-0.9129714979572454j),0j,(-0.10475975264590377+0.10295600029178628j),(0.3479629382950772-0.1495384079257321j),0j
6.0,(4.246843576250415e-17+2.050850764091454e-18j),0j,0j,(0.4234029332535435-0.404795921618988j),(-0+0j),(0.3002319423147768-0.6823579376648593j),(-0.1080777137013638+0.2990616181887473j),0j
8.0,(1.6875267003186432e-17-4.0024813549616817e-19j),0j,0j,(-0.16482309398858003+0.7873490986352705j),0j,(-0.04801253137147493+0.10473542575532302j),(0.5815822134928776+0.03744543948383805j),0j
10.0,(2.4372769812669364e-17+1.2680476272558702e-17j),0j,0j,(-0.21863777965018238+0.3524663815169258j),(-0+0j),(0.7533045145109896-0.06399993300298967j),(0.46202596388911676-0.2072035156441865j),0j
12.0,(-4.996335675836711e-18-8.844697172532736e-18j),0j,0j,(0.1742179022475447+0.06466089157357666j),0j,(-0.37529912436550916+0.06758756419515372j),(0.265898278749225+0.8656487078556887j),0j
14.0,(-4.786895981073181e-17+1.4053324496371952e-17j),0j,0j,(-0.1182248128245641-0.3744064976068655j),(-0+0j),(0.33717584848142873-0.38525402645757945j),(0.6865308883032564+0.3352756923592134j),0j
16.0,(-2.6302873150427333e-17+2.2374981660301743e-17j),0j,0j,(-0.2654479051011592-0.9109234492707261j),0j,(0.21892965986411966+0.011069448310717656j),(0.21022373134727979-0.08665525587309894j),0j
18.0,(-1.9015964994499675e-17+2.2703567530763365e-17j),0j,0j,(-0.10174771007496664+0.6924630993713417j),0j,(0.5820963852392952+0.35102373367993767j),(-0.20310383665909315-0.08268753063573014j),0j
20.0,(2.383516367404069e-17-3.753200712610851e-17j),0j,0j,(0.6081822994581403-0.09362166997784921j),(-0+0j),(0.4557159947213726+0.05212785033332096j),(-0.2784455945088631-0.5774278689236517j),0j
