,0,1,2,3,4,5,6,7
0.0,0j,0j,0j,0j,0j,0j,(1+0j),0j
2.0,(-4.129283651430616e-18-2.0903303001764927e-17j),0j,0j,(0.5403605554057437-0.38810966655708906j),(-0+0j),(0.3359859114555583+0.4000266572427752j),(-0.037245380618598556+0.5320585299642011j),0j
4.0,(1.0436386828575702e-17-1.1334683858851803e-17j),0j,0j,(-0.5554637355324642-0.7313850646105775j),(-0+0j),(-0.23598822031342725+0.1768031781920795j),(0.152875964577009-0.21497688545988447j),0j
6.0,(7.5805170825213e-18-2.4880368898481974e-17j),0j,0j,(-0.5683125141215475-0.015743630832014466j),0j,(-0.6969943336885893+0.22373024622649076j),(0.3373401293670509+0.16467646228021254j),0j
8.0,(2.412690049670544e-18-5.5016567929508375e-18j),0j,0j,(-0.15055014304327047-0.6975755992225401j),(-0+0j),(-0.13519506692917288+0.04074583805036372j),(-0.6335872460594779+0.26334807762602264j),0j
10.0,(-2.4228863523191152e-17+2.7767498164515756e-17j),0j,0j,(-0.04525835907040482-0.31197150436886695j),(-0+0j),(0.14766620271801184+0.7372574798673375j),(0.3271307661994789+0.47776251857625673j),0j
12.0,(2.3501623751193276e-17+7.690947643905478e-18j),0j,0j,(0.17830585981605834+0.4241189147290989j),0j,(0.1342198469895809-0.05611226515988368j),(-0.667797829928617+0.566756271460332j),0j
14.0,(-1.80399023325329e-17-1.6380360545837707e-17j),0j,0j,(-0.32816506995981254-0.5173726826727022j),(-0+0j),(0.2033665991915102-0.5710211777761818j),(0.48297566730625763+0.1547402330901021j),0j
16.0,(-9.272610622793826e-18-1.2426981322114397e-18j),0j,0j,(0.9419085394595117-0.1903208760766973j),(-0+0j),(-0.1595363669479063-0.16908026668858425j),(0.1501442572123949-0.0017264085165382137j),0j
18.0,(4.434647943022252e-17+2.352958439280916e-18j),0j,0j,(-0.42895722413294324+0.0031220642756008554j),0j,(-0.3661888448565362+0.7400181596866277j),(0.3363401858123048+0.14539630402185671j),0j
20.0,(-2.424239272687301e-17-4.59135382358804e-17j),0j,0j,(0.3172580522962443+0.25531820280490425j),(-0+0j),(0.04007748281338897+0.14391052907866964j),(0.6062750024564457-0.6665389110605191j),0j
