,0,1,2,3,4,5,6,7
0.0,0j,0j,0j,0j,0j,0j,(1+0j),0j
2.0,(-1.9609065938585246e-17-3.598979530280637e-17j),0j,0j,(0.42826389554493505+0.26951707712314815j),0j,(-0.3545385896425858+0.45792380497107105j),(-0.6308326559695174+0.10299960373311418j),0j
4.0,(-3.941639576609833e-18+4.774453589373805e-19j),0j,0j,(0.4501835816883223-0.7272313613671413j),(-0+0j),(-0.08387389850142865+0.08573289302920391j),(0.4888124741677473+0.12307191037514853j),0j
6.0,(-1.025294951640446e-17-1.993928020211681e-18j),0j,0j,(0.42812432502345893-0.3940150224365867j),(-0+0j),(0.31241431586608204-0.6659787157796544j),(-0.04209985935516006+0.34432393415240525j),0j
8.0,(-1.2570407490505961e-17+2.725869375812361e-17j),0j,0j,(0.5600218717184703-0.6460248358584977j),(-0+0j),(0.08762886620578983-0.05868514432687813j),(-0.4293798056438438-0.271178230687897j),0j
10.0,(-1.0070298786762694e-17-1.9627425845730423e-17j),0j,0j,(-0.002801216564643022+0.4505074371935222j),0j,(0.7632632469384817-0.24154632010933735j),(0.23349303129757434-0.3187488002630215j),0j
12.0,(9.072993689290788e-18+1.8019056449098843e-17j),0j,0j,(-0.0021825323348132024+0.04059281732432861j),0j,(-0.25015469934087187+0.222564020286441j),(0.6974150044392856+0.6323350809411465j),0j
14.0,(-4.288405757518153e-17+3.07986837861265e-17j),0j,0j,(-0.34732850792014164-0.1348480699664657j),0j,(0.1721956939642824-0.43835127286537234j),(0.7643713450722349-0.23475978574325035j),0j
16.0,(-2.4503748632721554e-18-2.7045345861205138e-18j),0j,0j,(0.19391470362618313-0.8577786594005976j),0j,(0.1534201496644085+0.1664366692155294j),(0.41627911472261236+0.04566892441948253j),0j
18.0,(-1.395324176766722e-17-1.272238258195975e-17j),0j,0j,(0.6674166236129049-0.013363612591729246j),(-0+0j),(0.4088141287828261-0.45870408139202656j),(-0.0779631363629048+0.4132309131393041j),0j
20.0,(8.488244741663867e-18-1.237762143956414e-17j),0j,0j,(0.7785951236304569-0.07017198380660311j),0j,(0.36075816035772623+0.1038644355714052j),(-0.22702797679473263-0.44315860891869424j),0j
