,0,1,2,3,4,5,6,7,8,9,10,11
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,4.389758790662561,3.4832996191713166,10.589840139555966,7.88039333034314,18.87334531551737,7.568142826692095,1.6850549526792165,-2.263236171969776,-4.594292717529358,7.88608945496212,8.076948569630316,1.3641651263800418
6.0,5.041565430746847,16.004670160898744,-3.4161639609178067,-1.7865482880939514,-0.6529140192787553,6.180340792471484,8.5529418049223,2.4527126021297865,5.330887535585799,2.3573670934964803,-5.674471531395721,-1.5086497612500298
9.0,-4.567930939653269,6.045235518602867,2.078489008894203,9.817245870409357,1.4598776718060098,1.877616237669839,4.775387750933267,4.923301127189818,-5.06754849077918,-3.595288931512356,8.560020984201369,3.657412705084791
12.0,-0.0400949043529887,1.6979915395628866,8.213266665114341,3.097199254540474,3.59403190341464,-2.113193254711877,7.080420544742711,13.450847953160604,-3.410363256807336,-1.161901965403713,2.6055770711413144,0.7779994566400042
15.0,10.622767638673974,4.59323771514253,6.872940820434261,14.180699689099717,2.8975116362106217,1.3194667552083796,1.1658486696235344,-5.4439028940531085,-5.073466239909306,7.184188016092428,3.164609618648126,4.5636565035533465
18.0,-2.2701991600654354,-8.301036867175672,20.108052937279552,-10.26342901054742,-3.3505883623649884,22.05788621179065,-10.340350229967523,2.429156946193091,4.49240765171175,-9.918911011174709,27.1974785894644,21.94190032877012
21.0,2.69001479389434,-0.7841043393071742,1.5152071649339838,2.398112801729166,0.8475234678590801,9.519025931681474,2.1589297181849494,4.973226427620967,1.049752202475954,4.99476883785817,1.190528088121992,6.02032974875972
24.0,-0.2662903840645405,3.1222477757667546,2.326275108303636,-7.928575753823847,-0.9890365754657772,4.751494906151344,-6.25568140444921,-4.383294202386101,-7.166034027661342,3.853259551566926,-12.740497159615137,4.653588116750236
27.0,6.248898950258075,4.840744179221519,-1.8783292355935943,4.917351848620191,2.449865933839933,3.0773656414242825,1.2895215935135809,3.0071559121621654,3.332756902286093,9.05277592006045,4.171135378535561,2.9755200657179723
30.0,-0.4496096866580681,2.551506459123002,-0.48666065150584015,-1.0646635880487003,-5.412007901927364,7.751982726481544,9.1374645336757,4.442827557321206,-5.348994350300856,14.735229370921251,3.6246647871215467,-5.844076927619398
