,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0.0,0j,0j,0j,0j,0j,(1+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
3.0,(-4.6612119867174566e-17-3.1892503067014186e-17j),(-1.1715180481767434e-17-1.604907558194011e-17j),(1.807153135431259e-17-4.224066065652956e-17j),(-0.28828947380404135-0.15827473427223765j),(-1.6510016831732495e-17-4.754974017522626e-18j),(-0.6076772953162245+0.13150818718294408j),(0.14845651928370007+0.058782932623182425j),(-2.859860059909534e-33+4.085514371299337e-34j),(-2.717006332092108e-17+1.4502577121159586e-17j),(0.00013065947571658937+0.08403325355866664j),(-0.16416581084759813-0.5751276668400813j),(4.766433433182558e-34+1.702297654708056e-33j),(-0.08002757523356165+0.329528684291309j),(-3.2295035079427893e-34+7.886302325573611e-34j),(-1.066074979706643e-33+1.0685066901609307e-33j),(-1.3492982066813693e-17-1.1039712600120292e-17j)
6.0,(3.925231146709437e-17+3.0814879110195774e-33j),(2.5954237498344538e-17+2.9782462502971196e-17j),(3.932383972235148e-18+3.664142216490432e-17j),(0.2617617788427584+0.4048838433544395j),(1.2663837449067918e-17-3.60703717135554e-19j),(-0.01211442163970853-0.06957960345617067j),(0.32177101256962554-0.14408807215490402j),(-1.3618381237664447e-34+1.361838123766445e-34j),(-2.4789536780210518e-17-7.463273942183222e-18j),(0.14885981645398144-0.31006103635552856j),(0.16127276822295178+0.6950013560273147j),(1.3618381237664449e-33+2.7236762475328886e-34j),(0.0002585623052207206-0.10455074512545587j),(-1.506144400108109e-33-2.123360508880085e-34j),(-1.1504352217951707e-33+1.1728536236661373e-33j),(-1.2266347333466992e-18+1.2266347333466993e-18j)
9.0,(3.679904200040098e-17-1.7172886266853787e-17j),(-1.3159607627211128e-17-1.6553690808434224e-17j),(3.923757787780727e-17+2.9965801196657036e-17j),(0.09209762729418726-0.05782959869387214j),(1.2837501173171442e-18+1.1479048588953894e-17j),(-0.15468825359031835+0.428793237527718j),(0.10374551754976502-0.19737097257700034j),0j,(2.6787777520375038e-17+3.6960992876673925e-18j),(0.4166489225770466-0.4462868906747659j),(0.5857143239535538-0.0696544388494364j),0j,(-0.0880798617034852+0.047157707105342596j),(-2.4312105041585726e-36-1.7053665215808816e-34j),(7.754702868252421e-34-1.1055286257435927e-35j),(1.103971260012029e-17-4.0478946200441076e-17j)
12.0,(4.063227554210937e-18+3.350246115453172e-17j),(5.5012427537566e-18-2.3735709855659514e-17j),(5.594654723478047e-18-1.3590160910716969e-17j),(-0.3000796719907223-0.2850833229452848j),(3.3023383878207566e-17+3.5214227839580646e-17j),(0.4061016708469495+0.468508173102719j),(0.247018292144524-0.43846960150607117j),(2.042757185649665e-34-1.9746652794613452e-33j),(1.2457953381388375e-17-2.1306639806748303e-17j),(0.11483979654753049-0.1872188011627101j),(-0.14875873915654692-0.22316509445750152j),(2.008711232555506e-33-6.468731087890615e-34j),(0.06379591126040046-0.2583539964384084j),(2.639501567074289e-34-2.4006842447761087e-33j),(3.345536723957699e-33+1.2330694440076694e-33j),(1.839952100020049e-18+3.066586833366748e-18j)
15.0,(-4.906538933386798e-18+1.471961680016039e-17j),(-5.6608863744291736e-18+1.0176602872295824e-17j),(1.341536985419163e-17+1.177916448831328e-18j),(0.08742552394923678+0.20700120710577913j),(-1.1947250559190891e-17-9.051842002696184e-18j),(-0.1705025101599241+0.05215089332969413j),(0.05033347409674524+0.05198597875439418j),(9.532866866365112e-34-2.3151248104029564e-33j),(-3.9654851635264606e-17+4.0438237385229034e-17j),(-0.07783378927067652+0.41469990992338907j),(0.4797155607880116-0.26352046222837977j),(-2.3151248104029564e-33-2.042757185649667e-33j),(-0.3819183999551454+0.5376008037839218j),(3.303882796817952e-34+6.157146847291238e-34j),(-3.324008609115527e-34+1.783640236705256e-34j),0j
18.0,(2.6679305450290712e-17-1.7479544950190464e-17j),(-3.184789182558692e-17+1.1867523004685306e-17j),(-2.920948283454043e-17-2.3944871352485147e-17j),(-0.021847586284320233-0.032069893034025666j),(-2.0069736564010268e-17-9.152433265433993e-18j),(-0.20310925779726194+0.6175176107264301j),(-0.5674470433100189+0.0015278762865578166j),(-1.089470499013156e-33-1.0894704990131558e-33j),(2.5667757737519057e-17-4.72517104518834e-18j),(-0.15043194930667755-0.03684663138253867j),(0.3195521972076474-0.052403840049504186j),(1.7105694144590052e-49+2.1789409980263115e-33j),(-0.3168830763467417-0.15701036438172206j),(-4.6972899069684676e-34-2.8552744557630286e-33j),(-1.1290230998721105e-33+1.0171445381562071e-33j),0j
21.0,(-9.813077866773595e-18+9.813077866773593e-18j),(3.4587842851741854e-18-1.3655809975442519e-17j),(2.797079401170936e-17+1.7032894101794523e-17j),(0.19720887062075948-0.3758346498468922j),(8.597671279740121e-18-4.081654869091587e-17j),(-0.33900852029931017-0.6305391989335037j),(0.149283014929345+0.20697936384296206j),0j,(1.8610590467979302e-17+1.9804182554961558e-17j),(0.4115603817659173-0.0604853697157986j),(0.17960768931220203-0.1130311232031713j),(2.6215383882504062e-33+4.425973902240944e-34j),(-0.1251567625547259+0.09211429648920172j),(-3.824716986480279e-33+2.381447123734653e-34j),(1.1746981714797145e-33-1.0703400461580555e-33j),(1.7172886266853787e-17-3.679904200040098e-17j)
24.0,(5.887846720064157e-17-1.9626155733547183e-17j),(-3.516869995654115e-18+4.204152654792238e-17j),(-8.060169434967455e-18+3.1259218581595256e-17j),(0.23087680649562659+0.6031322975525324j),(1.2721906106882359e-17+1.0922141465787024e-17j),(0.27335088511478123-0.0687769885780247j),(0.010111783770938326+0.04366681704745845j),(9.532866866365112e-34-1.2256543113898003e-33j),(8.887947560572111e-18-2.381806811909491e-17j),(-0.2152854913401762-0.1955004965396736j),(0.4993516166453277+0.3711432860332343j),(-4.357881996052623e-33+3.4211388289180104e-49j),(0.015003257717368157-0.1719725319740885j),(1.3756546616226853e-34-9.051314579647215e-34j),(2.9089375445900107e-33+4.421118566117124e-34j),(4.415885040048117e-17-4.415885040048118e-17j)
27.0,(-3.618572463372763e-17+5.090534143388801e-17j),(4.181641381156037e-17+1.9837597434561763e-18j),(-2.2285221839325875e-17-1.1328507435811634e-17j),(0.2671939171958536-0.11784025908888099j),(6.609949192071255e-20-1.3227979228084703e-17j),(0.18555739531463802-0.23273878327070646j),(-0.031130757019390415+0.21021579922377215j),(-1.157562405201478e-33+2.0427571856496683e-34j),(2.5877855958642272e-18-3.449934867258209e-17j),(-0.26291592806508735-0.19629462190883745j),(-0.5116898467248615-0.6368640826464806j),(-2.7236762475328886e-34+1.3618381237664449e-33j),(-0.04988740087387193+0.0582658895767016j),(-5.884975383139386e-34-3.785855131350714e-34j),(1.4180916787908169e-33+1.4703683094509798e-34j),(-2.1466107833567233e-18+2.7599281500300733e-18j)
30.0,0j,(-2.3896701791096908e-17+4.650081374044097e-18j),(2.4670894789897136e-17+1.4754353810969098e-17j),(-0.017013581153853236-0.2856515205278186j),(-2.443358106469432e-17+5.238610540481791e-19j),(-0.38315060918793264+0.4927305781351875j),(0.33081592926012143+0.227685794361006j),(5.44735249506578e-34+5.447352495065779e-34j),(1.1348937068336504e-17+4.0053803198115485e-17j),(0.07347000644115366-0.18018016635517428j),(0.23844314872680333+0.35852063584462746j),0j,(0.3079439694564919+0.22172399712222202j),(-7.457283009355825e-34-2.1087590454840958e-33j),(-2.03103175751876e-33+7.182413111275965e-34j),(4.9065389333867974e-18+4.906538933386797e-18j)
