,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0.0,0j,0j,0j,0j,0j,(1+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
3.0,(-1.4719616800160393e-17+1.471961680016039e-17j),(1.3846166653389246e-17+4.5230077912213006e-17j),(5.2906901030594974e-18+1.1696582475539392e-18j),(0.20856648372605277+0.331741495833776j),(2.7074671015453286e-17+6.1152817551125915e-18j),(0.5265091892986848+0.17241031880470295j),(0.04669148377015931-0.15740657794162838j),(1.0894704990131558e-33-1.089470499013156e-33j),(-2.6146711968993434e-17+5.336538878779825e-18j),(0.06363886671348011-0.18107952049813109j),(-0.12816937458623842+0.576554781562828j),(8.171028742598663e-34-5.1749848703124904e-33j),(0.18253617483162018-0.3058618544024575j),(-3.223545342406977e-33+1.0712185221079755e-33j),(-1.8142692703068645e-33+8.060968247650295e-35j),(1.594625153350709e-17-2.5759329400280686e-17j)
6.0,(-9.813077866773596e-18+2.943923360032078e-17j),(-1.9592359712789533e-17-1.5239956462890996e-17j),(4.776570505015212e-17+2.2483585590463194e-18j),(0.424254649358921-0.08318303667907295j),(1.0788393805717897e-17-2.2359588527369433e-18j),(-0.07282025179332348+0.24994800043024526j),(-0.09652596547790396-0.35129994686427035j),(2.7236762475328898e-33-1.7105694144590052e-49j),(2.227054190538263e-17+1.514261997616446e-17j),(-0.10007854652752346-0.3530628974441201j),(0.6639931084634183-0.15521900838377506j),(-1.4980219361430893e-33+6.809190618832225e-34j),(-0.11269773711543427-0.015270055972125565j),(-1.7038687948410528e-33+1.316673319596426e-33j),(-1.4277645064772725e-33-1.8476286811324737e-33j),(5.3971928267254766e-17+1.4719616800160384e-17j)
9.0,(3.925231146709438e-17-1.4719616800160387e-17j),(1.106575163926817e-17-3.5775960902027685e-17j),(-3.6178684130359115e-17+8.165730104422541e-18j),(0.04169975135708298+0.16798828795421863j),(-5.487839023286508e-18+1.2849681719962301e-17j),(0.16997100388378922-0.6189669179907089j),(-0.3751134469039116+0.22196910496022115j),(-5.447352495065779e-34+5.44735249506578e-34j),(-2.0753900326161788e-17-1.8587571361223958e-17j),(-0.37894065194327275+0.19633318133406744j),(-0.373100479871931+0.20346393472763888j),(-2.4172626696854396e-33-2.4172626696854392e-33j),(-0.06265810034671725+0.03715080579593018j),(-8.970051194479454e-35-8.469265834776982e-34j),(-1.2890537513792883e-33+8.5916277807528e-34j),(9.19976050010024e-19-3.373245516703423e-18j)
12.0,0j,(-3.697292191111798e-17-1.1554183468442403e-17j),(3.704444479480376e-19+1.0875843369422737e-17j),(0.2900185613708091+0.07100620490837956j),(-1.9500912747790333e-17-1.418185662877591e-17j),(-0.4743483561922506-0.11530970956228867j),(-0.16984156370516276+0.30998506206798293j),(1.089470499013156e-33+1.0894704990131558e-33j),(-1.474585792383936e-20+3.935824278883566e-17j),(-0.16097035276681082+0.31205480703499044j),(0.2957313143417107-0.17923168937682565j),(-1.0894704990131558e-33+1.089470499013156e-33j),(-0.1457361919560945+0.5324453604339624j),(4.259598691733481e-34-3.17859772245751e-33j),(6.5752413034557046e-34+1.955204551280952e-33j),(-7.850462293418875e-17+3.9252311467094385e-17j)
15.0,(-5.397192826725476e-17-1.4719616800160393e-17j),(1.5222815515479833e-17-1.7878029190106736e-17j),(4.235232244358733e-18+2.7034796871257183e-17j),(0.011079183205244703-0.10227123652573995j),(2.1149361870821262e-17-2.5305337260000788e-17j),(-0.2903087502826918-0.22498059710034293j),(-0.02935583761490121-0.3142230190362556j),(2.4513086227796006e-33-2.451308622779601e-33j),(-8.401782338361864e-18-3.5930188349543435e-17j),(0.042619721623095685-0.3093699797602895j),(0.10112097542112655+0.5556628341101222j),(1.0894704990131556e-33-3.268411497039468e-33j),(-0.06464881564321445-0.5781281900484948j),(1.4466616862643378e-33+8.994278361563547e-34j),(-1.457719372191569e-33-1.2844550736466796e-33j),(-5.887846720064156e-17+1.9626155733547193e-17j)
18.0,(-3.925231146709437e-17-3.925231146709438e-17j),(1.5543494498152458e-17-1.3495053381005092e-17j),(-2.907516653518985e-18+1.4315106480436646e-17j),(0.17994986839408297+0.22174803928995815j),(3.726691307580351e-17+3.3127106275356786e-17j),(0.4401590084402921-0.6771009395585087j),(0.19450668183135353+0.3000154422308973j),(5.44735249506578e-34+5.447352495065779e-34j),(-1.7421616804263006e-17+1.7960126129701358e-17j),(0.21621391812616733+0.2361770365505314j),(-0.1299652941587096+0.1121192932231131j),(3.234365543945306e-34-3.2343655439453065e-34j),(0.07364900441604808+0.031371349739276244j),(-2.2976033988367276e-34-1.1160003586549241e-33j),(-1.1628247053291281e-33+2.394004602682784e-34j),(-1.2266347333466993e-18-1.2266347333466992e-18j)
21.0,(-9.813077866773595e-18+9.813077866773593e-18j),(4.2654810749461134e-17-9.718430696884287e-18j),(-3.14686203565459e-18+2.658805350506054e-17j),(0.49427527831086193-0.016639522085060254j),(-1.0377626371857126e-17-3.559600963817804e-18j),(-0.023884140914437607-0.5059443991867517j),(0.017581676715937467+0.2507899589694593j),(-2.7236762475328898e-33+5.447352495065782e-34j),(1.7635418645540377e-17+2.6216740311751157e-17j),(0.04803550027649425+0.261383485436139j),(0.5878189945145766-0.01912864090460009j),(-6.809190618832226e-34-1.7703895608963782e-33j),(-0.1273275151525532-0.054056103710166344j),(9.588028433302017e-35+7.278956284448578e-34j),(-2.4623480828797983e-33-1.3063072461886953e-33j),(-7.359808400080195e-18+1.2266347333466993e-17j)
24.0,0j,(-6.420849740176656e-18-2.701501362909969e-17j),(-1.4526121557940668e-17+3.3084517366401766e-18j),(-0.42053407035611884+0.11546729172276296j),(1.4756488220309003e-17+2.6979349954996225e-18j),(-0.08541256601876157-0.11541462053362128j),(0.09700099472819164-0.03596240382122654j),(-5.44735249506578e-34-5.447352495065779e-34j),(-5.023648582134518e-17-2.76944361998085e-18j),(0.12765403245477558-0.06763854522504775j),(-0.5913817355387925+0.6207844252550123j),(-2.1789409980263115e-33+2.178940998026312e-33j),(-0.05352884345842382-0.1402089513049865j),(-5.402800611655817e-34+1.2291973887163065e-33j),(-3.1060040855621805e-34-1.968726365415409e-34j),(-2.9439233600320786e-17-2.943923360032078e-17j)
27.0,(-2.4532694666933983e-18-2.4532694666933987e-18j),(1.7903830927071465e-18+2.539421737486728e-18j),(-3.668652724353754e-17+3.734605158719357e-18j),(0.06545825561397285-0.07108736316203387j),(-9.601243248878504e-18-4.782817799859266e-17j),(-0.4873331639177011-0.5353325862495044j),(-0.010688832217147407+0.1807554017870069j),(1.089470499013156e-33+1.0894704990131558e-33j),(-9.229159269148477e-20-4.120255641782402e-19j),(-0.03325047338401865+0.16253466751452525j),(-0.418600223209397+0.44230362142274626j),(3.8301697230931254e-34-1.2171428231162601e-33j),(-0.1151265330735389-0.1488777198582506j),(-1.2763891199165881e-33+5.429318758834329e-34j),(-4.151553307981164e-34+1.2101817006871675e-33j),(-3.679904200040098e-18-1.349298206681369e-17j)
