,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.5,29.276231047367578,0.5600567303041578,-10.401393119420431,34.511114280458514,34.48695746337795,-14.091915597691983,11.355070958925532,2.52968757915669,-15.363927661489925,-19.347564841356192,-11.35923873485915,34.75424739101196,16.312579824588582,-0.3409597504682075,17.412372304204105,-17.373578795325322,-16.952263075571608,7.743670388992061,-11.874650058872644,-18.820775250721585
5.0,2.782547220500741,29.88821743658178,6.8170572402710405,-14.540187817535635,9.82410421712022,16.08282697227564,47.57012174807323,39.89609782957999,-8.75967906037138,10.462704297238478,-7.782830828287542,-19.75112650005596,20.868591436691943,-0.6507939814507693,-9.12531934971923,5.948667995572253,14.310752886333653,9.875012586163102,15.607341842660144,29.0980958405792
7.5,2.6824096222649767,2.6043229810484148,0.6952394411148174,6.701510069842952,3.1276062905265305,5.2851828472598505,3.760511938847697,11.551534244836638,15.454174408930063,-0.1624949791196202,3.9462448656344113,1.1740369358932077,1.8882220923204496,2.222423390941916,-0.2895788774663042,2.9715702025385653,-3.151760695319581,4.7422787908481885,7.635832306050843,-11.529945075717764
10.0,3.684866291536935,-0.7404269947587299,6.495770542565534,2.2802932247909333,3.074748213284544,3.021556735165618,4.31670379908856,0.0791400368231883,-0.0156305772827845,2.4920390590397505,8.320083628562797,3.446068076440713,6.156924049095747,0.0499997305298816,2.31014917617122,5.065727746000626,7.893212524896171,1.41382827316989,5.424271823924417,5.384665448168359
12.5,-0.81372966246545,9.84613856432168,1.6975324748014406,5.21162299340577,3.513676638896458,5.4008875072615306,19.18207400089928,19.97250942751452,5.764134822359992,-4.379760412231811,7.484768025820119,-5.840726909476865,10.954544717227812,6.345983793790161,14.70309942964996,12.730987955971118,5.73827969367313,-0.5522522769568178,-2.1846898620664983,6.758971527627929
15.0,-3.711383097394932,-3.15361037351558,23.882623113020788,47.82416136836117,-72.01876072177303,-18.7291843583064,-0.6114799581621395,48.305981920310295,-14.373096997096804,7.9857927676158305,45.09287030464986,19.04322693081983,-8.26281322175419,1.5266168337586692,24.157206719020326,-26.90652724264746,24.928286330799324,57.55675558020669,51.32921777261089,61.218088894066206
17.5,2.662109643533853,2.462957800540807,4.595149458351148,0.8996899348224846,-23.359314112278035,8.43233247617202,15.592646294107782,10.067956040008353,-0.9599882160444824,29.96166232776868,6.7122278096497965,9.95865285602634,-5.2323858619422055,7.806248265465124,-5.484778484821137,13.13950708451179,4.839414222903202,3.672148575303525,13.545156958810926,-3.451550287789844
20.0,26.84531904475409,-23.38321084850409,2.4772614596320257,-25.28746712477915,11.75186533459401,-27.797224220716373,2.654413272369021,5.380383527684858,4.094959915786788,1.698061471312735,4.413507645994677,3.178882968826567,-4.394691702915699,-7.636714974588937,9.8966370808828,6.534437524586304,-12.614357079934228,-6.6412985502332775,12.6427891223686,16.781140405286205
22.5,13.89938672515926,0.8567290407578153,7.547475124930007,2.83909546303177,9.9538295938236,4.776443900790863,5.446392285572504,-6.8039385412477085,1.182514383040663,16.85947896212745,6.329963489158616,8.612949165324823,5.003166119073296,-5.158356513417071,2.541557948540688,2.600654283104677,3.769516687056785,-4.718620990281662,-5.239951784213286,-0.894519356548894
25.0,1.23334674892457,4.295285619952698,4.1437668312885485,5.029601892259121,1.1759828518657212,0.940489328910152,9.041840249069455,4.833221830207796,0.2750004302588323,9.665821751770796,10.360365314135889,0.8656944892805238,2.78750763232694,3.377961403859424,5.729092954155929,1.4776369448782645,8.104421098014583,1.871629263116195,5.670388122195394,-2.925118316855292
27.5,2.141228635670223,-0.8877270122381786,7.815757777726238,3.7995642261771336,6.738510995806855,3.061153355847783,1.2336262219795104,4.207393139086625,13.057818441606202,-4.919853703279872,4.664574195403706,4.5640745265120986,3.529029598557854,-2.0570583259750217,2.264469537572753,5.243851030132434,10.883923265102526,1.4951877964735585,4.745331139450248,6.858062162675522
30.0,6.318021845719153,2.3760542066694095,2.9844803799994404,1.9603809753456303,3.4728987915814784,0.2919593240955655,5.4560245586716,-4.491217557417116,-1.794229253114217,4.274668931270707,6.658689389756777,-0.4802634442500116,7.0780998825995844,3.404244679752683,5.080520764152336,-2.3639256030794287,7.390398395181113,7.549368097933781,5.207200112123792,5.779610224402123
