,0,1,2,3
0.0,0.0,0.0,0.0,0.0
2.0,6.19965562183709,-1.2424174515790751,1.6817062573912505,3.1179156909194363
4.0,11.35262974987435,2.5905372047434603,-1.90409040538013,5.87715245121993
6.0,1.7311066035994094,5.210787119506522,5.212556543176412,-2.277626648412937
8.0,5.606065342736603,1.34150663527185,3.5946489696638544,3.7930362634451447
10.0,5.621190471563821,3.6317377654136394,1.6241378233322423,3.5983494232877984
