,0,1,2,3
0.0,0.0,0.0,0.0,0.0
2.0,6.19965562183709,-1.2424174515790751,1.6817062573912505,3.1179156909194363
4.0,11.35262974987435,2.5905372047434603,-1.90409040538013,5.87715245121993
6.0,4.757744599569884,8.225443787457635,-1.1828491889640365,2.239909775837336
8.0,0.3822268714529842,8.416184057734643,3.766327834101961,2.8557017091034105
10.0,4.864821392742682,3.3838937242272173,2.5912671801236726,-2.127647987160089
12.0,0.6849788157312955,5.206252466804933,3.3913821178848536,2.265168901757689
14.0,8.331372182985843,-0.9365829619373396,3.7040067578071794,3.6381385705867815
16.0,-0.2013264971516082,1.992194724290245,-1.7922397712264302,2.3972884578431275
18.0,5.79494005373669,-1.890810194855172,-1.0120890712314994,7.030697322851717
20.0,1.8518091883066612,0.9861539843731041,5.597061541233532,4.811576615317705
