,0,1,2,3,4,5,6,7
0.0,0j,0j,0j,0j,0j,0j,(1+0j),0j
2.0,(-2.286033626862308e-17+5.1321789742608775e-17j),0j,0j,(0.49339164316570033-0.422203025334646j),0j,(0.23453606053487003+0.33062925315469716j),(0.11249358961445988+0.6335073933391207j),0j
4.0,(-1.1635817798222717e-17-1.5659952315611308e-17j),0j,0j,(0.604896856123951-0.6230611985193393j),(-0+0j),(-0.12947787733023164-0.10481720732113711j),(0.3990213743531312+0.24274536348156706j),0j
6.0,(-9.44308714187929e-18+9.066979261220868e-18j),0j,0j,(0.08099096958984142-0.5775896952173816j),(-0+0j),(-0.16251016251052985-0.730129299769551j),(-0.03622248953638291+0.3146747380617048j),0j
8.0,(-2.4204505553729267e-17+1.5230237954287884e-17j),0j,0j,(0.6182242429452415+0.43462490880452487j),(-0+0j),(0.14077435619521478-0.07339124654340043j),(0.21236541235550707-0.598829868397649j),0j
10.0,(1.4150912830178837e-17+9.520065682778628e-18j),0j,0j,(-0.3707607129426721+0.15549334696778494j),(-0+0j),(0.6604278084141705+0.325596011955058j),(0.5383756985086915+0.07957554218786525j),0j
12.0,(2.985455778201375e-18+3.5929100718205354e-18j),0j,0j,(0.09495230837251385-0.18659090511706242j),(-0+0j),(-0.02735681191944489+0.31556279408378934j),(0.9250800094277392-0.008160713886432969j),0j
14.0,(2.3380470262898397e-17+2.453227675086976e-17j),0j,0j,(0.2506804897017978-0.2079144281931665j),0j,(0.5354709789980845+0.16447742352245429j),(-0.08542725790560268+0.7568692582216253j),0j
16.0,(3.0123552225435692e-18+8.152363698343427e-18j),0j,0j,(0.13838486466666794-0.8831808039828741j),0j,(0.3009817839691857+0.186646973972495j),(0.2745920943051947-0.0036539400756443186j),0j
18.0,(-6.812338708148831e-18-6.901664073953962e-18j),0j,0j,(0.3327536281749929+0.6503326635630315j),(-0+0j),(0.4445439076242438-0.21896939479604677j),(-0.23340869417014215+0.40779400371020824j),0j
20.0,(-5.90243489328774e-18-1.4152405528072132e-18j),0j,0j,(0.5939402894200209-0.192211311336642j),0j,(0.6709260244459003+0.2058690906835925j),(-0.2816438154343012-0.19606808217517047j),0j
