,0,1,2,3,4,5,6,7
0.0,0j,0j,0j,0j,0j,0j,(1+0j),0j
2.0,(1.6812451447815274e-18+2.323228728913046e-17j),0j,0j,(-0.46013877919536156-0.37062188662488094j),(-0+0j),(0.47557309912018253-0.4786954047121336j),(0.4403763431624014-0.04075946906962993j),0j
4.0,(2.3584876983423344e-17-2.6151375527318105e-17j),0j,0j,(0.7687797420308001-0.37579019562605603j),0j,(-0.2899550825787679-0.038548929278837324j),(0.42673388623257774-0.009882185660209764j),0j
6.0,(4.3240523211932816e-17-1.6399591595600972e-17j),0j,0j,(0.1971967200533638-0.19901533072802882j),(-0+0j),(0.4297962040152985-0.8321590536579812j),(-0.13804005029390687+0.1588641831230603j),0j
8.0,(-1.0842857308215566e-18+9.616845238480877e-18j),0j,0j,(0.22373685342990687-0.5222365843023385j),(-0+0j),(0.14743342888421032+0.035131320844185215j),(-0.6575660977602245-0.471006127192724j),0j
10.0,(1.1495433211940373e-17-1.5820256297008678e-17j),0j,0j,(-0.04582802258313423-0.2961044057392527j),(-0+0j),(0.29669324138288+0.7668867773250737j),(0.057973713553125694+0.4803319821399227j),0j
12.0,(3.2198805218293513e-18-4.56560118032117e-18j),0j,0j,(0.4660490204439398-0.4636891610887889j),(-0+0j),(-0.18693003842591496+0.25556684237478705j),(0.6794409429463744-0.07676866087686829j),0j
14.0,(-7.78120864539719e-18-2.0343058598240044e-17j),0j,0j,(-0.2532558883718228-0.10247090173528214j),(-0+0j),(-0.7309155496585629-0.288348873772044j),(0.37906505890338876-0.405324853275544j),0j
16.0,(2.2017398477989936e-17+1.452050555006633e-17j),0j,0j,(0.1534735307537664+0.9115096403528654j),0j,(-0.3175060353137732+0.12397683462070179j),(0.16779725861116299-0.03549356168521059j),0j
18.0,(2.784634291274276e-17+3.61961482252405e-17j),0j,0j,(0.3054312020150167-0.4173705333824231j),(-0+0j),(-0.6666696674667384-0.4891761907176475j),(-0.20494774892290524+0.08226936140464328j),0j
20.0,(4.560865492009225e-18-1.8019084358033592e-17j),0j,0j,(0.008291873147026313-0.37277137008162775j),0j,(0.419246050685023-0.0025193862766706987j),(-0.5518820815820058-0.6169483934606622j),0j
