,0,1,2,3,4,5,6,7
0.0,0j,0j,0j,0j,0j,0j,(1+0j),0j
2.0,(-1.2082057229096258e-17-5.4801609340390396e-18j),0j,0j,(-0.5323209839729159+0.4355607097720438j),(-0+0j),(-0.28756956589975163-0.3457107460290637j),(-0.05905958608242573-0.5667636440924992j),0j
4.0,(-3.241561612950256e-17-4.3251375808190474e-18j),0j,0j,(-0.04301852177044113-0.9136736332967367j),(-0+0j),(-0.21333043762123885+0.024697892692586113j),(0.32468012434980437-0.10868695384496259j),0j
6.0,(2.787011017267948e-18-4.31030428452359e-17j),0j,0j,(0.09224412831594025+0.6624582897143272j),(-0+0j),(0.6288183077737735+0.31819943606488266j),(-0.19922941241007514-0.12761007447398234j),0j
8.0,(-1.1797784993897176e-17-2.3553553510795892e-17j),0j,0j,(-0.3959831356337371+0.7226724742012508j),0j,(-0.05151922408412532+0.11920765794018462j),(0.5292663903447808+0.15477158400399896j),0j
10.0,(-1.084170325806036e-17+3.5942526956726864e-17j),0j,0j,(-0.2610688219174024+0.33255024651899223j),(-0+0j),(0.7706331077738431+0.10058365945115083j),(0.4455531211080961-0.13690639388974923j),0j
12.0,(7.547979862681994e-18-6.690818793206844e-18j),0j,0j,(0.11290740062633228-0.021927090000961054j),0j,(-0.060978036122736196-0.3972637353383768j),(-0.9020540985873021-0.10739054206659998j),0j
14.0,(6.020113887611028e-18+1.5267140622245677e-17j),0j,0j,(-0.05285402323114352-0.1697685075614101j),0j,(-0.05899051391924291-0.04654525881513592j),(0.891437873151891-0.40997229483034814j),0j
16.0,(1.0288092373678082e-17+2.900811716806853e-17j),0j,0j,(-0.13309127534421708-0.5171850190549079j),0j,(0.5016025235443575-0.4473363948735284j),(0.3985208221586436+0.322912652266692j),0j
18.0,(9.131959671874815e-18+3.102575607271037e-17j),0j,0j,(0.25568781307491506-0.9103747609276862j),(-0+0j),(-0.18230949362916982+0.10885294076115595j),(0.18308534792927111-0.16503205174985516j),0j
20.0,(-7.59789934128465e-18-1.9126733635383538e-17j),0j,0j,(0.5373402968228345+0.10423878629291397j),0j,(0.700191499439083-0.369684676114272j),(-0.2508841769325172+0.1025763860104047j),0j
