,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(1+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
2.5,(1.0162277517231748e-17+2.131217950357964e-17j),0j,0j,(0.22525811563321574-0.23396479436590165j),(-0+0j),(0.05600453076683248+0.4799479512291741j),(-0.0011195987065434829+0.09306020067000603j),0j,0j,(0.14254372849774055-0.32360926935825207j),(0.12985947823914382+0.23863163991979336j),0j,(-0.011217974269770333+0.05286324551494068j),(-0+0j),0j,(2.340393437512815e-18+1.3521311300105402e-17j),0j,(0.11014114836722813+0.37960585105660255j),(0.1364702079066036-0.2724250399270743j),0j,(-0.1127382827577817+0.3749599190339659j),(-0+0j),0j,(-1.86639929971997e-17+8.975919048600993e-18j),(0.1206050133170192-0.18351852818831027j),0j,0j,(-3.751885319501352e-18-1.5184160048718921e-18j),(-0+0j),(2.1058226010428067e-17-2.476416267141645e-17j),(1.1051038664903164e-17-2.052815725064595e-17j),0j
5.0,(-4.0807469537437576e-17+1.3765556835963828e-17j),0j,0j,(0.1690280613343607-0.18107272398290433j),0j,(0.36675850525252984-0.02072567713337148j),(-0.008196497234280509-0.193246038728582j),(-0+0j),0j,(0.0034720807096251874-0.11770805594459031j),(-0.3568961987839398+0.6113946928046248j),0j,(0.14561012152787933-0.26194935285038723j),0j,(-0+0j),(2.374949562238692e-17+6.3051917295684825e-18j),0j,(0.2582917022305047+0.11372255455387796j),(0.12899001924804912-0.08183855472410224j),0j,(0.21026970238931444-0.07987846467845197j),0j,(-0+0j),(1.5354797721973134e-17+1.285475005093887e-17j),(0.03952371092104617-0.07927671044873275j),0j,0j,(-6.479249045311361e-18-1.3109506498846506e-18j),0j,(1.6761125165340782e-17+3.500431112638836e-17j),(-1.493038206487345e-17+3.197393181495022e-19j),(-0+0j)
7.5,(2.5665180099312225e-17+6.703560876623391e-18j),0j,0j,(-0.3709874627283426-0.05613416152943493j),0j,(0.1903501610678736+0.17201849917664183j),(-0.02588576576947693+0.20297826808987957j),0j,0j,(-0.29744883738020567+0.1550227255048712j),(-0.04970459136934634-0.2836749168371051j),0j,(-0.2521126558478539+0.17731005427303942j),0j,0j,(-2.8311194183115882e-18+6.3948600974077e-18j),0j,(0.29575314430998745-0.20582617173508758j),(-0.35565192143097324+0.16100962142142883j),0j,(0.29078146919291764+0.15127359539047797j),0j,0j,(-1.2911669540565575e-17-9.951940185147635e-18j),(-0.25231768755586537+0.08789454443489873j),0j,0j,(2.3454955902413383e-17-1.958507829360206e-17j),0j,(1.2021660667900603e-20-1.468474355703935e-17j),(4.4482756826993645e-18+6.6098836573358895e-18j),0j
10.0,(-2.963083368287604e-17+1.9883469874907226e-17j),0j,0j,(0.08704224839384814+0.30507421534545676j),0j,(-0.1768184529692492+0.0007897502091326197j),(0.2565073661111303+0.3094062598511227j),0j,0j,(0.16104907958855447+0.07766833582763477j),(0.3544428289553304-0.5029296700939403j),0j,(0.02877536010938951+0.2638205258824933j),0j,0j,(2.2222796429858052e-17+2.2204970508068656e-17j),0j,(0.0360917914128048-0.09173073460385522j),(0.18485497999565892+0.0713047795768171j),0j,(-0.33628711285041285+0.05381088224223718j),0j,0j,(-1.0479405218272297e-17+1.0503052472159983e-17j),(0.23712689509766607+0.06638223331983374j),0j,0j,(1.919773769122271e-17+1.5362230305414578e-17j),0j,(-9.772452324114668e-18+6.347342725845747e-18j),(5.0322816506223714e-18+1.6656889702335504e-17j),0j
12.5,(2.806543952409931e-17-2.693307138840746e-17j),0j,0j,(-0.07464940425321677+0.09879697871804494j),(-0+0j),(0.3225503764062448-0.2184885938927957j),(0.28159918996593014+0.05698967478676614j),0j,0j,(0.28630274971531017+0.1727781499256471j),(-0.39657609730802545-0.2311041999920817j),0j,(-0.07427187965425527-0.056687806463627595j),(-0+0j),0j,(-3.0633328424768983e-17+1.457341685322104e-17j),0j,(0.05394844440865651-0.47018496840099355j),(0.006216328237172275+0.0837007994435013j),0j,(0.3883453308323479-0.17225087138374867j),(-0+0j),0j,(-1.1244495647033859e-17+3.67265351184348e-18j),(-0.04248314765384925+0.07612803752707595j),0j,0j,(-4.36575143066351e-18-2.3540489990326437e-17j),(-0+0j),(2.530786497170255e-17-5.5630824214735185e-18j),(2.955320313210206e-17-6.582578811276328e-20j),0j
15.0,(3.260787165473812e-17+2.3239668297492027e-17j),0j,0j,(-0.16831328966225217-0.01906351049798259j),0j,(0.45403693464440564+0.10558822378350435j),(-0.11801069738536264-0.1323830343518572j),0j,0j,(-0.2063824136439495+0.0782768257146092j),(-0.18840410555877185+0.3828578047192237j),0j,(0.10755419829850812-0.050355872100391774j),0j,(-0+0j),(1.2996434247312126e-17-1.0482621844450432e-17j),0j,(0.005250625510323986+0.281342735099423j),(-0.041764216805899416-0.019611581199985118j),0j,(0.3632566718878448+0.49381982409083924j),0j,(-0+0j),(6.163985210733166e-17-3.113011456499534e-17j),(-0.05572036980655528-0.13201466924725114j),0j,0j,(-7.251228570024853e-18+3.2317754738688e-17j),0j,(1.4275050475048245e-18+6.902174749483222e-18j),(4.3725953746843273e-17+4.244531515168832e-18j),0j
17.5,(4.0373542194991276e-17+5.188229059615071e-17j),0j,-0j,(0.06639757054596437+0.025008426566638074j),(-0+0j),(-0.23238441912059526+0.10187464434031065j),(0.11712795630919098-0.19501996110400635j),(-0+0j),0j,(0.024258133993822067-0.09219166487669822j),(0.7891806149426259+0.17532588586875425j),0j,(0.06815770237626236-0.06615177850980727j),0j,0j,(-4.84522183622969e-17-2.082601650230418e-18j),0j,(0.158970760407315+0.2241876397503028j),(-0.14799327049036523-0.07478844269505866j),0j,(-0.03508740871793083+0.028879044260184533j),0j,0j,(3.1275665434603297e-17+9.718133403836077e-18j),(0.18216790460102156-0.26249065923145587j),0j,-0j,(1.6160743066897115e-17+2.5617349287352685e-17j),(-0+0j),(2.1648758974002132e-17-1.1165490940783347e-17j),(1.3662604014393836e-17+1.6460575397901903e-18j),(-0+0j)
20.0,(2.872378981332552e-17-2.374753689284741e-18j),0j,0j,(-0.3672942706447455-0.04165377539185619j),(-0+0j),(0.6216764296184882-0.25575726647045016j),(-0.04661893999667233-0.11807813907976067j),0j,0j,(-0.2623652009648819+0.03347965509129336j),(0.13668722130566227-0.01698068686740966j),0j,(-0.0708484997237054-0.09386202255814743j),(-0+0j),0j,(-1.2811536141236348e-17+8.991170150912143e-18j),0j,(0.08074795254605843+0.07295443721640578j),(-0.1855559907513969-0.1312384207868098j),0j,(0.26149127440816605-0.2771885421485869j),(-0+0j),0j,(1.3495441606730914e-18-4.3017488376546775e-18j),(-0.23490076507756985-0.16942950427611686j),0j,0j,(-3.21482675666632e-17+2.3367426856210164e-18j),(-0+0j),(-7.654848266217663e-18-2.711331300092159e-17j),(-2.59005297397182e-17-8.625138514300726e-18j),0j
22.5,(4.0578175975838036e-17+3.497762679331629e-17j),0j,0j,(-0.05351326526429891-0.03368739365990445j),0j,(-0.25611972784496007+0.0952609752118696j),(0.12104294780372568-0.12239443796083485j),0j,0j,(-0.09346184613525331+0.2914649660999498j),(0.4937276150476087-0.35430310124242514j),0j,(-0.28764359291494124-0.046481253521302154j),0j,(-0+0j),(4.730895894904812e-18-1.4879461973114685e-17j),0j,(-0.06645808886333578-0.05025745856287403j),(-0.295506940088682+0.11709682531821987j),0j,(-0.23101064041066596+0.2741473394860422j),0j,(-0+0j),(1.965704772357421e-17+1.3160774183732434e-17j),(-0.3237365189839575-0.05007269276458215j),0j,0j,(-6.2153024917955615e-18+5.411339533819966e-18j),0j,(-3.286107782833591e-17+1.2221645614918146e-18j),(-1.757483711499798e-17-4.3493443916449566e-17j),0j
25.0,(4.386187905534521e-17-1.028455677757365e-17j),0j,0j,(0.06443005647837997-0.22446544566170865j),(-0+0j),(0.02881875780412896+0.3928849912416596j),(-0.2722322331068432+0.14590779697432327j),0j,0j,(-0.0019840212665265256-0.15224484218076056j),(-0.00021654481084555297+0.045653606329479526j),0j,(-0.20200247599847576-0.20982618937935651j),(-0+0j),0j,(6.195467662271969e-18-4.117584920443661e-21j),0j,(-0.15431249400031868+0.0154703201119933j),(-0.23077467127731116-0.44262008776373596j),0j,(0.17721944641240917+0.30019158995378187j),(-0+0j),0j,(-9.727365307444732e-18-1.1051719976426484e-17j),(-0.30827766332546513-0.3082185186093796j),0j,0j,(1.8210706995418e-17-1.910863084146128e-17j),(-0+0j),(-3.484147125590861e-17+9.40222567150416e-18j),(-3.948344579572214e-18-1.247802452140011e-17j),0j
27.5,(-1.1963716924935301e-17+1.6125339575567812e-17j),0j,-0j,(-0.17889045521694655+0.05614754102662663j),(-0+0j),(0.032289178545953666-0.026419716263502917j),(0.13381891280069463-0.09961976785082571j),(-0+0j),0j,(0.4154026147063322-0.09073714071396224j),(-0.3721260407424038-0.5978324447182383j),0j,(0.12560948898789795-0.13973436639100706j),0j,0j,(6.586119391660012e-18+2.3473220708911232e-17j),0j,(-0.17315117779496675+0.021053659092060764j),(0.1958585837491637-0.10098177575590489j),0j,(0.18344919552410516+0.24986764572058298j),0j,0j,(-8.972828598357114e-18+1.8881025418081037e-17j),(0.19412843925012307-0.10266575457150014j),0j,-0j,(4.782769807273743e-18-1.0324889468631483e-17j),(-0+0j),(-5.262620282750466e-18-1.799433791198886e-17j),(-9.403227542430957e-18-9.069794573146269e-19j),(-0+0j)
