,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(1+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
2.5,(-2.700393230741322e-19+3.680208679612e-17j),0j,0j,(-0.14161946992006236-0.2856795117038476j),(-0+0j),(0.46334599860172443+0.17837318975594524j),(0.08879472273231376+0.08605299549781238j),0j,0j,(-0.25839800432646653-0.22490800486099272j),(0.3091307298871269-0.08219891890737605j),0j,(0.05727799309012422+0.04879292438947985j),(-0+0j),0j,(-6.982041988476147e-19+8.686282153298082e-18j),0j,(0.36364556308221085+0.08351812068197279j),(-0.1238019652675951-0.30004517903700983j),0j,(0.2258807713468863+0.24145186285003833j),(-0+0j),0j,(1.5194485526189828e-17-3.172150803657452e-17j),(-0.10219571074742212-0.2164933907842919j),0j,0j,(-2.708125619417136e-19-2.027449410435382e-17j),(-0+0j),(3.668862269298823e-18-8.114134424154128e-19j),(-1.2333408160534983e-17-2.986542835954115e-17j),0j
5.0,(7.288716425396225e-18+4.2975869226069516e-17j),0j,0j,(0.2103891465347383+0.0258153203837143j),(-0+0j),(0.2282735566232319+0.25786208701845853j),(0.09572226593310308-0.11012019081411706j),0j,0j,(0.02407450218678095-0.1028695967300115j),(-0.6937781658027317+0.026062416099931096j),0j,(0.33131944677917513+0.022522950476444953j),(-0+0j),0j,(6.376348189119783e-18+4.906769697373517e-20j),0j,(0.09180702258985309+0.30558629730207415j),(0.1604001918380038+0.11065878603492534j),0j,(0.11271973195518799+0.21278109484408023j),(-0+0j),0j,(-1.3845657821897541e-17+3.8123697593386676e-17j),(0.11738995266315455-0.013530381981005979j),0j,0j,(9.320536807225767e-19+7.813323875712122e-18j),(-0+0j),(-6.081907805742984e-19-8.258362731709698e-19j),(-1.0101381222022524e-17-9.06089113066848e-18j),0j
7.5,(2.312200675841436e-17+1.6040132213055212e-17j),0j,0j,(-0.2487840384316526+0.25784603148329516j),(-0+0j),(0.2220571382143507+0.0353187661249047j),(0.225873559779794+0.05802515785189802j),0j,0j,(-0.18245844193662358+0.3523253456860178j),(-0.3457112180049865-0.20354488023873457j),0j,(0.034500985294264486+0.28368262942780503j),(-0+0j),0j,(8.191569818719653e-18+3.855103346768334e-19j),0j,(0.038223242278266345-0.32417814629568253j),(-0.0027323003103625343+0.35203734736654646j),0j,(0.2479241185473208-0.06772417557137257j),(-0+0j),0j,(-7.736916123146158e-18+3.3635663596267465e-18j),(-0.08146363308367532+0.2519180486325377j),0j,0j,(2.0357577601471284e-18-6.422464086147404e-18j),(-0+0j),(-6.644432168401858e-18-4.678470464912063e-18j),(-2.1939810059244764e-18+1.9563891735265262e-18j),0j
10.0,(-3.405008725769976e-17+4.435280639248026e-17j),0j,0j,(0.3154942970064324-0.1070634295804092j),0j,(-0.019405802986746767+0.22627164542106604j),(0.34591301383409095-0.296055466338107j),0j,0j,(-0.0008224870848056731-0.2665341979732382j),(-0.4716254126292859-0.22173879759462894j),0j,(0.20794358606736246-0.06912150250195853j),0j,0j,(3.174118031211846e-17+2.6237398904494106e-17j),0j,(-0.10183959962798896+0.13921349512623707j),(0.09704169097083883-0.24214206627262j),0j,(0.02629122173330664+0.23122448035009233j),0j,0j,(-3.610246541403496e-20+8.69140056449496e-18j),(0.03844597745968012-0.29330347079229246j),0j,0j,(4.8573484670849286e-17+6.872360509338226e-19j),0j,(1.290599158045497e-17+7.034044646349791e-18j),(-2.014876510448002e-17-5.377752161091254e-17j),0j
12.5,(8.828051474262797e-18+4.592801022117952e-18j),0j,0j,(0.03872181022381175-0.020545926184114438j),0j,(-0.2901708718022059-0.11141432826879417j),(-0.17133420640599442-0.1717527347298134j),0j,0j,(-0.17131015899890828-0.2660428451705814j),(0.30455380509742574+0.498658091861755j),0j,(-0.07260178398950025-0.085626519980474j),0j,0j,(2.435606869249807e-18-4.322634639176529e-18j),0j,(-0.27940224015107495+0.41634379887968403j),(0.04981318642279683-0.03930875962290843j),0j,(-0.3482388847364297+0.05425278496977601j),0j,0j,(2.29277727150067e-17+3.4009205298805194e-17j),(-0.04173356809479503-0.0841445718483629j),0j,0j,(1.7414735019749127e-17+1.5787015156644687e-18j),0j,(3.185701389436794e-17-7.76343134432363e-19j),(-7.585894992361109e-18-3.740263256501053e-17j),0j
15.0,(2.2759132300050743e-17+1.0915118675931768e-17j),0j,0j,(-0.16483927532923145-0.16276292307848728j),0j,(0.26628322583454545+0.3535037980615562j),(0.035273377993578395-0.17080649035135922j),0j,0j,(-0.10563655583196861-0.09444801593576885j),(-0.1921115528853637+0.31807859706113006j),0j,(0.13956554927362225+0.029611027757871472j),0j,0j,(-2.10815163618934e-17-2.3962559672529004e-17j),0j,(-0.039187482407138985+0.3486364081194262j),(-0.2291731282511119-0.07680216256546546j),0j,(0.08690434750166506+0.5704235684188527j),0j,0j,(-2.6655049105594413e-17+2.3484687716193773e-17j),(-0.06390025465388899-0.15168791027668704j),0j,0j,(-8.223053442029654e-18+1.3477866688072642e-18j),0j,(1.890860888519763e-18+1.2678422293607481e-18j),(-2.1107765487780896e-18-3.953494422068038e-18j),0j
17.5,(2.0946588309445705e-17+4.733406616410279e-17j),0j,0j,(0.05607949852215492-0.062289776020287006j),0j,(0.10930023663606761-0.054012235580695386j),(0.17010614471999733+0.13813406372519327j),0j,0j,(-0.017584898809299976+0.011820252754605116j),(-0.5322417734103143+0.6904641699338617j),0j,(-0.019057975002066723+0.016694411120041597j),0j,0j,(-2.4298588463943296e-17+9.538221276222402e-18j),0j,(-0.24209265471686078+0.0699634075626095j),(0.1745343516757893-0.002228407398656443j),0j,(0.1477248877277049-0.03068398375530853j),0j,0j,(2.633414475864881e-18+2.6063087261065985e-18j),(0.06730665655128532+0.21843966042138058j),0j,0j,(-1.6144226875548143e-17-1.9311343334792284e-17j),0j,(1.3949506554418943e-17-1.5917036998347963e-17j),(-9.958811560239189e-18+1.381913520874557e-17j),0j
20.0,(1.364156496285798e-17-1.3247028481431014e-17j),0j,0j,(0.03836894206234526-0.428446047957174j),0j,(0.14442304077674567+0.4262088672899015j),(0.13028152168134333+0.07779025598094527j),(-0+0j),0j,(-0.023730808436052575-0.2811532440796995j),(0.1527415707492894+0.13366217933426996j),0j,(0.14844980599178542-0.21411927454480176j),0j,(-0+0j),(-4.380601727732992e-18-4.80050853880196e-18j),0j,(0.049273939488939954+0.15448949612254254j),(0.06547688799815125-0.2217566330288736j),0j,(0.12064425898454281+0.4266183044634377j),0j,(-0+0j),(-5.159528349440372e-18-1.230477824429646e-17j),(0.1424763051190321-0.3226748501041249j),0j,0j,(1.6728666675390053e-17+1.4568234879006692e-17j),0j,(2.179833104624848e-17-7.397831383912554e-18j),(1.966727961649438e-17+5.12004662237881e-18j),(-0+0j)
22.5,(-1.4281373652938447e-17+1.0161275547443377e-17j),0j,0j,(0.13926093688947525-0.17645466480853972j),0j,(0.20150931861706003-0.1698063512552792j),(-0.06626027068944876-0.05231010161550751j),0j,0j,(0.07631255615489177-0.12637683322448884j),(-0.45786055005215986+0.5225567793528327j),0j,(0.21395342490164146-0.026604119814912466j),0j,(-0+0j),(6.050363560944056e-17+3.0188708722722116e-17j),0j,(0.0918880092460948+0.08163218979627686j),(0.20311073313072228-0.3056889484760835j),0j,(0.3685656590207902-0.1280595964380184j),0j,(-0+0j),(-1.0803955969342491e-17-6.830461963874887e-18j),(0.13181368287796957-0.050010655981180034j),0j,0j,(2.890890721795239e-17-9.180547628772427e-18j),0j,(-5.127058821148046e-17+3.243168113663945e-17j),(-2.356957164580245e-17-6.483358210767611e-18j),0j
