,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(1+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
2.5,(-1.3393870536950373e-17-3.077052830327974e-17j),0j,0j,(-0.14556059694742002+0.2524569827290542j),0j,(-0.16405986718971324-0.46551761185338797j),(-0.03762095079487096-0.045658728603686256j),0j,0j,(0.03992713047817517+0.37186540481985997j),(-0.1734364351229277-0.17311022752008093j),0j,(-0.0648558283664914-0.08632724170717318j),0j,0j,(-1.0268106536783656e-17-3.0501781464704036e-18j),0j,(-0.22755597342183903-0.31954079618736264j),(-0.12954978039816223+0.3275600833756728j),0j,(-0.024399798315082682-0.37133477643620316j),0j,0j,(8.001976288002138e-18-2.5001579336163773e-18j),(-0.023243834743642083+0.19844200791787553j),0j,0j,(-2.3009742516862685e-17-1.5697092442708746e-17j),0j,(-6.198087881311466e-18+1.6983074675435114e-17j),(-6.195010147105521e-17+1.441422765734709e-17j),0j
5.0,(-2.099580585104424e-18+1.6535203031100087e-17j),0j,0j,(0.039623394644258604+0.015031471564500668j),0j,(0.1944878263061514+0.27834712579731596j),(0.16746110161395394-0.11166252055189255j),0j,0j,(0.19724438567507768+0.00285841461759527j),(-0.7311577214308005-0.013912975875684463j),0j,(0.304211206113777+0.06259252043164937j),0j,0j,(-2.219518660912636e-17-4.533980811955865e-18j),0j,(0.12134132544182734+0.31722268202056647j),(0.12574642466108144+0.11736798274702151j),0j,(0.03510287043819602+0.1320501663087047j),0j,0j,(-6.73248061264222e-18+5.354218632507084e-18j),(0.08137105883722369+0.0446835544763858j),0j,0j,(-4.371270270631603e-19-4.015060134535448e-18j),0j,(-1.7038773570975027e-18+1.0728942253368718e-17j),(7.312367537562784e-18-7.881480546182555e-19j),0j
7.5,(-1.626272222995635e-17-2.1973528364954024e-17j),0j,0j,(0.15351253704158413-0.15450878463218584j),(-0+0j),(-0.25875452167453566+0.14363033632223643j),(-0.10322837111034953-0.2371646315215351j),0j,0j,(0.14241671320621443-0.3817911369409606j),(0.2727056836927152+0.12935464999031626j),0j,(-0.10920369361156253-0.2777777625620065j),(-0+0j),0j,(-1.8387329465956865e-19+3.2873620004554516e-18j),0j,(0.06664806543364847+0.31115726369712016j),(0.0575102952626082-0.4822565729234529j),0j,(-0.2656379318152359+0.1141246601343595j),(-0+0j),0j,(1.6050111592046833e-17-2.435902842068133e-17j),(0.06345305460838849-0.16457940001450114j),0j,0j,(-9.643083454462428e-19+9.355188619014478e-18j),(-0+0j),(-2.6132502870750116e-17-5.2705054814532956e-18j),(1.5672931456368677e-18-2.8555504946819577e-18j),0j
10.0,(-4.7480150349781795e-17-8.536904900105362e-18j),0j,0j,(-0.07835388803128095-0.11966084007161962j),0j,(0.22729593433899595+0.07996636421595564j),(-0.23169636741992938-0.3844938275639901j),(-0+0j),0j,(-0.24644947836158024-0.22224915914300195j),(-0.3120855517482521+0.44393345544931584j),0j,(-0.059913158565063074-0.40734880015926334j),0j,(-0+0j),(2.382612171788649e-18-4.7597676981125975e-18j),0j,(0.1229451731284032+0.07777621309991474j),(-0.10069534914643416-0.08961817912418153j),0j,(0.18140693500315566-0.06767740474925424j),0j,(-0+0j),(-2.0649033782413002e-18-1.9527916427606372e-18j),(-0.2601206841216992+0.036730183235773636j),0j,0j,(2.9889729809622712e-18-2.6408401008872556e-17j),0j,(-1.1659586460367689e-17-1.4360135821404195e-17j),(-1.42981403691501e-18+5.509089512287022e-18j),(-0+0j)
12.5,(-4.5050094419457287e-17+5.048948586733502e-17j),0j,0j,(0.0699820455382856+0.037193889038355216j),0j,(-0.051128816555860414+0.17591726819254314j),(-0.2544174941499724+0.1751735757368831j),0j,0j,(-0.22847510311592295+0.07396818966835624j),(0.4440589290614234-0.2277156824397799j),0j,(-0.1845439672008106-0.12410164368464614j),0j,0j,(-4.971807685159805e-18+6.722136548595688e-18j),0j,(0.3429019225251024+0.30926034278372705j),(-0.14367894552530325-0.05711700790820557j),0j,(0.010008952883068939+0.502551008948676j),0j,0j,(1.932345676424917e-18+8.707426032475196e-18j),(-0.02554684096800036+0.13465289750729065j),0j,0j,(1.6102549348714658e-17-7.447710186485635e-19j),0j,(6.557771084269053e-18+2.8474342820034877e-17j),(-1.689617435092972e-18+4.975583435211988e-17j),0j
15.0,(-2.916998111604114e-17+9.816499091226487e-18j),0j,0j,(0.17426584008403084+0.07229392874053786j),(-0+0j),(-0.20113378648148117-0.32995148258797385j),(-0.1370037169416107+0.18235785659916964j),0j,0j,(0.08247973908167472+0.0005787553156385364j),(0.2015931227864976-0.35960492191460625j),0j,(-0.15090159000946002+0.01224072058217901j),(-0+0j),0j,(-4.5636725359020876e-17-5.462779163081256e-19j),0j,(0.07642292590483744-0.21293913477541676j),(0.1505224633690344+0.2513937027731147j),0j,(-0.09489191327731539-0.5385644538840951j),(-0+0j),0j,(-1.0489364936915246e-19-2.0243558724462598e-17j),(0.355279661470207+0.03253973900087531j),0j,0j,(4.0102966025466764e-17+1.4956915480061435e-17j),(-0+0j),(1.153832062999789e-17+1.6385153758737191e-18j),(-2.4459992067041786e-17-5.0291881279685255e-17j),0j
17.5,(4.461354096737308e-17-1.9309801968483002e-17j),0j,0j,(-0.026915377719846693+0.0061418674884238765j),(-0+0j),(0.010704240788238686-0.1363294107224005j),(-0.07805725348040474+0.2807920104622093j),0j,0j,(0.21874540912784318+0.09585191019179182j),(-0.8729566927890029+0.14541308821661342j),0j,(-0.09293531339586714+0.004659608028437456j),(-0+0j),0j,(2.511603613977183e-18-4.730773561464851e-18j),0j,(-0.06807900642252017-0.054238990929599086j),(0.02416263217289661+0.12425482223764331j),0j,(0.03746889174186448+0.025655202119928874j),(-0+0j),0j,(9.098630983764557e-19-5.360426098797732e-19j),(-0.08054999723525452-0.12064891179793386j),0j,0j,(7.081912048022306e-18+5.105130789630402e-19j),(-0+0j),(5.449922185210218e-18-7.766755686084974e-19j),(-5.45481497600877e-18-3.4339987310568738e-18j),0j
20.0,(-1.1252425583602236e-17+2.634345521201035e-18j),0j,0j,(-0.05317117442093938+0.38318086308421945j),0j,(-0.2660234232330202-0.5216690835712853j),(-0.027637325914473168-0.017277362350056776j),0j,0j,(-0.20053037318211814+0.4174497394170499j),(-0.1160806553489043-0.2175996568312914j),0j,(-0.09457115887680032-0.03106776675374518j),0j,0j,(-2.229300314188925e-17-2.830806022952161e-17j),0j,(-0.18843931516328022-0.05979331396424793j),(-0.12163036928094638+0.17264081385799615j),0j,(0.10001892355276022-0.33577803344202634j),0j,0j,(-1.3983427316562325e-17+4.391327106605714e-17j),(-0.02771752995815424+0.11816736621455823j),0j,0j,(-2.9568890593182486e-17-1.0181670575571584e-17j),0j,(-8.984919891082771e-18+2.2128186840299616e-17j),(-1.3410509341350765e-17+1.9167413491742873e-17j),0j
22.5,(1.7310655191872632e-17+1.75381575640503e-18j),0j,0j,(-0.13020077637553354-0.23981067307131398j),0j,(0.0658948353560219-0.2710145902478666j),(-0.09148538351722865-0.10771358776141972j),0j,0j,(-0.012535635991935065-0.09094313920990446j),(0.04821782193933288+0.6289496998023509j),0j,(-0.05292474284412739-0.17092325705693706j),0j,0j,(1.6860471466535255e-17+1.817694828183558e-17j),0j,(0.3084186709093519-0.15329598468276678j),(0.1532831454025619-0.4643470871686798j),0j,(-0.08875009215118163-0.1493492786574871j),0j,0j,(-1.763531648730744e-17-1.863308767516014e-17j),(-0.015747515749299827+0.035553554464220885j),0j,0j,(-5.157571228062544e-17-1.2592149275146513e-17j),0j,(-1.089144629626885e-17+2.3802973020750316e-17j),(6.337014310105344e-18+1.1207905954483085e-17j),0j
