,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(1+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
2.5,(-8.635818695811345e-17-3.497708350024926e-17j),0j,0j,(0.12158945544982164+0.3643991612457821j),0j,(-0.37787996886721376-0.20818944778574572j),(-0.08736023357565884-0.10863496549027148j),0j,0j,(0.1756830514042938+0.26186888850170564j),(-0.2749812795812836-0.019091304183995572j),0j,(-0.07409111694495511-0.053807218332744655j),0j,0j,(1.1503101709541452e-17+3.59073851092074e-18j),0j,(-0.3865346167104708-0.12280945696858817j),(0.1292177377719099+0.3167537542372946j),0j,(-0.250374613655371-0.26889237089087503j),0j,0j,(3.4205761246569655e-17+3.6720183734463674e-17j),(0.09075054144596237+0.19572551818483747j),0j,0j,(-3.0070633148410382e-18-1.7966311381999246e-17j),0j,(3.728920260839812e-17+1.1217719832598326e-17j),(-2.0704287703431057e-17+7.273464974209192e-18j),0j
5.0,(-1.7092841062570754e-17-5.387910330350122e-17j),0j,0j,(-0.18443649066522524-0.22712463537674904j),(-0+0j),(-0.09390998348562031-0.24171839673071996j),(-0.23285573344697957-0.0038305432707341214j),0j,0j,(-0.12785312673706806-0.007176138227730659j),(0.5560828236543497+0.4444880488417178j),0j,(-0.17264387644856746-0.19188701176931655j),(-0+0j),0j,(1.2930235694271431e-17+1.2758114199728535e-17j),0j,(0.15176277209423947-0.29533429839136j),(-0.029394619098252098-0.1225645637693423j),0j,(0.0708342648911535-0.24190149483970927j),(-0+0j),0j,(-2.028642671648327e-18+2.9238838977954754e-18j),(-0.043603634289477985-0.10731521951493089j),0j,0j,(-9.958914448976275e-18+1.0267406401466243e-17j),(-0+0j),(1.1668511873457074e-17+1.5303921326872295e-17j),(1.1244595830504796e-17+3.0447844033293747e-18j),0j
7.5,(2.0620265579062748e-17-4.152455192389442e-17j),0j,0j,(0.08792121262373964+0.3039089156380074j),0j,(0.1829407195664756-0.15525508764798895j),(0.38995896474276903+0.015023414514522132j),0j,0j,(0.13179719191780198+0.381345605966075j),(-0.3027397238899225+0.043727387671112505j),0j,(0.15983370827140972+0.1088034177281762j),0j,0j,(3.3211973410036304e-17-2.594368032603655e-17j),0j,(-0.17032831721929398-0.30859940471901576j),(0.0700715356418771+0.29459080428129947j),0j,(0.019629408012789812-0.2526512405125489j),0j,0j,(-1.4440829061291532e-17-5.2262222587086264e-18j),(0.07762842566478959+0.33183951762436753j),0j,0j,(-1.5336308447601554e-17+3.161484207163259e-17j),0j,(-3.126892116862935e-17+2.4698125678852223e-17j),(-2.9979138699707064e-17-2.1709699710215383e-17j),0j
10.0,(3.851729669618677e-18+4.1968470096260184e-17j),0j,0j,(0.26090299203116696-0.14765517626887809j),0j,(-0.03329363303008155+0.0790538701589068j),(0.43748498383421364+0.03348504428998944j),0j,0j,(0.2357852538511092-0.18696829489036162j),(-0.27561780214735-0.5532228375297168j),0j,(0.14469642990829398+0.059497572926351154j),0j,0j,(-1.0155445069423556e-17-3.35362309885204e-19j),0j,(-0.27950129482541564+0.03441001406091837j),(0.18639161071428337-0.18142823219807147j),0j,(-0.13957835217792158+0.15191440834698952j),0j,0j,(-1.5499085084826017e-17+2.429959371782232e-17j),(0.15340272172253305-0.012253660438508271j),0j,0j,(3.778919649697988e-17-9.095051509854267e-18j),0j,(1.672636638636809e-17+3.264296612932274e-17j),(2.240900704247253e-17-1.318918702317244e-17j),0j
12.5,(-1.315701813836226e-17-8.910637662339151e-18j),0j,0j,(-0.07788918440323325+0.11809685904530394j),0j,(0.00893972680004862+0.3111235981650176j),(-0.19719723089058142+0.15841821804775263j),0j,0j,(-0.12779931395699967+0.022590165781821055j),(0.5732949457398963-0.09652517414273176j),0j,(-0.2008742534944209+0.06669578928514512j),0j,0j,(3.233238235398997e-18+1.6537195013548744e-18j),0j,(0.28278940818640463+0.44557326987339957j),(-0.00828893736229401-0.13437410950801038j),0j,(-0.043667256930253584+0.28153999897135173j),0j,0j,(-1.49669872869927e-19+2.9851376456892654e-18j),(-0.09752380308810157-0.17940609876570052j),0j,0j,(3.3854124981865545e-18-7.57731897536702e-18j),0j,(-1.7961107140238383e-17-7.94245742267387e-19j),(1.0563131252181983e-17-7.276014143909523e-18j),0j
15.0,(-5.928266062006525e-18-3.1347926482037507e-18j),0j,0j,(-0.08280209563735795+0.2301323780620767j),0j,(0.37304461253710774-0.2575381451262916j),(0.0022391842513937235-0.08506234472327076j),0j,0j,(-0.04381508831878414+0.2070806475631372j),(0.3784007693515764+0.2136268622791705j),0j,(-0.06765478006995093-0.22141027650790845j),0j,0j,(2.6034498500538785e-17-5.678178250548637e-18j),0j,(0.4090281008808072-0.10619017397785091j),(-0.13954130347559507+0.1959856154106382j),0j,(0.37018125835490523-0.16442566185485916j),0j,0j,(2.615974390926909e-17-2.7678759214279155e-17j),(-0.19909083642397604-0.007687028327048734j),0j,0j,(-1.56521710043347e-17+1.0791805189789744e-17j),0j,(-2.6571928623589278e-17+3.0040472229131473e-18j),(1.3380024390302633e-17-7.63090491003213e-18j),0j
17.5,(-4.435065102873217e-18-6.60230841127298e-17j),0j,0j,(-0.01623636518100378-0.062443556249525335j),(-0+0j),(0.08569279424674803+0.032278317609809024j),(-0.032320053954901666-0.029545650204128332j),0j,0j,(-0.07538482935156819-0.07706651381110441j),(-0.11248852360106798-0.8722374285369083j),0j,(-0.15525259319953397+0.11402300641798141j),(-0+0j),0j,(7.3104805131559e-18+2.231632330780439e-17j),0j,(0.18943684768091795-0.12050623583454151j),(-0.2415123404506683+0.11742298214531748j),0j,(-0.1114654756766059+0.05680156611734219j),(-0+0j),0j,(-4.959357548951175e-18-1.9815143171948857e-17j),(-0.14873475597366032+0.05530403174991868j),0j,0j,(-8.722731993136322e-19+1.0742231600841853e-17j),(-0+0j),(1.5616153382171476e-17-9.711900708343412e-18j),(1.9719113079243192e-17+2.9377337459787148e-18j),0j
20.0,(3.15702604889727e-17+4.227044825794066e-17j),0j,0j,(0.09105269103235175-0.26898233118088316j),0j,(0.18590821513883785+0.4975982363898727j),(0.12819575397103314-0.01414723050986108j),0j,0j,(-0.08702732748619266-0.3527586567680496j),(0.04218411924795562+0.15603369959645835j),0j,(0.2173252700636279-0.12280616396452432j),0j,0j,(1.2637341273057015e-17+3.500120259535681e-17j),0j,(0.1904882005578127+0.19326894820756435j),(-0.013919717774857787-0.25902742306375914j),0j,(0.23311091529893768+0.2515073622674493j),0j,0j,(-1.2129267305810227e-17+3.769333395729399e-17j),(-0.0315929096439824-0.37494707747754985j),0j,0j,(2.1433942740040118e-17+1.0134497616516626e-17j),0j,(3.909121553505268e-18-5.12849597057633e-18j),(2.5780412222602372e-17-1.4197887157008514e-18j),0j
22.5,(8.073369005384402e-17+2.7666220142172806e-17j),0j,0j,(0.025570262185142002-0.07644844257408834j),0j,(0.19490757967154787-0.25198898917399437j),(-0.13404562947063617-0.11766879436926249j),0j,0j,(-0.03661632440666959-0.17153753695378862j),(0.0808134469610029+0.7195143539580119j),0j,(0.10060961080204095-0.15940615302599556j),0j,0j,(4.490860177798731e-17-2.873786962554476e-17j),0j,(-0.005281871326410193-0.03536701695913792j),(0.12401139990672248-0.2877594079194705j),0j,(-0.013183403618419881-0.3374827183481679j),0j,0j,(-2.4612567339879476e-18+9.076371261456212e-18j),(-0.033066520649312675-0.23461709191214725j),0j,0j,(-5.073751514584688e-18-2.4256156909310846e-17j),0j,(1.7274931012384952e-17-1.0387424212807754e-17j),(1.867115018318108e-17+5.266483334102166e-18j),0j
