,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(1+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
2.5,(-1.739140055587362e-17-4.423544329240332e-17j),0j,0j,(-0.38424898806984853+0.021294169313788608j),0j,(0.3280502909156773-0.34528362234108706j),(0.1669854764039407-0.05701577974051679j),(-0+0j),0j,(-0.2590610062812523+0.09492931220968409j),(0.04693982723094667-0.3060781112754801j),0j,(0.013389952684696043-0.06054858808296599j),0j,(-0+0j),(2.2546608186974273e-17-5.751461612471081e-18j),0j,(0.23639127989447706-0.3014529688661484j),(-0.31803636426065507+0.014280288805961244j),0j,(0.32546990023534206-0.10140681154001584j),0j,(-0+0j),(2.1940356029008237e-17-1.1061836181964803e-17j),(-0.22765370640299776+0.04386114321772411j),0j,0j,(3.1991888406598345e-18-1.9293913489559507e-17j),0j,(-2.1850786692732874e-17-6.376619774896556e-18j),(1.4261036857680059e-18+1.219732559672317e-17j),(-0+0j)
5.0,(-3.8852817211025895e-18-4.244015712397872e-19j),0j,0j,(0.10490733333850083+0.22494271817984865j),0j,(-0.007689453930190465+0.35309957481025367j),(0.15546199345841924+0.029269557397339455j),0j,0j,(0.11879002460485014+0.028124087147618056j),(-0.42998179109079193-0.5833079571270864j),0j,(0.039100768547162504+0.2408253298434875j),0j,0j,(-1.5933539921509454e-19-1.9437568018828038e-17j),0j,(-0.1685029791374912+0.24679069151254784j),(0.07329823573947808+0.14928180506831237j),0j,(-0.11416877121600574+0.18655025975859613j),0j,0j,(-3.735215481459738e-17-1.2855320275685491e-17j),(0.10343384244681042+0.11653641575747133j),0j,0j,(-2.097914727202155e-17+1.6081285634243096e-18j),0j,(1.0717183466693212e-17-1.425043495534379e-17j),(3.7872427090831364e-17+5.1211727226704385e-18j),0j
7.5,(6.628232422151583e-17+2.261847050141757e-17j),0j,0j,(-0.08759957581814729-0.33191360123642166j),0j,(-0.15739883158723655+0.19469964054077202j),(-0.19442777871210234+0.09395409571602033j),(-0+0j),0j,(-0.16612341134676592-0.32673725087496247j),(0.3577715804780838-0.16404881367981045j),0j,(-0.26961097353422947+0.018632633485294425j),0j,(-0+0j),(1.7469086679557013e-18-1.1718297306741087e-17j),0j,(0.1830533316061945+0.24201602598545596j),(-0.22566674320990984-0.35928948363461066j),0j,(0.005820954839403036+0.20968598325034699j),0j,(-0+0j),(1.7564809648944345e-17+8.569454031186104e-18j),(-0.20112894435596868-0.23236646422254356j),0j,0j,(4.328233598563601e-17+2.316225022853857e-17j),0j,(-7.867415732773211e-18-1.2558131994453816e-17j),(9.445263918842945e-18-2.017498178917435e-17j),(-0+0j)
10.0,(-1.3060886366888698e-17+1.6573886356286013e-17j),0j,0j,(-0.06968581129471771-0.28237869754128025j),(-0+0j),(0.1287516970221174+0.05345241054249412j),(-0.2087289679515703-0.3127722143656041j),0j,0j,(-0.28228604717634626-0.22090374034708304j),(-0.38415122020957093+0.4786810500423563j),0j,(-0.0008504278761049255-0.21457364786757402j),(-0+0j),0j,(-7.963532154807781e-18+8.428427014175406e-19j),0j,(0.12997036551674532-0.04873027918539195j),(-0.2291384260799989+0.039637296723666005j),0j,(0.2923972388915892+0.018994392084399125j),(-0+0j),0j,(-8.769673104572384e-18-1.6829845810825835e-17j),(-0.14100320416258239-0.15576359471325693j),0j,0j,(-7.899536402288632e-19+5.6211965792060075e-18j),(-0+0j),(-1.0423432901382787e-17+3.81754877742047e-17j),(-3.5444468501074595e-17-3.4028823068175247e-17j),0j
12.5,(2.442699585349962e-17+3.9628913054191267e-17j),0j,0j,(0.03556276815072611+0.024663251276662766j),0j,(0.10349924556752167-0.2374302968934734j),(0.30515440591713006-0.19894957665697263j),(-0+0j),0j,(0.23342993231261128+0.06930397407313892j),(-0.5309905239494946-0.05352742359744103j),0j,(-0.023310863664861514-0.10292261178540052j),0j,(-0+0j),(-4.869093176183576e-18+1.3066149791640131e-17j),0j,(-0.06051889532870164-0.471075388391866j),(0.06940827314256012+0.14687792392426158j),0j,(0.29477951447587575-0.27049602368859404j),0j,(-0+0j),(-5.047234410429694e-18-1.5910618739374582e-19j),(-0.039049418587977586+0.17188182859028073j),0j,0j,(1.5816554428976239e-18+3.859327157153326e-18j),0j,(-1.7301142069577127e-17-2.8421402851419483e-17j),(-4.125998297590096e-17+2.8544982619442256e-18j),(-0+0j)
15.0,(3.015571860967184e-17+1.671115710176898e-17j),0j,0j,(-0.06195410728649407+0.06661117488216997j),0j,(0.3029857057788446-0.18027632785427994j),(-0.17758050636443506-0.05429907377253288j),0j,0j,(-0.03313864663900626+0.3060402198568155j),(0.17486051211712067+0.38276077827144706j),0j,(0.020412934511439173-0.08185986374676152j),0j,0j,(1.5149634116007346e-17+2.4941223640916855e-18j),0j,(0.33458976711451877+0.013226251463386629j),(-0.1250792187138435+0.12048267989959796j),0j,(0.6058516195449395+0.01795069566022378j),0j,0j,(9.009058908929337e-18+5.167710125627044e-18j),(-0.2068802357719182-0.03897462326668384j),0j,0j,(3.1427989023230583e-18-4.89475143046523e-18j),0j,(2.6301130943942803e-17-4.207670948030814e-18j),(6.031399431835586e-18+1.8021266119852684e-17j),0j
17.5,(-1.213756791356314e-17+1.0410314439495805e-17j),0j,0j,(-0.17301106605459815+0.04307567785084081j),(-0+0j),(0.04799331731124231-0.0683216468310366j),(0.08410740594580399+0.1795245977123408j),0j,0j,(0.09988082245826838+0.22944085685767968j),(-0.6477965032591333+0.5015107895911953j),0j,(0.008540458337558055-0.04958391552629861j),(-0+0j),0j,(4.701580787885513e-18+1.9752187640171962e-17j),0j,(-0.22117601126056255-0.21997622300617364j),(0.08472900260152022-0.07820376808398083j),0j,(0.02061024589356273+0.014199978042709512j),(-0+0j),0j,(-1.0873829669007861e-17+7.59402459722654e-18j),(0.10223895147890669+0.2528847922649651j),0j,0j,(5.934294210632071e-18-3.599302258749743e-20j),(-0+0j),(-1.6279937125619792e-18-7.297543153511875e-20j),(-1.258623445884978e-17+1.1656900804816736e-17j),0j
20.0,(5.2022862774960064e-17+1.2563791054086249e-18j),0j,0j,(-0.09911102397961177-0.42773929947312334j),(-0+0j),(0.4589194742063117+0.4777397096974637j),(0.2566940832116376-0.19942990618304382j),0j,0j,(-0.21579755742210413-0.1864923535137023j),(-0.0272254355504954+0.14957220124510806j),0j,(0.12917514723706464-0.03793095434135473j),(-0+0j),0j,(2.4886869903069852e-17+1.8919690354116845e-17j),0j,(0.19738952568479606+0.02882819489544035j),(-0.07068417045692796-0.1482843508134973j),0j,(0.21957037137443708+0.09146335123752394j),(-0+0j),0j,(1.3208888580466214e-17-2.4355594067184152e-17j),(0.08927731019479089-0.09379922340617586j),0j,0j,(3.2256977549773846e-18+4.674000994455884e-17j),(-0+0j),(3.7320169357943575e-18+2.857032551652014e-17j),(-7.655990953904293e-18+6.4996254136390606e-18j),0j
22.5,(-1.568556295355029e-17+2.9783366339726886e-17j),0j,0j,(-0.2537415080413745+0.03331861516275471j),0j,(-0.3434929156588436-0.0021493997076468263j),(0.1091756128205209+0.022463103049947503j),(-0+0j),0j,(-0.1648847289471328+0.09993064623972672j),(0.5231013391314836-0.35435657903964624j),0j,(-0.27048195846762013-0.019438947934587558j),0j,(-0+0j),(-1.716252317019479e-17+9.20512249910045e-18j),0j,(-0.06391150892308481+0.1109744634520972j),(-0.34870060589843327-0.2921859570980571j),0j,(-0.14930835748788404+0.21600173428577496j),0j,(-0+0j),(-7.503904403450362e-18-9.438174787178547e-18j),(-0.01165948477682892-0.04151752585671034j),0j,0j,(1.529858747425035e-17+1.6636871394529284e-17j),0j,(1.2482592478943082e-17+3.763582109067992e-18j),(-9.250919813151237e-18+9.909936881222531e-18j),(-0+0j)
