,0,1,2,3,4,5,6,7
0.0,0j,0j,0j,0j,0j,0j,(1+0j),0j
2.0,(-1.873735337895076e-17+1.8204999965425655e-17j),0j,0j,(0.12286899257755185-0.5926731312870346j),(-0+0j),(0.5175898206079197+0.11907308984904436j),(0.35953894514922924+0.47148265494208896j),0j
4.0,(6.431532226201221e-18+3.7331805322732154e-18j),0j,0j,(-0.06511743539489462-0.881887121082909j),(-0+0j),(-0.1611444045436015-0.010553589291484505j),(0.42946447130901577-0.08669599642609041j),0j
6.0,(-1.3911935029645227e-17+4.6627224385992884e-18j),0j,0j,(0.23827384518961084+0.6846590491180888j),0j,(0.28431060115449897+0.5352007701798203j),(-0.1404249545687103-0.2957634375032562j),0j
8.0,(3.477550495738148e-18-1.7263641965611164e-17j),0j,0j,(0.3204729657928169-0.7345803621398089j),(-0+0j),(-0.1696594341330634-0.08739726666515221j),(-0.5594999317064664-0.09069724562560974j),0j
10.0,(1.896532341662022e-17+8.4388568665702e-18j),0j,0j,(-0.2584112986441473+0.15638129273030346j),0j,(0.7504766026113479+0.233951039711429j),(0.49305201542771715-0.21844903765084542j),0j
12.0,(-8.801558984320438e-18-7.907726208483073e-18j),0j,0j,(0.03525787797363859+0.11383287495393848j),(-0+0j),(-0.12409866810590464-0.12531802178757914j),(-0.3287720355006892+0.9201102223553648j),0j
14.0,(5.8354793006934675e-18-2.845936745591892e-17j),0j,0j,(0.0682082041231997-0.3359580425199654j),0j,(0.5741487471739071+0.08604101706947129j),(0.25386130545398256+0.6935304114816627j),0j
16.0,(2.004007874731993e-17-2.7801037333718445e-17j),0j,0j,(0.7469887220064345-0.5536393263834964j),(-0+0j),(-0.07205434864435013+0.14632059521313015j),(0.2922478678824436+0.153235059476941j),0j
18.0,(2.148451008549943e-17+1.7581078465309507e-17j),0j,0j,(0.5771796395917143-0.23923877230298066j),0j,(0.21171148778242385-0.6829882256734792j),(0.00452663728690042+0.3135495376411186j),0j
20.0,(5.733366918972818e-18-5.994351563291639e-18j),0j,0j,(0.7358838699340154+0.2112422240700373j),0j,(0.2683342680424333+0.1136725767937018j),(-0.035334635422467175-0.5724319891128151j),0j
