,0,1,2,3,4,5,6,7
0.0,0j,0j,0j,0j,0j,0j,(1+0j),0j
2.0,(-1.9307020613419738e-17+3.0538327633982883e-18j),0j,0j,(0.4159327559801794-0.38242416229203774j),0j,(0.3170320537806679+0.3975904249897119j),(0.014096633131861103+0.6495887301704233j),0j
4.0,(-8.773133604221579e-18+2.980855535914164e-17j),0j,0j,(0.8556902012470059-0.24567997379431056j),(-0+0j),(-0.0357762645685311-0.08636629089908783j),(0.17711645101760698+0.40905539409115366j),0j
6.0,(3.5413686030640746e-17+4.680704164540818e-18j),0j,0j,(-0.09921140219407032-0.6934924186083886j),(-0+0j),(-0.26314050407408685-0.5657787866696091j),(0.2168492274334909+0.2699133476491535j),0j
8.0,(-3.1195288941049e-17+2.2144980875798968e-17j),0j,0j,(0.8221398828996851+0.2733745285560529j),(-0+0j),(0.2011934513994671-0.013458988447800233j),(-0.04251625043759763-0.4548459071763846j),0j
10.0,(-1.27667306497849e-17-2.321520847981247e-17j),0j,0j,(0.05490553748895721+0.5174174054335732j),(-0+0j),(0.6809793974522831-0.1844212512606927j),(0.2616026797938557-0.4038372330049288j),0j
12.0,(-2.1889579841336013e-17+3.256450467368781e-17j),0j,-0j,(-0.004004296242966313-0.033477194798116124j),(-0+0j),(-0.36190727449219284+0.09367570066732253j),(0.145974654818325+0.915315590911046j),(-0+0j)
14.0,(-3.0157706460277764e-17-1.9514111338690927e-17j),0j,0j,(0.32010418320354317+0.16207936767160458j),0j,(-0.19245324973311012+0.3777669726833134j),(-0.8091025925088481+0.19201678646169723j),0j
16.0,(5.05264820075458e-18+9.162232752219495e-18j),0j,0j,(0.6086706159980364+0.6338405169337747j),0j,(-0.14589062094688857+0.1029469719237237j),(-0.35969361508871567+0.2578849186547651j),0j
18.0,(-9.441293847318622e-19+9.429361421600417e-18j),0j,0j,(0.7641004095035235+0.2844987399278044j),0j,(0.44330257795631867-0.1782934548171969j),(-0.25638008291680336+0.2029151364640964j),0j
20.0,(1.6809485026444786e-17+2.6117913279469824e-17j),0j,0j,(-0.32655779987639627+0.714573113397336j),0j,(-0.07094912440179027+0.4182885935880079j),(0.4300613745932411-0.1333917435723933j),0j
