,0,1,2,3,4,5,6,7
0.0,0j,0j,0j,0j,0j,0j,(1+0j),0j
2.0,(1.1363950669126117e-17-9.069173965449455e-18j),0j,0j,(-0.39661835940991563-0.42090800820507734j),0j,(0.44684283854461493-0.33291200868824483j),(0.5957690089615256-0.009522902990836524j),0j
4.0,(-8.690606498460231e-18-3.2390602674469405e-17j),0j,0j,(0.7634023080006502-0.45199543287543764j),0j,(-0.11543408802228722-0.0931863110592925j),(0.32068502222337514+0.29676496436446637j),0j
6.0,(-2.7517697015064553e-18-1.9476313189862204e-17j),0j,0j,(0.6332048664153722-0.04550859931521639j),(-0+0j),(0.6407681861582868-0.28961409652227565j),(-0.29805934064197404+0.11696580994176872j),0j
8.0,(-3.2682433150699006e-17+4.675545544804328e-17j),0j,0j,(0.34375590044244825-0.7150097552795789j),(-0+0j),(0.010386061184753242-0.12260433096307677j),(-0.5803722719094944-0.13645975423843307j),0j
10.0,(2.573528774366571e-18+8.214629605709577e-18j),0j,0j,(-0.19386769946404495+0.34693699588305543j),0j,(0.7447825222704261-0.07006522743685961j),(0.44905810478187425-0.28423003526473745j),0j
12.0,(-3.374859986462627e-17-3.4677612536728823e-17j),0j,0j,(0.1603337122016963+4.532139434537674e-05j),0j,(-0.2985696414224913+0.11302316307870412j),(0.35901181426763445+0.8622560812904627j),0j
14.0,(1.8663514922690506e-17-1.0305796489351893e-17j),0j,0j,(-0.16566326165661038-0.34503960894029634j),0j,(0.3396713796577016-0.37422613690966067j),(0.7224092898919847+0.27605492600655623j),0j
16.0,(-1.796578835435298e-18+2.2879166970799112e-17j),0j,0j,(0.8402219799025196-0.39205873794453966j),0j,(0.013637601113248896+0.22479574017986548j),(0.14147103445256315+0.2637874294461521j),0j
18.0,(-2.3027110084009466e-19-5.337501043815861e-18j),0j,-0j,(-0.535857718165718-0.45087575380117917j),(-0+0j),(-0.6190560648255239+0.2143785082522917j),(0.23577737227239648-0.1574421641207699j),(-0+0j)
20.0,(3.4118240434593244e-17-1.7784847213665754e-17j),0j,0j,(0.6208347276491479+0.3145368631545159j),0j,(0.34435449921273686+0.2745875643370423j),(0.03454546939446168-0.5660910364856844j),0j
