,0,1,2,3,4,5,6,7
0.0,0j,0j,0j,0j,0j,0j,(1+0j),0j
2.0,(-2.4751507714603894e-17+4.97328341929141e-18j),0j,0j,(-0.2525650176289145-0.45948874649546295j),0j,(0.6457624163239444+0.014594383325743476j),(0.545657623368748+0.10058164550506099j),0j
4.0,(-3.542695674783548e-18-4.112124309654256e-17j),0j,0j,(0.0781971874254957+0.7419156512770917j),(-0+0j),(0.13570159241157542-0.08346906943465413j),(-0.5879905502146799+0.26894510851053643j),0j
6.0,(2.1787468358700157e-18-4.363487761095756e-18j),0j,0j,(0.6092569297697707-0.11426056025006345j),0j,(0.6639697478990053+0.03873935671352141j),(-0.2969260271213014+0.29193987126318943j),0j
8.0,(1.3639122591755546e-17+2.6232669756251876e-18j),0j,0j,(0.6111250079496102+0.7290944073040477j),0j,(0.05383921490302433-0.05881835600721833j),(0.2186108951955405-0.2019865993911156j),0j
10.0,(7.490527422476867e-18+1.8299015303115703e-19j),0j,0j,(-0.4733351410184653+0.12992031982176838j),0j,(0.27324106443057516+0.7868486435635211j),(0.24186820421631547+0.08235811675060771j),0j
12.0,(1.4594022029887397e-17-2.021898069888252e-17j),0j,0j,(0.06090914933376075+0.21999258703049762j),0j,(-0.40302427171241+0.1154064053039994j),(0.6164099935425394+0.6262466407618037j),0j
14.0,(-3.8711727266527884e-17+2.4269927192521647e-17j),0j,0j,(-0.04034807842860459+0.2140167753338369j),(-0+0j),(-0.44930894670101906-0.49535526315365336j),(0.2106085487572413-0.678938528376162j),0j
16.0,(2.542459475837356e-17-6.309567082332821e-18j),0j,0j,(0.44182192692063416-0.6111060573617499j),0j,(0.067150689166774+0.4220558336468632j),(0.4874981314166545+0.10510947455992978j),0j
18.0,(2.080888526914524e-18+1.2538773177878969e-17j),0j,0j,(0.49731553308449555-0.03237669527422865j),(-0+0j),(0.28747390608998846-0.5371860380818148j),(0.2151747122488666+0.5780300746258358j),0j
20.0,(1.4662491901923213e-18+2.198758745227729e-18j),0j,0j,(-0.20887268345338156-0.743266312588711j),(-0+0j),(0.2893973452641861-0.44861001847816984j),(-0.2730874640699068+0.2105916796093532j),0j
