,0,1,2,3,4,5,6,7
0.0,0j,0j,0j,0j,0j,0j,(1+0j),0j
2.0,(1.4289248550939428e-17-2.3570090677887894e-17j),0j,0j,(-0.1390730516052587-0.5443714343490624j),(-0+0j),(0.5594814621604998-0.06559871939959139j),(0.5288532105999748+0.2954826745038156j),0j
4.0,(2.3173329081133835e-17-2.5316358633136962e-17j),0j,0j,(0.8395539097134403-0.2565717459269306j),0j,(-0.10808309307148502-0.07520386331260809j),(0.26760935571769523+0.3746569478125322j),0j
6.0,(-4.687142767057286e-18-7.1955869075851e-18j),0j,0j,(-0.518235829490689+0.2277441482744242j),(-0+0j),(-0.607139946269627+0.45809409146606755j),(0.26865611484044793-0.1700558994133478j),0j
8.0,(-9.183471430647514e-18-2.393056932695278e-17j),0j,0j,(0.659757868105097+0.44849443498936375j),(-0+0j),(0.049767098942424495+0.008039415916873186j),(0.28796376150735253-0.5273592446995646j),0j
10.0,(-1.6309594628895908e-17+1.2717763022431622e-17j),0j,0j,(0.33291928552651007+0.1349622875542712j),0j,(-0.2271808662391504-0.7668199559984196j),(-0.33982748606276353-0.340357487175337j),0j
12.0,(3.756796465395572e-18-3.1313096974979875e-18j),0j,0j,(0.12365086414209582-0.13928829958795225j),0j,(-0.0536364556434977+0.30379102407299874j),(0.9277254676282051-0.09730793609731841j),0j
14.0,(1.419349622035045e-17-2.7468491022206245e-18j),0j,0j,(0.19826957712376064+0.30447593388078487j),0j,(-0.34713391953772893+0.4662677964641019j),(-0.691303973109235-0.22841799649953096j),0j
16.0,(-2.1555066108671554e-17+7.964586952755013e-18j),0j,0j,(-0.19956315017161574-0.9091611459847595j),(-0+0j),(0.22147979626262582+0.08890966482353507j),(0.23512265679780195-0.14614946915413718j),0j
18.0,(-1.0537104992504472e-17+2.7955950416034805e-17j),0j,-0j,(-0.014781778431356252-0.6130035620980603j),(-0+0j),(-0.6127919861431959-0.4066525908854295j),(0.275959542862596+0.08351116469914535j),(-0+0j)
20.0,(1.0280590003863724e-17-6.432212509094373e-18j),0j,0j,(0.15822926578082785+0.6747524770582063j),0j,(-0.09506484399847065+0.37781189945124355j),(0.5476240843450588-0.26077058972993844j),0j
