,0,1,2,3,4,5,6,7
0.0,0j,0j,0j,0j,0j,0j,(1+0j),0j
2.0,(-6.348941200739283e-17-3.4249087332773e-17j),0j,0j,(0.35522227226760134-0.44162210052258727j),(-0+0j),(0.39248899206887566+0.40510294652436174j),(0.08185989273642158+0.5949201706097045j),0j
4.0,(-2.8568235620494016e-18+5.965757897798543e-18j),0j,0j,(0.8689573752051742-0.1343066135318272j),(-0+0j),(-0.0916223775669038-0.09935027164600084j),(0.20755180571151705+0.406856147842071j),0j
6.0,(-1.1964727029341344e-19-3.3055132432984856e-18j),0j,0j,(0.6164683581826962-0.14754580309784507j),(-0+0j),(0.5839318207301675-0.38671087549536065j),(-0.25611075680819945+0.2051404570221031j),0j
8.0,(-1.416931896078202e-17-1.8658910735859014e-17j),0j,0j,(0.7653304180316455+0.286065271412092j),0j,(0.1343867262309309+0.017784797023904467j),(0.06789746557576062-0.5562821718368944j),0j
10.0,(-6.233352340959535e-18-1.445722988984292e-17j),0j,0j,(0.2654484950392692+0.32888445672857125j),0j,(0.26894651664882685-0.6904127049958612j),(-0.059460127306205396-0.5184926921637656j),0j
12.0,(-6.423389182475388e-18-2.480588057934942e-17j),0j,0j,(-0.040941067892877735+0.1329715210351327j),0j,(-0.032641339594341984-0.338005890002369j),(-0.9226606232542434+0.11843284646870034j),0j
14.0,(5.533741630171359e-18+4.56804516857499e-18j),0j,0j,(0.08511571734699902-0.3604527384000914j),(-0+0j),(0.4829157888752621-0.07995210904164257j),(0.40314933340880643+0.678748667864028j),0j
16.0,(5.3551917957401665e-17-5.2774757455939597e-17j),0j,0j,(0.4557699294181323+0.7992046699986426j),0j,(-0.223981081702721+0.03675414467414846j),(-0.27462345762080864+0.16312336222471172j),0j
18.0,(-3.8834968534924956e-17-5.41047420096884e-18j),0j,0j,(0.28383828229347896-0.6572991946206577j),(-0+0j),(-0.371265768052185-0.5164778510202042j),(0.22216059905957816+0.1828951212017011j),0j
20.0,(1.9225461105019603e-17-2.7594093605473174e-17j),0j,0j,(0.6115519382070654+0.32631502653685845j),(-0+0j),(0.3531619121761448+0.28599592119071726j),(0.033834332662187605-0.5584451316961206j),0j
