,0,1,2,3,4,5,6,7
0.0,0j,0j,0j,0j,0j,0j,(1+0j),0j
2.0,(1.0910752287949817e-17+1.3680137888662743e-17j),0j,0j,(-0.545102881403383-0.09186579708550835j),0j,(0.17534291178524658-0.5315290476441061j),(0.49518644548681084-0.36870807289091334j),0j
4.0,(-9.484476554378062e-19-1.2343096392525414e-17j),0j,0j,(0.3423976669914647-0.8146740362457525j),(-0+0j),(-0.12617350385022236+0.03124009666931042j),(0.4481890432201342+0.03606850606175585j),0j
6.0,(-5.863774880797883e-18-1.0775440280564162e-18j),0j,0j,(0.47687792360283826+0.40001769718688995j),0j,(0.6882539749919239+0.1813956699701637j),(-0.32274765932162186-0.042536021720995826j),0j
8.0,(8.449083603207525e-18+7.804392056187082e-18j),0j,0j,(0.4723683461413693-0.6496324135398645j),(-0+0j),(0.08460244513479107-0.10587869428115314j),(-0.5262450281391208-0.24401674445706978j),0j
10.0,(8.729043418754923e-19-3.953353653310009e-18j),0j,0j,(0.25289271852798345+0.3207673100717971j),(-0+0j),(0.22200346537146437-0.7158372630224841j),(-0.06477586750779954-0.516961475281265j),0j
12.0,(-2.7987785925236317e-17+2.2756763944993608e-17j),0j,0j,(-0.18257735750246964+0.02844343046481418j),0j,(0.2894613420331578-0.21230239057656003j),(-0.6146756693292472-0.6776209321953471j),0j
14.0,(-7.973273057481254e-17+1.1359460508209839e-17j),0j,0j,(-0.2735670174208187-0.1993886739418015j),(-0+0j),(0.13169286762017188-0.5105807696361283j),(0.7768220954408864-0.06258547765889694j),0j
16.0,(5.536581369265397e-17-3.2166046029853386e-18j),0j,0j,(-0.08906934664489091-0.9114377060616178j),(-0+0j),(0.25554300421784293+0.0795377868752067j),(0.2943257069853054-0.055604416365087214j),0j
18.0,(-2.6567049929125267e-17+1.3122348112104544e-17j),0j,0j,(-0.3240481924681151+0.5917397350720157j),0j,(0.37923613099196934+0.5594130157691249j),(-0.24387287777119637-0.1691150765632002j),0j
20.0,(2.4199604697644305e-18-5.497209977262362e-18j),0j,0j,(0.069392488751636+0.6805708222494071j),(-0+0j),(-0.11460443721349986+0.450687001403903j),(0.5062419516436254-0.2438732755760832j),0j
