,0,1,2,3,4,5,6,7
0.0,0j,0j,0j,0j,0j,0j,(1+0j),0j
2.0,(1.3149068274636948e-17-3.615769645138978e-17j),0j,0j,(-0.44610396764050975-0.3461249872681366j),0j,(0.4015758089735119-0.40084127731731445j),(0.5926684779743709-0.08942012360460777j),0j
4.0,(1.856910535554568e-17-1.7580299408010494e-17j),0j,0j,(0.8800067726937288+0.014123159607772773j),0j,(-0.07937802198738153-0.11564148481815704j),(0.1438299296136678+0.4301485142803715j),0j
6.0,(-5.712822597334848e-18+2.142519065125411e-17j),0j,0j,(0.03273899218909848+0.6226660517806946j),0j,(0.2620301829405599+0.6587587734011123j),(-0.1538778349389463-0.2913997597116111j),0j
8.0,(-1.3145180496001616e-17-2.7099443120497552e-17j),0j,0j,(0.19755147895916986+0.7963860193745459j),0j,(0.04743091471883028+0.1143344998243522j),(0.5013317846382375-0.24512668866547263j),0j
10.0,(-1.8761093499318406e-17+2.143169476933812e-17j),0j,0j,(0.35763372587829045-0.22778963047131323j),0j,(-0.6595867364045664-0.3530294521761682j),(-0.5104117099844019-0.0023306072860800886j),0j
12.0,(-3.266958456708011e-17-2.6824520131119397e-17j),0j,0j,(0.12323450181898311+0.05599587694742104j),0j,(-0.3407249871547292-0.00040298186745141296j),(0.04437585653378773+0.9293087879802027j),0j
14.0,(-4.229392571917583e-17+2.6488004918263865e-17j),0j,0j,(0.21476481272676193+0.3039248237538413j),0j,(-0.26354795304440026+0.4197928093457571j),(-0.7702732433027247-0.1500046033968278j),0j
16.0,(3.068359990919737e-17-1.213228730347398e-17j),0j,0j,(0.8614527117770416-0.3251991168560049j),0j,(-0.0014493918593697919+0.22924576237524524j),(0.12067227173935689+0.29159431115429674j),0j
18.0,(7.866647497699802e-18-5.1982710451564865e-18j),0j,0j,(0.3079763956214485-0.6474159971268663j),(-0+0j),(-0.3515334269694396-0.5285849784590839j),(0.21579004451359288+0.190944739030952j),0j
20.0,(1.2064834159156915e-17-1.566487097302212e-17j),0j,0j,(0.1409971048420065+0.6799047624012134j),0j,(0.011931084273498871+0.4586562254510713j),(0.4419263251087627-0.3347276052990278j),0j
