,0,1,2,3
0.0,0.0,0.0,0.0,0.0
2.0,2.5117379001232267,2.075258837975486,5.12762777203806,0.3155973131810501
4.0,3.9162054394854895,2.389884099316335,5.529489696698068,6.203222008192981
6.0,2.439899485580383,4.069028165418274,0.445572365928551,3.666193748659604
8.0,2.445122607964703,5.093887869147276,4.39309633043025,4.586334469125117
10.0,3.650038282459991,0.4503086492364354,3.614500711837304,4.869188478884592
12.0,0.7023765138211249,3.5425788586874813,4.962860482548581,1.109709875710997
14.0,6.589456083887908,-0.3438559039185256,1.7033116020503432,7.308203529601394
16.0,6.330632538022291,2.885770749683319,2.762113449890576,5.978203382048125
18.0,-4.915162756797786,2.933172542229532,2.9670199361421377,-6.567806052905752
20.0,2.3167558650944926,-1.4374102278736918,5.809143197983879,4.934167394784292
