,0,1,2,3,4,5,6,7
0.0,0j,0j,0j,0j,0j,0j,(1+0j),0j
2.0,(6.301558605520848e-18+2.730314173461576e-18j),0j,0j,(0.27132845082066803-0.5396754797274206j),0j,(0.492327694861883+0.24633372747133503j),(0.2059003524037348+0.5382094655599393j),0j
4.0,(1.5698728121761365e-17-3.321805344018235e-17j),0j,0j,(-0.1008178635735823-0.8654517336334268j),(-0+0j),(-0.16107920545512078+0.05820167151091822j),(0.42335358459813244-0.17962976520206425j),0j
6.0,(1.189562892996863e-17+8.346188613236379e-19j),0j,0j,(-0.48251720997950015-0.3643666943658841j),(-0+0j),(-0.6377102539888838-0.34481931914202474j),(0.30014288080696666+0.13694369030823064j),0j
8.0,(-4.1762618806408063e-19+2.337380174740237e-18j),0j,0j,(0.7315843057684389-0.3002913722940428j),0j,(-0.025066436109187275-0.1460092509206531j),(-0.34254003833215874-0.485106988039596j),(-0+0j)
10.0,(-3.128807272339055e-17+8.241165125054293e-18j),0j,0j,(-0.3630254325573272+0.1545291021199649j),0j,(0.43323068966339306+0.626352900680705j),(0.5131721063472077+0.03131923569278752j),0j
12.0,(5.685823506383155e-17+1.2259939439231446e-17j),0j,0j,(0.0015587108900394367+0.015709257317809616j),0j,(-0.185147158008323+0.00995427663651037j),(0.135317796968137+0.9731707587760011j),0j
14.0,(1.2712741224702781e-17-3.1403553345225803e-17j),0j,0j,(-0.21812207446696505+0.35972430525762544j),(-0+0j),(-0.44821199389791755-0.3215427538981901j),(-0.06795211690705094-0.7170215900421815j),0j
16.0,(-1.84129485698334e-18-3.1150075852138156e-18j),0j,0j,(0.9042265447618024-0.15239911222711605j),(-0+0j),(-0.10606679204424452+0.06617854580640198j),(0.16940234454938347+0.33885387367135705j),0j
18.0,(-3.3056080036226445e-17-6.8928972577264996e-18j),0j,0j,(0.2639750599273774+0.5922843369933839j),0j,(0.6129477345181885+0.3153773111598136j),(-0.31238203083807026-0.08225645903365546j),0j
20.0,(1.914672654868392e-17-5.354905450566804e-19j),0j,0j,(0.667792251666377+0.4077741488658403j),(-0+0j),(0.18848238972037681+0.21080572909282824j),(0.14037199377518408-0.5367539369595782j),0j
