,0,1,2,3,4,5,6,7
0.0,0j,0j,0j,0j,0j,0j,(1+0j),0j
2.0,(9.40979661165106e-18+1.6483732888805688e-17j),0j,0j,(-0.3815911618059036-0.45153313380155025j),0j,(0.40203636209805643-0.3291373900339787j),(0.6167991425722481+0.010008699500550056j),0j
4.0,(1.2180361694799121e-17+5.4451667152732235e-17j),0j,0j,(-0.859899756823771+0.3385468775472805j),(-0+0j),(0.06466151462493261+0.05976394857233112j),(-0.2010887103694025-0.31268020317383327j),0j
6.0,(1.002423702965774e-17-3.2653956103390023e-18j),0j,0j,(-0.525934354170611+0.38405385817852605j),0j,(-0.25105763625655464+0.6521449821769354j),(0.19219726745073215-0.22501752155003157j),0j
8.0,(-1.2570322473710644e-17+7.89330348861405e-18j),0j,0j,(0.4521254993722049-0.5688218420332772j),0j,(-0.011702165436883807-0.1514618006702333j),(-0.6157349041505343-0.2642293604349323j),0j
10.0,(3.64804830808514e-18-1.3308026873212354e-18j),0j,0j,(-0.23917377440146553+0.2424340425443627j),0j,(0.7088165992344017-0.09323541473541264j),(0.513900817569327-0.32986933237969474j),0j
12.0,(1.0162721157174514e-17-6.276526909360789e-18j),0j,0j,(0.22429972636915294-0.19031960603874773j),(-0+0j),(-0.12878692786723608+0.19185327913232425j),(0.6745080683297996+0.6364850293311496j),0j
14.0,(-7.136616065322127e-18-2.5642153619054635e-18j),0j,0j,(0.39921814560715424-0.3215317259326491j),0j,(0.4195095675701681+0.05284094652861193j),(0.06063741822332258+0.7448388295698729j),0j
16.0,(8.115990662897932e-18+1.46736825780035e-17j),0j,0j,(-0.683023897368793-0.6679594729012438j),(-0+0j),(0.025245045149886132-0.14699564825831665j),(0.2376998471292235-0.09253241566001576j),0j
18.0,(-2.8370950045616006e-17-3.945094786864092e-17j),0j,0j,(-0.251671604397396+0.7754304703730655j),(-0+0j),(0.37104350168057276+0.403893126804364j),(-0.03196613922277006-0.18315080420530405j),0j
20.0,(-1.208043812842387e-17-1.07915169736401e-18j),0j,0j,(-0.6053040694407085+0.19007622815383945j),(-0+0j),(-0.37009072956519373+0.3240501507482704j),(0.47956206811729507+0.3542916673057901j),0j
