,0,1,2,3,4,5,6,7
0.0,0j,0j,0j,0j,0j,0j,(1+0j),0j
2.0,(-9.187833642058643e-18-6.038383449040893e-17j),0j,0j,(-0.20615651190851475+0.49956878750817346j),0j,(-0.5211831480463324-0.21524804481489385j),(-0.22745870397502557-0.5815749844407078j),0j
4.0,(-6.535858472929061e-18+1.6326059637263862e-19j),0j,0j,(0.47827531458161165-0.77686490436588j),0j,(-0.13195261409154843+0.04032803371025116j),(0.38216011387799553+0.051472793966160724j),0j
6.0,(-4.960444360655268e-18-6.215124927163496e-18j),0j,0j,(-0.20712219057030223+0.5938309430486285j),0j,(0.161199986755583+0.6816365731689261j),(-0.16022963748259797-0.2969475019461419j),0j
8.0,(-1.7659506576698765e-17-3.8134677364729003e-19j),0j,0j,(0.6700514128750078+0.4596034163586873j),(-0+0j),(0.12715511981229438+0.13915162809749626j),(0.19922640420246748-0.5143666431131799j),0j
10.0,(-2.120256566295229e-17-6.967509721544244e-18j),0j,0j,(-0.11164721879876346+0.450080726031503j),0j,(0.6941381584301533-0.23712957264525372j),(0.4157569532460018-0.27212162208345975j),0j
12.0,(6.898622612445991e-18-1.7298916684392947e-17j),0j,0j,(0.032468008374151494-0.1804603974718868j),(-0+0j),(0.049022367239076436+0.36941574058862825j),(0.9084394663106858-0.04739649292186926j),0j
14.0,(-3.502118509750916e-17+7.03395808106612e-18j),0j,0j,(0.267283974042224+0.23959581918049155j),0j,(-0.07594395574548307+0.43580738324059j),(-0.8149551182052501+0.10632834175895162j),0j
16.0,(8.312569614641241e-19-3.4295545204681807e-18j),0j,0j,(0.8946885869489563-0.2494672065704358j),0j,(0.058835180741246246+0.23756838493509086j),(0.01041856413320022+0.2780100407127455j),0j
18.0,(-1.815246932772168e-17+4.624244935872655e-17j),0j,0j,(0.31005673003878786+0.754262194687286j),0j,(0.5272110472890806-0.04289316791648404j),(-0.22192354749454746+0.07688948337091238j),0j
20.0,(8.92244689622049e-18+1.4670704293902085e-19j),0j,0j,(0.59293624228533-0.10497587961346314j),0j,(0.5839311468155649-0.06451767559508559j),(-0.35826361405682744-0.40486509536059j),0j
