,0,1,2,3,4,5,6,7
0.0,0j,0j,0j,0j,0j,0j,(1+0j),0j
2.0,(1.8001152534803396e-18+1.6134380130839567e-17j),0j,0j,(0.3955524236542772-0.36427701316475003j),0j,(0.3926658631275554+0.43006585996406366j),(-0.04901746308705529+0.6076962252319551j),0j
4.0,(-2.6394999357700637e-17+1.1816572030140584e-17j),0j,0j,(0.9039106936548653-0.05130120112776709j),(-0+0j),(-0.11058405600253268-0.09059795374712047j),(0.18366726771137917+0.35516637899092923j),0j
6.0,(4.494515313934344e-18+3.893308899244762e-18j),0j,0j,(0.5405228513909717+0.24164904579758176j),0j,(0.7431580139078403-0.07932547960167852j),(-0.30068389742848134+0.021298222156501956j),0j
8.0,(-4.513582886192211e-18+5.0822969824761686e-18j),0j,0j,(0.7176697662947619+0.22025104278113666j),(-0+0j),(0.1252013810568864+0.05882260643840953j),(0.08983381486404562-0.639713987310311j),0j
10.0,(-1.7060106459979836e-17+1.366966317749259e-17j),0j,0j,(0.23591069211705257+0.2561221353702815j),(-0+0j),(-0.08306050707846513-0.8019821020211516j),(-0.1497810575777441-0.4541353235663536j),0j
12.0,(3.443427312023928e-17+2.1114659676984717e-17j),0j,0j,(-0.25626448055694856-0.05238866123319563j),0j,(0.3285466269474422-0.1011908391877235j),(-0.5013858541761412-0.7496757281632331j),0j
14.0,(3.2751383594373566e-18-2.117586399776675e-17j),0j,0j,(-0.05451566281390044-0.3816431220141959j),(-0+0j),(0.4509927240682469-0.34988248682645984j),(0.5644935549274546+0.45487515278614354j),0j
16.0,(7.743521434644134e-18-3.861099452818123e-17j),0j,0j,(-0.9353065760767867+0.11336927717796741j),(-0+0j),(0.11548619835254159-0.242921465448642j),(-0.14329893254091605-0.13952251175584268j),0j
18.0,(9.100031899552675e-18+7.708540234806734e-18j),0j,0j,(0.2904444000221984+0.46078952182785304j),(-0+0j),(0.803879988814912-0.1069164129014954j),(-0.19592114465683935+0.08529839612191367j),0j
20.0,(-2.103764034810933e-17-2.5041004788142918e-17j),0j,0j,(0.4093907951717576+0.4048150317141533j),0j,(0.08853413881654976+0.4467100373640037j),(0.4434831178732072-0.5142553255636994j),0j
