,0,1,2,3,4,5,6,7
0.0,0j,0j,0j,0j,0j,0j,(1+0j),0j
2.0,(8.020854646034282e-18+3.572261754001831e-17j),0j,0j,(-0.36757366172745204-0.40387996785414804j),0j,(0.44673227421478134-0.3988383091808762j),(0.5833117992802082+0.05363019574381245j),0j
4.0,(8.585308805417279e-17+7.1898697507679e-18j),0j,0j,(-0.06350822692210184-0.8895071955519342j),(-0+0j),(-0.09410306502275383+0.05957393051227074j),(0.4169970816437234-0.13584052426210377j),0j
6.0,(1.2119378954546976e-17+1.348451632478887e-17j),0j,0j,(0.58619361100719+0.37161948368620634j),0j,(0.6494983835292267+0.04103476374204801j),(-0.3036792325299401-0.050228791014030244j),0j
8.0,(1.550733571412073e-18-8.601812631433084e-19j),0j,0j,(-0.0989506672154164+0.7927414281655876j),0j,(0.06348057458550026+0.19640865525221346j),(0.5494628052627977-0.13135553263055597j),0j
10.0,(5.59316645535388e-18+2.104439360406329e-17j),0j,0j,(-0.2048197093639665+0.44111088009768284j),(-0+0j),(0.641623158751766+0.03956885204845312j),(0.5362845409461185-0.2502458738095256j),0j
12.0,(-4.4721806960285895e-17-7.081016709213893e-18j),0j,0j,(0.05455694446304808-0.12231090346717072j),(-0+0j),(-0.11111926447695263+0.3596023756514739j),(0.8215639758066313+0.40673683979769903j),0j
14.0,(-7.628005202270207e-18+3.621170892608121e-18j),0j,0j,(0.05089154798666373-0.33089922752775874j),(-0+0j),(0.3515211311487578-0.20859681287497384j),(0.5954243701733146+0.6052320505253059j),0j
16.0,(-2.968822471678855e-17-1.14862266202121e-17j),0j,0j,(0.08159927212679147+0.9044604900374625j),0j,(-0.2815890653178983-0.022432665527763573j),(-0.30832165638172937-0.020854514290923665j),0j
18.0,(1.3497828962304515e-17+2.5067522602138138e-17j),0j,0j,(0.7733611996508212-0.11191313430123184j),(-0+0j),(0.139132964145416-0.555544648280345j),(-0.004838053850934734+0.24774313418464428j),0j
20.0,(-2.358650254919057e-18-1.6049942336665491e-18j),0j,0j,(0.593634786807294-0.18630902225741527j),(-0+0j),(0.5330611128804073-0.15539320462299866j),(-0.4164044602240692-0.36220548796911073j),0j
