,0,1,2,3,4,5,6,7
0.0,0j,0j,0j,0j,0j,0j,(1+0j),0j
2.0,(-1.556815441287208e-17-2.764244495918215e-17j),0j,0j,(-0.453140019164033-0.3362113382390526j),0j,(0.36473638169467126-0.4411687273322816j),(0.58829822067707-0.08870619207255184j),0j
4.0,(4.6455434639744786e-17+3.001483690142134e-17j),0j,0j,(0.8375731271041521-0.3477709116921204j),(-0+0j),(-0.09115737567325173-0.0767655435724379j),(0.24800877435813456+0.3190856965700185j),0j
6.0,(5.0171646202051533e-17+4.318468423374265e-17j),0j,0j,(0.014542818141869696+0.6337026180917873j),(-0+0j),(0.28596905248190474+0.645272843902139j),(-0.10567079786784732-0.29814063575287186j),0j
8.0,(1.5861771213683302e-17+1.7227901968352345e-17j),0j,0j,(0.774067225136996+0.11757171345467993j),(-0+0j),(0.11138608648074452-0.03366742820975438j),(-0.03509136719251682-0.6101025021493078j),0j
10.0,(2.819486810925656e-18+1.276881230522486e-17j),0j,0j,(-0.2474729265530039-0.28439272312315605j),0j,(-0.02563770903097884+0.7264298268797705j),(0.15936700209277938+0.5514730299814461j),0j
12.0,(6.696595764543725e-18+5.633386473072397e-18j),0j,0j,(-0.2922480886692798-0.04435400689094059j),(-0+0j),(0.29288728366639893-0.047814429253607155j),(-0.059597798459740337-0.9060919923397919j),0j
14.0,(3.826935635086348e-18+2.603646405051056e-17j),0j,0j,(-0.14734344713068656-0.4955686415134738j),(-0+0j),(0.2250829310072659-0.4036221122343675j),(0.6778713336116581+0.2441699201137065j),0j
16.0,(6.607522246446269e-18-3.536532776077212e-18j),0j,0j,(0.737225134022971+0.62972200417517j),(-0+0j),(-0.09927904909101798+0.11979759255789679j),(-0.14543680249870156+0.12078759427312229j),0j
18.0,(-1.7025290899258297e-17-5.088672518651509e-18j),0j,0j,(-0.6757127817161354+0.27174328198437475j),(-0+0j),(0.0056019661675790755+0.6654328519165733j),(0.043929903586601204-0.15749833795284368j),0j
20.0,(4.0428078480827494e-17+2.3760499306114416e-17j),0j,0j,(0.08870791515084656+0.5554370332254364j),0j,(0.058482740804667116+0.45098419132444456j),(0.5999891055526936-0.34179922371591964j),0j
