,0,1,2,3,4,5,6,7
0.0,0j,0j,0j,0j,0j,0j,(1+0j),0j
2.0,(-8.579185155477607e-18-1.3331538920846257e-17j),0j,0j,(0.5590353661929551+0.07964686461104609j),0j,(-0.1514474375121401+0.543703096199743j),(-0.47143839854874764+0.37460951607073456j),0j
4.0,(1.3727063011559413e-17-9.512136335803865e-18j),0j,0j,(-0.8319847176102709+0.28297411188909666j),(-0+0j),(0.10717156032115131+0.08697095489406262j),(-0.2751727345518984-0.36463318209662293j),0j
6.0,(-4.8728733614632464e-18-1.2730468053378181e-17j),0j,0j,(0.43154968320769477-0.4613918011399357j),(-0+0j),(0.283215806447225-0.6427155006431364j),(-0.10682823608775473+0.3101222290485702j),0j
8.0,(-1.812506587352041e-17+5.980241362957406e-18j),0j,0j,(0.7563404874893107+0.313190569809485j),(-0+0j),(0.12640291383242347+0.017030318942253667j),(0.09227642775460379-0.5523387243884772j),0j
10.0,(1.3769145390608933e-17-2.0350881737132723e-17j),0j,0j,(-0.3439922902616136+0.23374071154867454j),0j,(0.6713107787620367+0.3245243949543045j),(0.5199303899510517-0.027068967621380807j),0j
12.0,(-8.1560729916598e-18+4.737764712862059e-17j),0j,0j,(0.0029822597166129505-0.13879672699087237j),0j,(0.1268826373538925+0.3070260575413087j),(0.842981715963234-0.3996801190753021j),0j
14.0,(3.3608497406174227e-18+8.793313446704899e-18j),0j,0j,(-0.1784223680050973-0.32943557776605803j),(-0+0j),(0.31392934787218923-0.3911664947804768j),(0.7417510568126235+0.2405829718006881j),0j
16.0,(1.0418991172554921e-17-6.143330608523633e-18j),0j,0j,(0.5539273185818642-0.7371338641771412j),(-0+0j),(0.11650726306563083+0.19563352739860826j),(0.2597952273290224+0.17452281363643185j),0j
18.0,(3.088900155563322e-17+2.619502764611037e-18j),0j,0j,(0.673668434921469-0.20773025163297162j),(-0+0j),(0.15205190597079726-0.6325280181135411j),(0.004262978585632071+0.2824700577982426j),0j
20.0,(1.9581058808259494e-17-2.5246563177854636e-18j),0j,0j,(0.6781007084405248+0.1215030980021452j),0j,(0.4145487748385268+0.18260407583999366j),(-0.12390053730979378-0.5521504758751755j),0j
