,0,1,2,3,4,5,6,7
0.0,0j,0j,0j,0j,0j,0j,(1+0j),0j
2.0,(4.603973403315449e-18-6.890124689880446e-17j),0j,0j,(-0.3051974259990169+0.5014958713066449j),0j,(-0.4605569508351315-0.32408143401427586j),(-0.15833373174915863-0.559593933831529j),0j
4.0,(1.5451922424621292e-17+9.974788417584613e-18j),0j,0j,(-0.6372061898277112+0.6285326790238568j),(-0+0j),(0.14607863604550536+0.0506367652031551j),(-0.3766095356262085-0.18214596020939175j),0j
6.0,(-6.6741959156498736e-18+4.368319360344668e-18j),0j,0j,(-0.2962392599106731-0.5490374581869099j),(-0+0j),(-0.5463357597265964-0.4606793833422762j),(0.22113326906402458+0.22625647198618223j),0j
8.0,(-4.172321075066387e-18-5.174282396193104e-18j),0j,0j,(0.2883728176789403+0.7417233839687951j),(-0+0j),(0.08691954731282583+0.09648683862282932j),(0.48821362778728805-0.33387164540893444j),0j
10.0,(-1.3143093791353904e-17-2.675716786964472e-17j),0j,0j,(0.37822775581369206-0.136907097882281j),(-0+0j),(-0.6132974986455516-0.4203777657942407j),(-0.5263836963352245-0.09093474415759767j),0j
12.0,(-1.0243596440655497e-18-3.5445134627683466e-17j),0j,0j,(-0.12573293860843499-0.1624763242677056j),(-0+0j),(0.2757733492278207+0.16677278115589195j),(0.4350375298065148-0.8152735241514891j),0j
14.0,(1.893607203963836e-18-1.0010319225786164e-17j),0j,0j,(-0.0802484756133652+0.39523630550777833j),(-0+0j),(-0.47561802856109214+0.17322608154384583j),(-0.4427761998599987-0.6205464506291661j),0j
16.0,(-1.397538507839745e-17+9.819196595456006e-18j),0j,0j,(0.7249665802920328-0.609034306470136j),0j,(0.060292914157211414+0.1779449411705729j),(0.18405582748129765+0.18526868539103697j),0j
18.0,(-3.929910437182129e-17-5.860818974127672e-17j),0j,0j,(0.6535913003409108+0.21554927617941333j),0j,(0.5028674349889829-0.46018074975826806j),(-0.15785393657277286+0.19182564152168613j),0j
20.0,(-1.4452704159843044e-17+1.6121945773259956e-17j),0j,0j,(-0.5101978474832165+0.41931429392763814j),0j,(-0.39294704753872584+0.18810714993123911j),(0.5228035352443465+0.3174247325631962j),0j
