,0,1,2,3,4,5,6,7
0.0,0j,0j,0j,0j,0j,0j,(1+0j),0j
2.0,(1.5251416185017375e-17+2.4454834360306806e-17j),0j,0j,(0.32676726228499464-0.46117517564669586j),0j,(0.417403318793387+0.38017908844600046j),(0.11654546367213584+0.5900814339835563j),0j
4.0,(-2.67203454594706e-17+3.9491137034739305e-18j),0j,0j,(0.8357187257333442-0.2707537230582688j),0j,(-0.1064801546756601-0.08351205330005593j),(0.270641701239658+0.36973965985904456j),0j
6.0,(1.2865722868797078e-17-9.693318918309998e-18j),0j,0j,(0.5003338091276894+0.38719665216403965j),0j,(0.6663314673372909+0.2172390486017359j),(-0.32221082793289435-0.0688083262278689j),0j
8.0,(3.415919874491639e-17+2.0833523537943334e-18j),0j,0j,(0.8057722238788554+0.1528685704364922j),0j,(0.13342353488019015-0.0033016911028133783j),(-0.025422148195965166-0.555790695275717j),0j
10.0,(2.7443552175905008e-17+2.9835154454636074e-17j),0j,0j,(0.4108832026222916-0.2208739996254619j),(-0+0j),(-0.48209264630287796-0.5687662675043313j),(-0.4733636128322761-0.049073144066330565j),0j
12.0,(-5.516802551062918e-18+5.9238618316684826e-18j),0j,0j,(0.003357826775331552+0.024532635816662297j),0j,(-0.2719572527973057-0.21463604706171918j),(-0.5569548540619125+0.7544261297627284j),0j
14.0,(3.6226045983190696e-17+4.3978167709379436e-18j),0j,0j,(0.19984482107768226-0.2705907514810105j),0j,(0.39570000586601434+0.2814168111474955j),(-0.019583174993556884+0.8066506528353853j),0j
16.0,(-1.3254973799009832e-17+6.8001418852365325e-18j),0j,-0j,(-0.28705461158763507+0.8255257335282322j),(-0+0j),(-0.15927586967050447-0.18552942142576978j),(-0.4041381626386503-0.11397056582348464j),(-0+0j)
18.0,(3.952564469283221e-18-2.912228874836634e-18j),0j,0j,(-0.5640283287997674-0.42198264164576965j),(-0+0j),(-0.5839427492899307+0.15042269803605388j),(0.2881631579181512-0.239057663225652j),0j
20.0,(9.677769895830263e-20+3.878353877363622e-17j),0j,0j,(0.6922805583932143+0.33318704998016335j),0j,(0.32136731163724763+0.2731476182606523j),(-0.021530344104807864-0.4810237958028737j),0j
