,0,1,2,3,4,5,6,7
0.0,0j,0j,0j,0j,0j,0j,(1+0j),0j
2.0,(9.531413774693148e-18+5.6635018105858174e-18j),0j,0j,(-0.3711529746004334-0.3387056718598365j),(-0+0j),(0.5163641103377893-0.31482710894349275j),(0.6178383280173141+0.007192687768934225j),0j
4.0,(-3.672520112626139e-18+2.5053506126965024e-17j),0j,0j,(0.5732521071493938-0.6191446044791358j),0j,(-0.17553683289907718+0.08373325635125792j),(0.49348396341109824+0.0817992684918604j),0j
6.0,(-1.5996005716870965e-17+2.408330907397168e-17j),0j,0j,(-0.24851640828393137-0.4646653269327355j),(-0+0j),(-0.5469991898428039-0.5313292037362743j),(0.3632085078151428+0.0942680867480579j),0j
8.0,(3.7682164857644566e-17-8.907714888140871e-18j),0j,0j,(0.831862766085216+0.22688594803612694j),(-0+0j),(-0.09893661933108082+0.13048694736001692j),(0.26622605831413027-0.3985417077086447j),0j
10.0,(-2.6682765145999516e-18-1.5164458393396292e-17j),0j,0j,(0.17468597079003534+0.32015054713610064j),0j,(0.47387310414129-0.7503784032330261j),(0.060215340606468076-0.2752073484959977j),0j
12.0,(1.0585528772619949e-17-1.816965310835642e-17j),0j,0j,(0.11364480211928782+0.20309205724405505j),(-0+0j),(-0.42426658557609725-0.017272007387092003j),(0.3205131580605569+0.8141310293006363j),0j
14.0,(4.228389862674799e-18-4.010342571655228e-18j),0j,0j,(0.1895309672002899-0.2114569760401276j),0j,(0.5098224434285415+0.28693943419377305j),(-0.13215048381082994+0.7480956133180844j),0j
16.0,(-2.3571776651980684e-17+1.8463768965707412e-18j),0j,0j,(-0.19166788891374092-0.9122674544087048j),0j,(0.2677438114415317-0.002715393609163702j),(0.24130365043934704-0.033315737166775425j),0j
18.0,(8.825976857795571e-18+5.414822176446341e-18j),0j,0j,(-0.5112097315157856-0.5994734304450346j),0j,(-0.541787372444037+0.10498576328436895j),(0.2524886578796021-0.10483380563522195j),0j
20.0,(-9.717377711585175e-18-7.500307624205421e-18j),0j,0j,(0.15355570193482698-0.6408536357531631j),(-0+0j),(0.12457584177624187-0.42906665416786305j),(-0.5928988326329346+0.12075141462813122j),0j
