,0,1,2,3
0.0,0.0,0.0,0.0,0.0
2.0,6.356381062991367,0.51123399810736,1.4483923673084076,1.3315522374783746
4.0,-2.39095256511497,5.937516207408457,3.594387280516139,2.3513294124001574
6.0,1.3792046215639018,4.780131187550392,5.371751226469338,3.937511124740855
8.0,3.774503571752216,5.188461370981379,4.339292692386301,4.78826539099003
10.0,1.8539659037212333,3.983142013265159,3.1579566915317416,0.6933880772437071
12.0,1.719823222870903,-1.0646672138087774,4.416896808066879,0.4211742472708298
14.0,2.4191993276798325,0.9616733770526288,5.9665062914811,0.8050155084344347
16.0,2.8026734100103345,2.483761426664738,6.238752306036001,4.688134407702796
18.0,2.089344692843823,3.193104116476702,2.3798090037656747,5.183176262685572
20.0,2.0642715978124917,5.160007874515057,2.5770188423179854,-1.529440767776762
