,0,1,2,3,4,5,6,7
0.0,0j,0j,0j,0j,0j,0j,(1+0j),0j
2.0,(2.675394827746961e-18-2.1701290809082038e-17j),0j,0j,(0.4171046768057979-0.380589696946141j),0j,(0.32542888889683486+0.46230099951730835j),(-0.012003856416216208+0.6011696122667739j),0j
4.0,(-1.6010485565963825e-17-3.5497745497849473e-17j),0j,0j,(-0.33885624705317696-0.8116127856166728j),0j,(-0.06975298299873178+0.11223340903057447j),(0.34611824986152406-0.29866615213232933j),0j
6.0,(-2.7818552272195587e-18-1.6113805819588634e-17j),0j,0j,(0.45574543924111355+0.44113897046185574j),(-0+0j),(0.6407455698375537+0.2809545005989814j),(-0.3132538258956151-0.10037045003018835j),0j
8.0,(-6.908589944041719e-18-4.9538763051538623e-17j),0j,0j,(0.814434930820817+0.060658136381799954j),(-0+0j),(0.13582441200687695-0.01700344147308193j),(-0.08990432588483396-0.5533499419154483j),0j
10.0,(-6.636343696127759e-18-8.630301519465594e-18j),0j,0j,(-0.07227823338495531+0.41934349605008403j),0j,(0.6957523239055187-0.24990578621780643j),(0.35317494086960743-0.38427874288844294j),0j
12.0,(1.5400824900728684e-17-3.8479379101500264e-18j),0j,0j,(-0.09082205235409045-0.10092200379469632j),(-0+0j),(0.3097255600926589+0.14883191781351207j),(0.3824705923292806-0.8468774926899301j),0j
14.0,(-8.973112371933684e-18+1.34194632371522e-17j),0j,-0j,(0.29039419715156223+0.2270658800555927j),(-0+0j),(-0.12860004763663355+0.46962263192203174j),(-0.7874458801444625+0.08341398895431662j),(-0+0j)
16.0,(-2.9369177438757576e-17-6.131284092052759e-18j),0j,0j,(0.7483598610655126+0.5299874249570753j),(-0+0j),(-0.19092054236041295+0.131217504376528j),(-0.18494414831781913+0.266829201524821j),0j
18.0,(3.390765856582463e-17-3.5799104248342877e-17j),0j,0j,(-0.06661276785610942+0.7156802186246782j),0j,(0.5109149063568772+0.3708730603139476j),(-0.27297252307104547-0.10133951387202722j),0j
20.0,(-3.802468743394423e-18-7.863254852612298e-18j),0j,0j,(0.09965052757557596-0.6884267937174235j),(-0+0j),(0.15153969218220756-0.43380414665064326j),(-0.5281603935301057+0.1613524241962618j),0j
